"geneId"	"seqnames"	"start"	"end"	"geneStrand"	"annotation"	"group"	"gene_name"
"ENSMUSG00000015468.14"	"chr17"	34584171	34584332	1	"Promoter (<=1kb)"	"sidd"	"Notch4"
"ENSMUSG00000015484.3"	"chr1"	156186045	156186153	2	"Intron (ENSMUST00000015628.3/ENSMUSG00000015484.3, intron 1 of 4)"	"sidd"	"Fam163a"
"ENSMUSG00000015533.9"	"chr13"	114928957	114929109	2	"Promoter (2-3kb)"	"sidd"	"Itga2"
"ENSMUSG00000015619.10"	"chr2"	9878975	9879131	2	"Promoter (<=1kb)"	"sidd"	"Gata3"
"ENSMUSG00000015652.9"	"chr5"	5748860	5748976	2	"Promoter (<=1kb)"	"sidd"	"Steap1"
"ENSMUSG00000015653.13"	"chr5"	5677930	5678128	2	"Promoter (<=1kb)"	"sidd"	"Steap2"
"ENSMUSG00000015759.11"	"chr14"	46794676	46794820	2	"Distal Intergenic"	"sidd"	"Cnih1"
"ENSMUSG00000015787.15"	"chr2"	26820894	26821045	2	"Distal Intergenic"	"sidd"	"Abo"
"ENSMUSG00000015829.13"	"chr1"	159714643	159714869	1	"Intron (ENSMUST00000192069.5/ENSMUSG00000015829.13, intron 1 of 22)"	"sidd"	"Tnr"
"ENSMUSG00000015846.15"	"chr2"	27699310	27699440	1	"Intron (ENSMUST00000129514.7/ENSMUSG00000015846.15, intron 1 of 3)"	"sidd"	"Rxra"
"ENSMUSG00000015947.10"	"chr3"	96309023	96309137	2	"Distal Intergenic"	"sidd"	"Fcgr1"
"ENSMUSG00000015957.12"	"chr7"	98824202	98824320	1	"Distal Intergenic"	"sidd"	"Wnt11"
"ENSMUSG00000015968.18"	"chr14"	30132945	30133073	2	"Intron (ENSMUST00000112250.5/ENSMUSG00000015968.18, intron 9 of 46)"	"sidd"	"Cacna1d"
"ENSMUSG00000016024.9"	"chr2"	158298795	158298964	1	"Distal Intergenic"	"sidd"	"Lbp"
"ENSMUSG00000016179.11"	"chr1"	193345301	193345427	2	"Distal Intergenic"	"sidd"	"Camk1g"
"ENSMUSG00000016283.13"	"chr17"	37487564	37487691	2	"Distal Intergenic"	"sidd"	"H2-M2"
"ENSMUSG00000016346.17"	"chr2"	181075892	181076003	2	"3' UTR"	"sidd"	"Kcnq2"
"ENSMUSG00000016494.9"	"chr1"	194911803	194912031	1	"Distal Intergenic"	"sidd"	"Cd34"
"ENSMUSG00000016495.12"	"chr19"	29345212	29345315	2	"Distal Intergenic"	"sidd"	"Plgrkt"
"ENSMUSG00000016554.9"	"chr15"	78009461	78009583	2	"Intron (ENSMUST00000019290.2/ENSMUSG00000019146.2, intron 2 of 3)"	"sidd"	"Eif3d"
"ENSMUSG00000016624.15"	"chr15"	84785719	84785822	2	"Promoter (1-2kb)"	"sidd"	"Phf21b"
"ENSMUSG00000016756.17"	"chr13"	24326435	24326541	1	"Promoter (<=1kb)"	"sidd"	"Cmah"
"ENSMUSG00000016763.15"	"chr15"	83640502	83640627	2	"Intron (ENSMUST00000144773.1/ENSMUSG00000016763.15, intron 6 of 20)"	"sidd"	"Scube1"
"ENSMUSG00000016942.6"	"chr15"	78443393	78443561	2	"Promoter (<=1kb)"	"sidd"	"Tmprss6"
"ENSMUSG00000016984.7"	"chr11"	17817068	17817213	2	"Distal Intergenic"	"sidd"	"Etaa1"
"ENSMUSG00000017002.14"	"chr2"	164389370	164389479	2	"Promoter (<=1kb)"	"sidd"	"Slpi"
"ENSMUSG00000017049.4"	"chr8"	21990466	21990594	1	"Distal Intergenic"	"sidd"	"Ccdc70"
"ENSMUSG00000017064.4"	"chr13"	28107415	28107541	1	"Distal Intergenic"	"sidd"	"Prl5a1"
"ENSMUSG00000017144.8"	"chr2"	51164475	51164606	2	"Distal Intergenic"	"sidd"	"Rnd3"
"ENSMUSG00000017418.14"	"chr2"	15062814	15062948	1	"Intron (ENSMUST00000017562.12/ENSMUSG00000017418.14, intron 1 of 5)"	"sidd"	"Arl5b"
"ENSMUSG00000017466.9"	"chr11"	118354334	118354435	2	"Promoter (1-2kb)"	"sidd"	"Timp2"
"ENSMUSG00000017485.11"	"chr14"	16450317	16450457	1	"Intron (ENSMUST00000063750.7/ENSMUSG00000017491.9, intron 3 of 7)"	"sidd"	"Top2b"
"ENSMUSG00000017491.9"	"chr14"	16523926	16524042	2	"Intron (ENSMUST00000063750.7/ENSMUSG00000017491.9, intron 2 of 7)"	"sidd"	"Rarb"
"ENSMUSG00000017639.13"	"chr11"	79579867	79580057	1	"3' UTR"	"sidd"	"Rab11fip4"
"ENSMUSG00000017667.9"	"chr2"	165383457	165383552	2	"Intron (ENSMUST00000103084.3/ENSMUSG00000017667.9, intron 2 of 4)"	"sidd"	"Zfp334"
"ENSMUSG00000017670.16"	"chr2"	165294688	165294778	2	"Promoter (2-3kb)"	"sidd"	"Elmo2"
"ENSMUSG00000017688.14"	"chr3"	3447140	3447359	1	"Distal Intergenic"	"sidd"	"Hnf4g"
"ENSMUSG00000017713.9"	"chr11"	117896621	117896710	2	"Distal Intergenic"	"sidd"	"Tha1"
"ENSMUSG00000017756.9"	"chr13"	73781448	73781546	1	"Intron (ENSMUST00000222742.1/ENSMUSG00000017756.9, intron 1 of 10)"	"sidd"	"Slc12a7"
"ENSMUSG00000017978.18"	"chr6"	23311205	23311326	2	"Promoter (2-3kb)"	"sidd"	"Cadps2"
"ENSMUSG00000018008.8"	"chr15"	78635506	78635643	1	"Distal Intergenic"	"sidd"	"Cyth4"
"ENSMUSG00000018126.15"	"chr15"	79258172	79258278	2	"Promoter (1-2kb)"	"sidd"	"Baiap2l2"
"ENSMUSG00000018217.12"	"chr11"	63120419	63120564	1	"Distal Intergenic"	"sidd"	"Pmp22"
"ENSMUSG00000018334.18"	"chr11"	79177906	79178039	2	"Distal Intergenic"	"sidd"	"Ksr1"
"ENSMUSG00000018341.12"	"chr6"	67341794	67341926	2	"Promoter (2-3kb)"	"sidd"	"Il12rb2"
"ENSMUSG00000018405.7"	"chr11"	84800229	84800413	2	"Distal Intergenic"	"sidd"	"Mrm1"
"ENSMUSG00000018425.18"	"chr11"	86818455	86818575	2	"Distal Intergenic"	"sidd"	"Dhx40"
"ENSMUSG00000018581.15"	"chr12"	118074521	118074750	2	"Intron (ENSMUST00000084806.6/ENSMUSG00000018581.15, intron 30 of 81)"	"sidd"	"Dnah11"
"ENSMUSG00000018589.8"	"chrX"	165421517	165421646	2	"Distal Intergenic"	"sidd"	"Glra2"
"ENSMUSG00000018593.13"	"chr11"	55377950	55378082	2	"Distal Intergenic"	"sidd"	"Sparc"
"ENSMUSG00000018634.10"	"chr11"	104071929	104072056	1	"Distal Intergenic"	"sidd"	"Crhr1"
"ENSMUSG00000018656.5"	"chr6"	42604539	42604649	2	"Distal Intergenic"	"sidd"	"Tcaf3"
"ENSMUSG00000018809.2"	"chr11"	75369714	75369895	1	"Intron (ENSMUST00000044530.2/ENSMUSG00000018809.2, intron 2 of 10)"	"sidd"	"Smyd4"
"ENSMUSG00000018845.14"	"chr11"	82929892	82930040	1	"Promoter (<=1kb)"	"sidd"	"Unc45b"
"ENSMUSG00000018995.12"	"chr7"	97049753	97049877	1	"Intron (ENSMUST00000044466.11/ENSMUSG00000018995.12, intron 11 of 13)"	"sidd"	"Nars2"
"ENSMUSG00000019122.8"	"chr11"	83555040	83555199	2	"Distal Intergenic"	"sidd"	"Ccl9"
"ENSMUSG00000019210.10"	"chr6"	120826071	120826226	2	"Distal Intergenic"	"sidd"	"Atp6v1e1"
"ENSMUSG00000019232.14"	"chr3"	130657472	130657602	1	"Distal Intergenic"	"sidd"	"Etnppl"
"ENSMUSG00000019312.10"	"chr11"	98448276	98448406	1	"Promoter (1-2kb)"	"sidd"	"Grb7"
"ENSMUSG00000019489.7"	"chr17"	57145964	57146085	2	"3' UTR"	"sidd"	"Cd70"
"ENSMUSG00000019577.6"	"chr6"	5495660	5495824	2	"Promoter (<=1kb)"	"sidd"	"Pdk4"
"ENSMUSG00000019590.16"	"chr11"	105939118	105939219	2	"Promoter (1-2kb)"	"sidd"	"Cyb561"
"ENSMUSG00000019647.16"	"chr18"	47368455	47368586	2	"Promoter (<=1kb)"	"sidd"	"Sema6a"
"ENSMUSG00000019762.4"	"chr10"	3509264	3509396	1	"Distal Intergenic"	"sidd"	"Iyd"
"ENSMUSG00000019768.16"	"chr10"	4918463	4918603	1	"Intron (ENSMUST00000105590.7/ENSMUSG00000019768.16, intron 6 of 9)"	"sidd"	"Esr1"
"ENSMUSG00000019772.5"	"chr10"	5684271	5684403	1	"Distal Intergenic"	"sidd"	"Vip"
"ENSMUSG00000019775.17"	"chr10"	6124817	6124941	2	"Distal Intergenic"	"sidd"	"Rgs17"
"ENSMUSG00000019777.16"	"chr10"	36892945	36893112	1	"Distal Intergenic"	"sidd"	"Hdac2"
"ENSMUSG00000019779.15"	"chr10"	34491110	34491313	1	"Intron (ENSMUST00000019913.14/ENSMUSG00000019779.15, intron 2 of 8)"	"sidd"	"Frk"
"ENSMUSG00000019785.14"	"chr10"	33661629	33661804	2	"Exon (ENSMUST00000160756.1/ENSMUSG00000090087.1, exon 5 of 5)"	"sidd"	"Clvs2"
"ENSMUSG00000019787.9"	"chr10"	33042551	33042682	1	"Distal Intergenic"	"sidd"	"Trdn"
"ENSMUSG00000019789.9"	"chr10"	30843292	30843376	2	"Promoter (<=1kb)"	"sidd"	"Hey2"
"ENSMUSG00000019790.17"	"chr10"	9803439	9803619	2	"Intron (ENSMUST00000038213.13/ENSMUSG00000019790.17, intron 16 of 27)"	"sidd"	"Stxbp5"
"ENSMUSG00000019792.8"	"chr10"	30579810	30579983	2	"Intron (ENSMUST00000019927.6/ENSMUSG00000019792.8, intron 7 of 12)"	"sidd"	"Trmt11"
"ENSMUSG00000019796.12"	"chr10"	7590836	7590954	1	"Promoter (<=1kb)"	"sidd"	"Lrp11"
"ENSMUSG00000019836.5"	"chr4"	51275386	51275581	2	"Distal Intergenic"	"sidd"	"Amd-ps4"
"ENSMUSG00000019851.8"	"chr10"	18845614	18845744	1	"Promoter (<=1kb)"	"sidd"	"Perp"
"ENSMUSG00000019853.6"	"chr10"	18545540	18545662	2	"Promoter (<=1kb)"	"sidd"	"Hebp2"
"ENSMUSG00000019856.14"	"chr10"	53705540	53705677	2	"Intron (ENSMUST00000020003.14/ENSMUSG00000019856.14, intron 1 of 17)"	"sidd"	"Fam184a"
"ENSMUSG00000019866.15"	"chr10"	44104668	44104794	2	"Intron (ENSMUST00000200401.1/ENSMUSG00000019866.15, intron 1 of 21)"	"sidd"	"Crybg1"
"ENSMUSG00000019872.13"	"chr10"	57824427	57824523	1	"Distal Intergenic"	"sidd"	"Smpdl3a"
"ENSMUSG00000019880.10"	"chr10"	29535320	29535463	2	"Promoter (<=1kb)"	"sidd"	"Rspo3"
"ENSMUSG00000019889.10"	"chr10"	28603559	28603718	1	"Distal Intergenic"	"sidd"	"Ptprk"
"ENSMUSG00000019893.13"	"chr10"	52204376	52204511	2	"Distal Intergenic"	"sidd"	"Ros1"
"ENSMUSG00000019899.17"	"chr10"	27200512	27200655	2	"Intron (ENSMUST00000092639.11/ENSMUSG00000019899.17, intron 21 of 64)"	"sidd"	"Lama2"
"ENSMUSG00000019913.4"	"chr10"	50934357	50934453	1	"Intron (ENSMUST00000020071.3/ENSMUSG00000019913.4, intron 8 of 10)"	"sidd"	"Sim1"
"ENSMUSG00000019942.13"	"chr10"	69360695	69360840	2	"Distal Intergenic"	"sidd"	"Cdk1"
"ENSMUSG00000019970.15"	"chr10"	21905905	21906045	1	"Intron (ENSMUST00000120509.7/ENSMUSG00000019970.15, intron 1 of 13)"	"sidd"	"Sgk1"
"ENSMUSG00000019971.10"	"chr10"	100506521	100506647	1	"Promoter (2-3kb)"	"sidd"	"Cep290"
"ENSMUSG00000019986.17"	"chr10"	20964248	20964405	1	"Intron (ENSMUST00000105525.11/ENSMUSG00000019986.17, intron 4 of 23)"	"sidd"	"Ahi1"
"ENSMUSG00000019990.15"	"chr10"	20684711	20684904	2	"Intron (ENSMUST00000020165.13/ENSMUSG00000019990.15, intron 1 of 12)"	"sidd"	"Pde7b"
"ENSMUSG00000019996.17"	"chr10"	20172643	20172794	1	"Promoter (<=1kb)"	"sidd"	"Map7"
"ENSMUSG00000020000.7"	"chr10"	24242912	24243048	1	"Intron (ENSMUST00000095784.2/ENSMUSG00000020000.7, intron 1 of 11)"	"sidd"	"Moxd1"
"ENSMUSG00000020014.17"	"chr10"	92901111	92901241	2	"Intron (ENSMUST00000168110.7/ENSMUSG00000020014.17, intron 49 of 66)"	"sidd"	"Cfap54"
"ENSMUSG00000020023.18"	"chr10"	94510876	94511062	1	"Intron (ENSMUST00000132743.2/ENSMUSG00000020023.18, intron 2 of 2)"	"sidd"	"Tmcc3"
"ENSMUSG00000020034.7"	"chr10"	84580512	84580639	1	"Intron (ENSMUST00000020223.7/ENSMUSG00000020034.7, intron 1 of 9)"	"sidd"	"Tcp11l2"
"ENSMUSG00000020037.15"	"chr10"	84755836	84755965	1	"Promoter (<=1kb)"	"sidd"	"Rfx4"
"ENSMUSG00000020042.15"	"chr10"	85453682	85453826	1	"Intron (ENSMUST00000105307.7/ENSMUSG00000020042.15, intron 1 of 16)"	"sidd"	"Btbd11"
"ENSMUSG00000020057.2"	"chr10"	88367016	88367141	2	"Intron (ENSMUST00000138159.1/ENSMUSG00000020057.2, intron 1 of 3)"	"sidd"	"Dram1"
"ENSMUSG00000020067.8"	"chr10"	63220596	63220708	2	"Distal Intergenic"	"sidd"	"Mypn"
"ENSMUSG00000020083.13"	"chr10"	62116877	62117038	2	"Intron (ENSMUST00000027719.11/ENSMUSG00000020083.13, intron 2 of 2)"	"sidd"	"Fam241b"
"ENSMUSG00000020085.15"	"chr10"	61708584	61708736	1	"Distal Intergenic"	"sidd"	"Aifm2"
"ENSMUSG00000020099.8"	"chr10"	60827247	60827305	2	"Intron (ENSMUST00000077925.6/ENSMUSG00000020099.8, intron 1 of 16)"	"sidd"	"Unc5b"
"ENSMUSG00000020102.15"	"chr10"	125182369	125182539	2	"Distal Intergenic"	"sidd"	"Slc16a7"
"ENSMUSG00000020105.9"	"chr10"	125794824	125794969	1	"Distal Intergenic"	"sidd"	"Lrig3"
"ENSMUSG00000020120.15"	"chr11"	17072200	17072326	2	"Intron (ENSMUST00000058159.5/ENSMUSG00000044629.5, intron 2 of 2)"	"sidd"	"Plek"
"ENSMUSG00000020140.15"	"chr10"	115586689	115586793	2	"Promoter (<=1kb)"	"sidd"	"Lgr5"
"ENSMUSG00000020143.15"	"chr11"	34792635	34792764	2	"Distal Intergenic"	"sidd"	"Dock2"
"ENSMUSG00000020155.2"	"chr11"	33923009	33923140	1	"Intron (ENSMUST00000238903.1/ENSMUSG00000053519.17, intron 1 of 7)"	"sidd"	"Kcnmb1"
"ENSMUSG00000020160.18"	"chr11"	19019494	19019589	2	"Promoter (<=1kb)"	"sidd"	"Meis1"
"ENSMUSG00000020176.17"	"chr11"	12025143	12025286	2	"Promoter (1-2kb)"	"sidd"	"Grb10"
"ENSMUSG00000020181.18"	"chr10"	109739241	109739461	2	"Intron (ENSMUST00000032719.14/ENSMUSG00000020181.18, intron 22 of 38)"	"sidd"	"Nav3"
"ENSMUSG00000020182.16"	"chr11"	11905646	11905763	2	"Distal Intergenic"	"sidd"	"Ddc"
"ENSMUSG00000020185.16"	"chr10"	110710739	110710880	1	"Distal Intergenic"	"sidd"	"E2f7"
"ENSMUSG00000020205.8"	"chr10"	111531871	111531976	1	"Distal Intergenic"	"sidd"	"Phlda1"
"ENSMUSG00000020218.11"	"chr10"	121023932	121024079	1	"Distal Intergenic"	"sidd"	"Wif1"
"ENSMUSG00000020220.16"	"chr4"	145199809	145199957	2	"Distal Intergenic"	"sidd"	"Vps13d"
"ENSMUSG00000020227.10"	"chr10"	120195167	120195286	2	"Intron (ENSMUST00000020448.10/ENSMUSG00000020227.10, intron 1 of 11)"	"sidd"	"Irak3"
"ENSMUSG00000020228.11"	"chr10"	120097340	120097468	2	"Intron (ENSMUST00000020449.11/ENSMUSG00000020228.11, intron 7 of 12)"	"sidd"	"Helb"
"ENSMUSG00000020231.15"	"chr10"	76264225	76264372	2	"Promoter (1-2kb)"	"sidd"	"Dip2a"
"ENSMUSG00000020255.8"	"chr10"	83375401	83375514	1	"3' UTR"	"sidd"	"D10Wsu102e"
"ENSMUSG00000020256.14"	"chr10"	83437013	83437130	2	"3' UTR"	"sidd"	"Aldh1l2"
"ENSMUSG00000020262.15"	"chr10"	77350775	77350917	2	"Intron (ENSMUST00000020496.13/ENSMUSG00000020262.15, intron 2 of 10)"	"sidd"	"Adarb1"
"ENSMUSG00000020273.13"	"chr11"	23849474	23849593	2	"Distal Intergenic"	"sidd"	"Papolg"
"ENSMUSG00000020290.14"	"chr11"	23219571	23219706	1	"Distal Intergenic"	"sidd"	"Xpo1"
"ENSMUSG00000020297.10"	"chr11"	32050201	32050313	1	"Intron (ENSMUST00000020537.8/ENSMUSG00000020297.10, intron 3 of 4)"	"sidd"	"Nsg2"
"ENSMUSG00000020303.2"	"chr11"	31311287	31311450	2	"Distal Intergenic"	"sidd"	"Stc2"
"ENSMUSG00000020305.13"	"chr11"	30959043	30959182	1	"Intron (ENSMUST00000203878.2/ENSMUSG00000020305.13, intron 1 of 9)"	"sidd"	"Asb3"
"ENSMUSG00000020319.9"	"chr11"	21775728	21775895	1	"Intron (ENSMUST00000020568.9/ENSMUSG00000020319.9, intron 13 of 17)"	"sidd"	"Wdpcp"
"ENSMUSG00000020321.16"	"chr11"	21538625	21538719	2	"Distal Intergenic"	"sidd"	"Mdh1"
"ENSMUSG00000020329.12"	"chr10"	79736146	79736308	2	"Promoter (<=1kb)"	"sidd"	"Polrmt"
"ENSMUSG00000020354.15"	"chr11"	47143280	47143477	2	"Intron (ENSMUST00000109220.7/ENSMUSG00000020354.15, intron 3 of 6)"	"sidd"	"Sgcd"
"ENSMUSG00000020363.6"	"chr11"	49792975	49793157	1	"Promoter (1-2kb)"	"sidd"	"Gfpt2"
"ENSMUSG00000020375.9"	"chr11"	50469793	50469987	2	"Distal Intergenic"	"sidd"	"Rufy1"
"ENSMUSG00000020407.13"	"chr11"	9099280	9099468	1	"Distal Intergenic"	"sidd"	"Upp1"
"ENSMUSG00000020428.13"	"chr11"	42255294	42255445	2	"Distal Intergenic"	"sidd"	"Gabra6"
"ENSMUSG00000020431.5"	"chr11"	7012534	7012658	1	"Distal Intergenic"	"sidd"	"Adcy1"
"ENSMUSG00000020439.17"	"chr11"	3536362	3536461	2	"Promoter (<=1kb)"	"sidd"	"Smtn"
"ENSMUSG00000020464.15"	"chr11"	29075717	29075841	1	"Distal Intergenic"	"sidd"	"Pnpt1"
"ENSMUSG00000020467.15"	"chr11"	28810795	28810958	1	"Intron (ENSMUST00000138164.1/ENSMUSG00000085510.1, intron 3 of 3)"	"sidd"	"Efemp1"
"ENSMUSG00000020486.19"	"chr11"	87578211	87578324	1	"Promoter (<=1kb)"	"sidd"	"Septin4"
"ENSMUSG00000020524.16"	"chr11"	56792491	56792610	1	"Distal Intergenic"	"sidd"	"Gria1"
"ENSMUSG00000020545.14"	"chr12"	36205935	36206081	2	"Distal Intergenic"	"sidd"	"Lrrc72"
"ENSMUSG00000020546.14"	"chr11"	90564410	90564591	2	"Intron (ENSMUST00000143203.7/ENSMUSG00000020546.14, intron 12 of 17)"	"sidd"	"Stxbp4"
"ENSMUSG00000020553.8"	"chr11"	89926773	89926895	2	"Distal Intergenic"	"sidd"	"Pctp"
"ENSMUSG00000020564.17"	"chr12"	33296201	33296322	1	"Intron (ENSMUST00000146040.8/ENSMUSG00000020564.17, intron 3 of 12)"	"sidd"	"Atxn7l1"
"ENSMUSG00000020589.17"	"chr12"	12245912	12246075	1	"Distal Intergenic"	"sidd"	"Fam49a"
"ENSMUSG00000020591.11"	"chr12"	16661754	16661998	1	"Distal Intergenic"	"sidd"	"Ntsr2"
"ENSMUSG00000020592.14"	"chr12"	8787330	8787445	1	"Intron (ENSMUST00000020911.13/ENSMUSG00000020592.14, intron 1 of 4)"	"sidd"	"Sdc1"
"ENSMUSG00000020593.16"	"chr12"	16525030	16525208	2	"Distal Intergenic"	"sidd"	"Lpin1"
"ENSMUSG00000020598.16"	"chr12"	44506840	44506966	1	"Intron (ENSMUST00000110748.3/ENSMUSG00000020598.16, intron 3 of 27)"	"sidd"	"Nrcam"
"ENSMUSG00000020600.13"	"chr12"	8628106	8628233	2	"Distal Intergenic"	"sidd"	"Slc7a15"
"ENSMUSG00000020601.8"	"chr12"	15809224	15809358	2	"Intron (ENSMUST00000020922.7/ENSMUSG00000020601.8, intron 2 of 2)"	"sidd"	"Trib2"
"ENSMUSG00000020607.7"	"chr12"	14152371	14152487	2	"Promoter (<=1kb)"	"sidd"	"Lratd1"
"ENSMUSG00000020609.14"	"chr12"	8067001	8067117	1	"Intron (ENSMUST00000217927.1/ENSMUSG00000112694.1, intron 2 of 3)"	"sidd"	"Apob"
"ENSMUSG00000020623.11"	"chr11"	110383721	110383960	1	"Distal Intergenic"	"sidd"	"Map2k6"
"ENSMUSG00000020624.3"	"chr11"	112901848	112901968	1	"Distal Intergenic"	"sidd"	"4933434M16Rik"
"ENSMUSG00000020627.10"	"chr12"	5313760	5313969	2	"Intron (ENSMUST00000020958.8/ENSMUSG00000020627.10, intron 1 of 13)"	"sidd"	"Klhl29"
"ENSMUSG00000020629.12"	"chr12"	28664439	28664602	1	"Distal Intergenic"	"sidd"	"Adi1"
"ENSMUSG00000020638.8"	"chr12"	26467907	26468045	1	"Promoter (1-2kb)"	"sidd"	"Cmpk2"
"ENSMUSG00000020641.16"	"chr12"	26457013	26457155	2	"Promoter (<=1kb)"	"sidd"	"Rsad2"
"ENSMUSG00000020658.10"	"chr12"	4014018	4014140	2	"Intron (ENSMUST00000111178.1/ENSMUSG00000020658.10, intron 1 of 22)"	"sidd"	"Efr3b"
"ENSMUSG00000020669.15"	"chr12"	30962954	30963094	1	"Distal Intergenic"	"sidd"	"Sh3yl1"
"ENSMUSG00000020672.14"	"chr12"	30310723	30310860	2	"Intron (ENSMUST00000142046.7/ENSMUSG00000020672.14, intron 2 of 16)"	"sidd"	"Sntg2"
"ENSMUSG00000020676.2"	"chr11"	82064181	82064312	1	"Distal Intergenic"	"sidd"	"Ccl11"
"ENSMUSG00000020679.11"	"chr11"	83852349	83852459	1	"Promoter (<=1kb)"	"sidd"	"Hnf1b"
"ENSMUSG00000020701.12"	"chr11"	82471158	82471267	1	"Distal Intergenic"	"sidd"	"Tmem132e"
"ENSMUSG00000020702.13"	"chr11"	82154695	82154849	2	"Distal Intergenic"	"sidd"	"Ccl1"
"ENSMUSG00000020703.3"	"chr11"	81770653	81770782	1	"Intron (ENSMUST00000066197.6/ENSMUSG00000020704.13, intron 1 of 9)"	"sidd"	"5530401A14Rik"
"ENSMUSG00000020716.16"	"chr11"	79430327	79430487	1	"Exon (ENSMUST00000131800.1/ENSMUSG00000020716.16, exon 14 of 14)"	"sidd"	"Nf1"
"ENSMUSG00000020728.17"	"chr11"	108508780	108508951	1	"Intron (ENSMUST00000150863.8/ENSMUSG00000020728.17, intron 12 of 26)"	"sidd"	"Cep112"
"ENSMUSG00000020734.13"	"chr11"	115260168	115260266	2	"Intron (ENSMUST00000003351.12/ENSMUSG00000020734.13, intron 2 of 12)"	"sidd"	"Grin2c"
"ENSMUSG00000020773.11"	"chr11"	116109373	116109498	2	"Promoter (<=1kb)"	"sidd"	"Trim47"
"ENSMUSG00000020774.9"	"chr11"	73320128	73320288	2	"Intron (ENSMUST00000021119.8/ENSMUSG00000020774.9, intron 2 of 5)"	"sidd"	"Aspa"
"ENSMUSG00000020776.18"	"chr11"	116146173	116146306	2	"Promoter (<=1kb)"	"sidd"	"Fbf1"
"ENSMUSG00000020785.17"	"chr11"	73020646	73020750	1	"Promoter (1-2kb)"	"sidd"	"Camkk1"
"ENSMUSG00000020866.17"	"chr11"	94443586	94443705	2	"Intron (ENSMUST00000100561.9/ENSMUSG00000020866.17, intron 10 of 35)"	"sidd"	"Cacna1g"
"ENSMUSG00000020882.17"	"chr11"	98018770	98018865	2	"Promoter (<=1kb)"	"sidd"	"Cacnb1"
"ENSMUSG00000020886.17"	"chr11"	70045280	70045375	1	"Promoter (1-2kb)"	"sidd"	"Dlg4"
"ENSMUSG00000020900.15"	"chr11"	68744051	68744189	1	"Intron (ENSMUST00000102611.9/ENSMUSG00000020900.15, intron 4 of 40)"	"sidd"	"Myh10"
"ENSMUSG00000020905.11"	"chr11"	67864611	67864780	2	"Intron (ENSMUST00000021288.9/ENSMUSG00000020905.11, intron 14 of 14)"	"sidd"	"Usp43"
"ENSMUSG00000020907.1"	"chr11"	67694629	67694756	1	"Promoter (<=1kb)"	"sidd"	"Rcvrn"
"ENSMUSG00000020925.16"	"chr11"	102706804	102706916	2	"Distal Intergenic"	"sidd"	"Ccdc43"
"ENSMUSG00000020926.16"	"chr11"	102750976	102751098	1	"Intron (ENSMUST00000124025.1/ENSMUSG00000086162.1, intron 8 of 10)"	"sidd"	"Adam11"
"ENSMUSG00000020940.13"	"chr11"	103205386	103205530	2	"Promoter (2-3kb)"	"sidd"	"Efcab15"
"ENSMUSG00000020956.14"	"chr12"	52008382	52008512	2	"Promoter (1-2kb)"	"sidd"	"Dtd2"
"ENSMUSG00000021007.14"	"chr12"	98613767	98613898	1	"Distal Intergenic"	"sidd"	"Spata7"
"ENSMUSG00000021010.9"	"chr12"	53253332	53253459	1	"Promoter (<=1kb)"	"sidd"	"Npas3"
"ENSMUSG00000021047.7"	"chr12"	46818779	46818909	2	"Promoter (<=1kb)"	"sidd"	"Nova1"
"ENSMUSG00000021054.6"	"chr12"	75721556	75721692	2	"3' UTR"	"sidd"	"Sgpp1"
"ENSMUSG00000021065.16"	"chr12"	77345011	77345128	1	"Intron (ENSMUST00000177595.8/ENSMUSG00000021065.16, intron 5 of 12)"	"sidd"	"Fut8"
"ENSMUSG00000021087.18"	"chr12"	72295445	72295618	2	"Intron (ENSMUST00000078505.13/ENSMUSG00000021087.18, intron 3 of 8)"	"sidd"	"Rtn1"
"ENSMUSG00000021094.10"	"chr12"	72663257	72663464	2	"Promoter (1-2kb)"	"sidd"	"Dhrs7"
"ENSMUSG00000021095.5"	"chr12"	104472567	104472649	2	"Promoter (<=1kb)"	"sidd"	"Gsc"
"ENSMUSG00000021101.2"	"chr12"	104865176	104865244	1	"Promoter (<=1kb)"	"sidd"	"4930408O17Rik"
"ENSMUSG00000021135.8"	"chr12"	80971041	80971226	2	"Promoter (2-3kb)"	"sidd"	"Slc10a1"
"ENSMUSG00000021136.13"	"chr12"	81007266	81007400	1	"Distal Intergenic"	"sidd"	"Smoc1"
"ENSMUSG00000021144.14"	"chr12"	113087914	113088034	1	"Intron (ENSMUST00000012355.13/ENSMUSG00000012211.13, intron 2 of 2)"	"sidd"	"Mta1"
"ENSMUSG00000021156.17"	"chr13"	9689861	9690070	2	"Promoter (<=1kb)"	"sidd"	"Zmynd11"
"ENSMUSG00000021171.8"	"chr12"	116358475	116358622	1	"Promoter (1-2kb)"	"sidd"	"Esyt2"
"ENSMUSG00000021180.9"	"chr12"	100560409	100560552	2	"Promoter (<=1kb)"	"sidd"	"Rps6ka5"
"ENSMUSG00000021185.16"	"chr12"	100820527	100820706	1	"Intron (ENSMUST00000069782.10/ENSMUSG00000021185.16, intron 1 of 12)"	"sidd"	"Dglucy"
"ENSMUSG00000021187.14"	"chr12"	101717748	101717894	2	"Promoter (<=1kb)"	"sidd"	"Tc2n"
"ENSMUSG00000021210.16"	"chr13"	4425010	4425158	1	"Distal Intergenic"	"sidd"	"Akr1c6"
