"geneId"	"annotation"	"group"	"gene_name"
"ENSMUSG00000016194.14"	"Promoter (<=1kb)"	"z-dna"	"Hsd11b1"
"ENSMUSG00000016200.14"	"Promoter (<=1kb)"	"z-dna"	"Syt14"
"ENSMUSG00000016239.11"	"Promoter (<=1kb)"	"z-dna"	"Lonrf3"
"ENSMUSG00000016262.14"	"Promoter (<=1kb)"	"z-dna"	"Sertad4"
"ENSMUSG00000016346.17"	"Promoter (<=1kb)"	"z-dna"	"Kcnq2"
"ENSMUSG00000016349.10"	"Promoter (<=1kb)"	"z-dna"	"Eef1a2"
"ENSMUSG00000016386.15"	"Promoter (<=1kb)"	"z-dna"	"Mpped2"
"ENSMUSG00000016458.15"	"Promoter (<=1kb)"	"z-dna"	"Wt1"
"ENSMUSG00000016494.9"	"Promoter (<=1kb)"	"z-dna"	"Cd34"
"ENSMUSG00000016624.15"	"Promoter (1-2kb)"	"z-dna"	"Phf21b"
"ENSMUSG00000016763.15"	"Promoter (<=1kb)"	"z-dna"	"Scube1"
"ENSMUSG00000016918.15"	"Promoter (1-2kb)"	"z-dna"	"Sulf1"
"ENSMUSG00000016982.6"	"Promoter (<=1kb)"	"z-dna"	"Pom121l2"
"ENSMUSG00000017007.9"	"Promoter (2-3kb)"	"z-dna"	"Rbpjl"
"ENSMUSG00000017057.9"	"Promoter (<=1kb)"	"z-dna"	"Il13ra1"
"ENSMUSG00000017412.15"	"Promoter (<=1kb)"	"z-dna"	"Cacnb4"
"ENSMUSG00000017417.14"	"Promoter (<=1kb)"	"z-dna"	"Plxdc1"
"ENSMUSG00000017466.9"	"Promoter (<=1kb)"	"z-dna"	"Timp2"
"ENSMUSG00000017491.9"	"Promoter (<=1kb)"	"z-dna"	"Rarb"
"ENSMUSG00000017493.12"	"Promoter (<=1kb)"	"z-dna"	"Igfbp4"
"ENSMUSG00000017631.19"	"Promoter (<=1kb)"	"z-dna"	"Abr"
"ENSMUSG00000017639.13"	"Promoter (<=1kb)"	"z-dna"	"Rab11fip4"
"ENSMUSG00000017692.8"	"Promoter (<=1kb)"	"z-dna"	"Rhbdl3"
"ENSMUSG00000017723.11"	"Promoter (<=1kb)"	"z-dna"	"Wfdc2"
"ENSMUSG00000017734.15"	"Promoter (<=1kb)"	"z-dna"	"Dbndd2"
"ENSMUSG00000017737.2"	"Promoter (1-2kb)"	"z-dna"	"Mmp9"
"ENSMUSG00000017740.17"	"Promoter (<=1kb)"	"z-dna"	"Slc12a5"
"ENSMUSG00000017897.18"	"Promoter (<=1kb)"	"z-dna"	"Eya2"
"ENSMUSG00000017969.13"	"Promoter (<=1kb)"	"z-dna"	"Ptgis"
"ENSMUSG00000017978.18"	"Promoter (<=1kb)"	"z-dna"	"Cadps2"
"ENSMUSG00000018012.11"	"Promoter (<=1kb)"	"z-dna"	"Rac3"
"ENSMUSG00000018217.12"	"Promoter (<=1kb)"	"z-dna"	"Pmp22"
"ENSMUSG00000018341.12"	"Promoter (<=1kb)"	"z-dna"	"Il12rb2"
"ENSMUSG00000018378.13"	"Promoter (<=1kb)"	"z-dna"	"Cuedc1"
"ENSMUSG00000018395.19"	"Promoter (<=1kb)"	"z-dna"	"Kif3a"
"ENSMUSG00000018398.18"	"Promoter (<=1kb)"	"z-dna"	"Septin8"
"ENSMUSG00000018411.17"	"Promoter (<=1kb)"	"z-dna"	"Mapt"
"ENSMUSG00000018417.14"	"Promoter (<=1kb)"	"z-dna"	"Myo1b"
"ENSMUSG00000018427.8"	"Promoter (<=1kb)"	"z-dna"	"Ypel2"
"ENSMUSG00000018474.18"	"Promoter (<=1kb)"	"z-dna"	"Chd3"
"ENSMUSG00000018486.2"	"Promoter (<=1kb)"	"z-dna"	"Wnt9b"
"ENSMUSG00000018509.8"	"Promoter (<=1kb)"	"z-dna"	"Cenpv"
"ENSMUSG00000018537.16"	"Promoter (<=1kb)"	"z-dna"	"Pcgf2"
"ENSMUSG00000018554.13"	"Promoter (<=1kb)"	"z-dna"	"Ybx2"
"ENSMUSG00000018569.12"	"Promoter (<=1kb)"	"z-dna"	"Cldn7"
"ENSMUSG00000018581.15"	"Promoter (<=1kb)"	"z-dna"	"Dnah11"
"ENSMUSG00000018604.18"	"Promoter (<=1kb)"	"z-dna"	"Tbx3"
"ENSMUSG00000018634.10"	"Promoter (<=1kb)"	"z-dna"	"Crhr1"
"ENSMUSG00000018698.15"	"Promoter (1-2kb)"	"z-dna"	"Lhx1"
"ENSMUSG00000018822.7"	"Promoter (<=1kb)"	"z-dna"	"Sfrp5"
"ENSMUSG00000018830.10"	"Promoter (1-2kb)"	"z-dna"	"Myh11"
"ENSMUSG00000018845.14"	"Promoter (1-2kb)"	"z-dna"	"Unc45b"
"ENSMUSG00000018849.6"	"Promoter (<=1kb)"	"z-dna"	"Wwc1"
"ENSMUSG00000018906.14"	"Promoter (<=1kb)"	"z-dna"	"P4ha2"
"ENSMUSG00000018909.15"	"Promoter (<=1kb)"	"z-dna"	"Arrb1"
"ENSMUSG00000018973.2"	"Promoter (<=1kb)"	"z-dna"	"Hoxb1"
"ENSMUSG00000019027.8"	"Promoter (<=1kb)"	"z-dna"	"Dnah1"
"ENSMUSG00000019066.13"	"Promoter (<=1kb)"	"z-dna"	"Rab3d"
"ENSMUSG00000019194.15"	"Promoter (2-3kb)"	"z-dna"	"Scn1b"
"ENSMUSG00000019214.14"	"Promoter (<=1kb)"	"z-dna"	"Chtf18"
"ENSMUSG00000019230.14"	"Promoter (<=1kb)"	"z-dna"	"Lhx9"
"ENSMUSG00000019235.9"	"Promoter (<=1kb)"	"z-dna"	"Rps6kl1"
"ENSMUSG00000019261.3"	"Promoter (1-2kb)"	"z-dna"	"Map1s"
"ENSMUSG00000019312.10"	"Promoter (<=1kb)"	"z-dna"	"Grb7"
"ENSMUSG00000019467.15"	"Promoter (<=1kb)"	"z-dna"	"Arhgef25"
"ENSMUSG00000019558.14"	"Promoter (<=1kb)"	"z-dna"	"Slc6a8"
"ENSMUSG00000019590.16"	"Promoter (<=1kb)"	"z-dna"	"Cyb561"
"ENSMUSG00000019647.16"	"Promoter (1-2kb)"	"z-dna"	"Sema6a"
"ENSMUSG00000019718.8"	"Promoter (<=1kb)"	"z-dna"	"L3hypdh"
"ENSMUSG00000019768.16"	"Promoter (<=1kb)"	"z-dna"	"Esr1"
"ENSMUSG00000019775.17"	"Promoter (<=1kb)"	"z-dna"	"Rgs17"
"ENSMUSG00000019785.14"	"Promoter (<=1kb)"	"z-dna"	"Clvs2"
"ENSMUSG00000019789.9"	"Promoter (<=1kb)"	"z-dna"	"Hey2"
"ENSMUSG00000019796.12"	"Promoter (<=1kb)"	"z-dna"	"Lrp11"
"ENSMUSG00000019803.11"	"Promoter (1-2kb)"	"z-dna"	"Nr2e1"
"ENSMUSG00000019817.18"	"Promoter (<=1kb)"	"z-dna"	"Plagl1"
"ENSMUSG00000019831.14"	"Promoter (<=1kb)"	"z-dna"	"Wasf1"
"ENSMUSG00000019846.11"	"Promoter (1-2kb)"	"z-dna"	"Lama4"
"ENSMUSG00000019848.14"	"Promoter (<=1kb)"	"z-dna"	"Popdc3"
"ENSMUSG00000019851.8"	"Promoter (<=1kb)"	"z-dna"	"Perp"
"ENSMUSG00000019853.6"	"Promoter (<=1kb)"	"z-dna"	"Hebp2"
"ENSMUSG00000019856.14"	"Promoter (<=1kb)"	"z-dna"	"Fam184a"
"ENSMUSG00000019866.15"	"Promoter (1-2kb)"	"z-dna"	"Crybg1"
"ENSMUSG00000019889.10"	"Promoter (<=1kb)"	"z-dna"	"Ptprk"
"ENSMUSG00000019894.14"	"Promoter (<=1kb)"	"z-dna"	"Slc6a15"
"ENSMUSG00000019913.4"	"Promoter (<=1kb)"	"z-dna"	"Sim1"
"ENSMUSG00000019966.18"	"Promoter (<=1kb)"	"z-dna"	"Kitl"
"ENSMUSG00000019970.15"	"Promoter (<=1kb)"	"z-dna"	"Sgk1"
"ENSMUSG00000019978.16"	"Promoter (1-2kb)"	"z-dna"	"Epb41l2"
"ENSMUSG00000019996.17"	"Promoter (<=1kb)"	"z-dna"	"Map7"
"ENSMUSG00000020000.7"	"Promoter (<=1kb)"	"z-dna"	"Moxd1"
"ENSMUSG00000020014.17"	"Promoter (<=1kb)"	"z-dna"	"Cfap54"
"ENSMUSG00000020019.4"	"Promoter (<=1kb)"	"z-dna"	"Ntn4"
"ENSMUSG00000020021.4"	"Promoter (<=1kb)"	"z-dna"	"Fgd6"
"ENSMUSG00000020023.18"	"Promoter (<=1kb)"	"z-dna"	"Tmcc3"
"ENSMUSG00000020032.14"	"Promoter (<=1kb)"	"z-dna"	"Nuak1"
"ENSMUSG00000020037.15"	"Promoter (<=1kb)"	"z-dna"	"Rfx4"
"ENSMUSG00000020042.15"	"Promoter (<=1kb)"	"z-dna"	"Btbd11"
"ENSMUSG00000020044.13"	"Promoter (<=1kb)"	"z-dna"	"Timp3"
"ENSMUSG00000020052.9"	"Promoter (1-2kb)"	"z-dna"	"Ascl1"
"ENSMUSG00000020083.13"	"Promoter (<=1kb)"	"z-dna"	"Fam241b"
"ENSMUSG00000020086.6"	"Promoter (<=1kb)"	"z-dna"	"Macroh2a2"
"ENSMUSG00000020087.5"	"Promoter (<=1kb)"	"z-dna"	"Tysnd1"
"ENSMUSG00000020090.7"	"Promoter (<=1kb)"	"z-dna"	"Npffr1"
"ENSMUSG00000020092.9"	"Promoter (<=1kb)"	"z-dna"	"Pald1"
"ENSMUSG00000020099.8"	"Promoter (<=1kb)"	"z-dna"	"Unc5b"
"ENSMUSG00000020105.9"	"Promoter (1-2kb)"	"z-dna"	"Lrig3"
"ENSMUSG00000020121.15"	"Promoter (<=1kb)"	"z-dna"	"Srgap1"
"ENSMUSG00000020122.16"	"Promoter (<=1kb)"	"z-dna"	"Egfr"
"ENSMUSG00000020123.6"	"Promoter (<=1kb)"	"z-dna"	"Avpr1a"
"ENSMUSG00000020131.14"	"Promoter (<=1kb)"	"z-dna"	"Pcsk4"
"ENSMUSG00000020134.13"	"Promoter (2-3kb)"	"z-dna"	"Peli1"
"ENSMUSG00000020135.13"	"Promoter (<=1kb)"	"z-dna"	"Apc2"
"ENSMUSG00000020140.15"	"Promoter (<=1kb)"	"z-dna"	"Lgr5"
"ENSMUSG00000020150.13"	"Promoter (<=1kb)"	"z-dna"	"Gamt"
"ENSMUSG00000020154.10"	"Promoter (<=1kb)"	"z-dna"	"Ptprb"
"ENSMUSG00000020160.18"	"Promoter (<=1kb)"	"z-dna"	"Meis1"
"ENSMUSG00000020170.4"	"Promoter (<=1kb)"	"z-dna"	"Frs2"
"ENSMUSG00000020173.17"	"Promoter (<=1kb)"	"z-dna"	"Cobl"
"ENSMUSG00000020175.15"	"Promoter (<=1kb)"	"z-dna"	"Rab36"
"ENSMUSG00000020176.17"	"Promoter (<=1kb)"	"z-dna"	"Grb10"
"ENSMUSG00000020181.18"	"Promoter (<=1kb)"	"z-dna"	"Nav3"
"ENSMUSG00000020218.11"	"Promoter (<=1kb)"	"z-dna"	"Wif1"
"ENSMUSG00000020241.13"	"Promoter (<=1kb)"	"z-dna"	"Col6a2"
"ENSMUSG00000020262.15"	"Promoter (<=1kb)"	"z-dna"	"Adarb1"
"ENSMUSG00000020282.18"	"Promoter (<=1kb)"	"z-dna"	"Rhbdf1"
"ENSMUSG00000020299.6"	"Promoter (<=1kb)"	"z-dna"	"4930524B15Rik"
"ENSMUSG00000020303.2"	"Promoter (<=1kb)"	"z-dna"	"Stc2"
"ENSMUSG00000020312.12"	"Promoter (<=1kb)"	"z-dna"	"Shc2"
"ENSMUSG00000020315.18"	"Promoter (<=1kb)"	"z-dna"	"Sptbn1"
"ENSMUSG00000020325.10"	"Promoter (<=1kb)"	"z-dna"	"Fstl3"
"ENSMUSG00000020327.4"	"Promoter (<=1kb)"	"z-dna"	"Fgf22"
"ENSMUSG00000020329.12"	"Promoter (1-2kb)"	"z-dna"	"Polrmt"
"ENSMUSG00000020331.9"	"Promoter (<=1kb)"	"z-dna"	"Hcn2"
"ENSMUSG00000020333.17"	"Promoter (<=1kb)"	"z-dna"	"Acsl6"
"ENSMUSG00000020334.6"	"Promoter (<=1kb)"	"z-dna"	"Slc22a4"
"ENSMUSG00000020354.15"	"Promoter (<=1kb)"	"z-dna"	"Sgcd"
"ENSMUSG00000020357.3"	"Promoter (<=1kb)"	"z-dna"	"Flt4"
"ENSMUSG00000020364.14"	"Promoter (<=1kb)"	"z-dna"	"Zfp354a"
"ENSMUSG00000020374.16"	"Promoter (<=1kb)"	"z-dna"	"Rasgef1c"
"ENSMUSG00000020388.12"	"Promoter (<=1kb)"	"z-dna"	"Pdlim4"
"ENSMUSG00000020396.8"	"Promoter (<=1kb)"	"z-dna"	"Nefh"
"ENSMUSG00000020407.13"	"Promoter (<=1kb)"	"z-dna"	"Upp1"
"ENSMUSG00000020411.2"	"Promoter (<=1kb)"	"z-dna"	"Nipal4"
"ENSMUSG00000020419.11"	"Promoter (<=1kb)"	"z-dna"	"Hormad2"
"ENSMUSG00000020422.14"	"Promoter (<=1kb)"	"z-dna"	"Tns3"
"ENSMUSG00000020427.11"	"Promoter (<=1kb)"	"z-dna"	"Igfbp3"
"ENSMUSG00000020435.17"	"Promoter (<=1kb)"	"z-dna"	"Osbp2"
"ENSMUSG00000020439.17"	"Promoter (1-2kb)"	"z-dna"	"Smtn"
"ENSMUSG00000020473.13"	"Promoter (<=1kb)"	"z-dna"	"Aebp1"
"ENSMUSG00000020532.18"	"Promoter (<=1kb)"	"z-dna"	"Acaca"
"ENSMUSG00000020566.19"	"Promoter (<=1kb)"	"z-dna"	"Atp6v1c2"
"ENSMUSG00000020583.4"	"Promoter (<=1kb)"	"z-dna"	"Matn3"
"ENSMUSG00000020591.11"	"Promoter (<=1kb)"	"z-dna"	"Ntsr2"
"ENSMUSG00000020592.14"	"Promoter (<=1kb)"	"z-dna"	"Sdc1"
"ENSMUSG00000020598.16"	"Promoter (<=1kb)"	"z-dna"	"Nrcam"
"ENSMUSG00000020607.7"	"Promoter (1-2kb)"	"z-dna"	"Lratd1"
"ENSMUSG00000020614.13"	"Promoter (<=1kb)"	"z-dna"	"Fam20a"
"ENSMUSG00000020627.10"	"Promoter (1-2kb)"	"z-dna"	"Klhl29"
"ENSMUSG00000020633.14"	"Promoter (<=1kb)"	"z-dna"	"Dcdc2c"
"ENSMUSG00000020644.9"	"Promoter (1-2kb)"	"z-dna"	"Id2"
"ENSMUSG00000020646.17"	"Promoter (<=1kb)"	"z-dna"	"Mboat2"
"ENSMUSG00000020651.8"	"Promoter (<=1kb)"	"z-dna"	"Slc26a4"
"ENSMUSG00000020658.10"	"Promoter (<=1kb)"	"z-dna"	"Efr3b"
"ENSMUSG00000020672.14"	"Promoter (<=1kb)"	"z-dna"	"Sntg2"
"ENSMUSG00000020674.17"	"Promoter (<=1kb)"	"z-dna"	"Pxdn"
"ENSMUSG00000020679.11"	"Promoter (<=1kb)"	"z-dna"	"Hnf1b"
"ENSMUSG00000020681.14"	"Promoter (<=1kb)"	"z-dna"	"Ace"
"ENSMUSG00000020684.14"	"Promoter (<=1kb)"	"z-dna"	"Rasl10b"
"ENSMUSG00000020695.14"	"Promoter (<=1kb)"	"z-dna"	"Mrc2"
"ENSMUSG00000020701.12"	"Promoter (<=1kb)"	"z-dna"	"Tmem132e"
"ENSMUSG00000020704.13"	"Promoter (1-2kb)"	"z-dna"	"Asic2"
"ENSMUSG00000020715.9"	"Promoter (<=1kb)"	"z-dna"	"Ern1"
"ENSMUSG00000020721.16"	"Promoter (<=1kb)"	"z-dna"	"Helz"
"ENSMUSG00000020723.3"	"Promoter (<=1kb)"	"z-dna"	"Cacng4"
"ENSMUSG00000020728.17"	"Promoter (<=1kb)"	"z-dna"	"Cep112"
"ENSMUSG00000020734.13"	"Promoter (<=1kb)"	"z-dna"	"Grin2c"
"ENSMUSG00000020758.15"	"Promoter (<=1kb)"	"z-dna"	"Itgb4"
"ENSMUSG00000020773.11"	"Promoter (<=1kb)"	"z-dna"	"Trim47"
"ENSMUSG00000020785.17"	"Promoter (<=1kb)"	"z-dna"	"Camkk1"
"ENSMUSG00000020793.5"	"Promoter (1-2kb)"	"z-dna"	"Galr2"
"ENSMUSG00000020802.8"	"Promoter (<=1kb)"	"z-dna"	"Ube2o"
"ENSMUSG00000020805.14"	"Promoter (<=1kb)"	"z-dna"	"Slc13a5"
"ENSMUSG00000020806.15"	"Promoter (2-3kb)"	"z-dna"	"Rhbdf2"
"ENSMUSG00000020807.15"	"Promoter (1-2kb)"	"z-dna"	"4933427D14Rik"
"ENSMUSG00000020810.5"	"Promoter (<=1kb)"	"z-dna"	"Cygb"
"ENSMUSG00000020811.16"	"Promoter (<=1kb)"	"z-dna"	"Wscd1"
"ENSMUSG00000020823.16"	"Promoter (1-2kb)"	"z-dna"	"Sec14l1"
"ENSMUSG00000020827.18"	"Promoter (<=1kb)"	"z-dna"	"Mink1"
"ENSMUSG00000020836.15"	"Promoter (<=1kb)"	"z-dna"	"Coro6"
"ENSMUSG00000020841.5"	"Promoter (<=1kb)"	"z-dna"	"Cpd"
"ENSMUSG00000020848.7"	"Promoter (<=1kb)"	"z-dna"	"Doc2b"
"ENSMUSG00000020866.17"	"Promoter (1-2kb)"	"z-dna"	"Cacna1g"
"ENSMUSG00000020870.7"	"Promoter (<=1kb)"	"z-dna"	"Cdc34b"
"ENSMUSG00000020871.8"	"Promoter (<=1kb)"	"z-dna"	"Dlx4"
"ENSMUSG00000020875.9"	"Promoter (<=1kb)"	"z-dna"	"Hoxb9"
"ENSMUSG00000020877.11"	"Promoter (2-3kb)"	"z-dna"	"Scrn2"
"ENSMUSG00000020882.17"	"Promoter (<=1kb)"	"z-dna"	"Cacnb1"
"ENSMUSG00000020886.17"	"Promoter (1-2kb)"	"z-dna"	"Dlg4"
"ENSMUSG00000020889.11"	"Promoter (1-2kb)"	"z-dna"	"Nr1d1"
"ENSMUSG00000020890.11"	"Promoter (<=1kb)"	"z-dna"	"Gucy2e"
"ENSMUSG00000020900.15"	"Promoter (<=1kb)"	"z-dna"	"Myh10"
"ENSMUSG00000020902.12"	"Promoter (2-3kb)"	"z-dna"	"Ntn1"
"ENSMUSG00000020911.14"	"Promoter (2-3kb)"	"z-dna"	"Krt19"
"ENSMUSG00000020926.16"	"Promoter (<=1kb)"	"z-dna"	"Adam11"
"ENSMUSG00000020937.14"	"Promoter (1-2kb)"	"z-dna"	"Plcd3"
"ENSMUSG00000020950.10"	"Promoter (<=1kb)"	"z-dna"	"Foxg1"
"ENSMUSG00000020953.17"	"Promoter (<=1kb)"	"z-dna"	"Coch"
"ENSMUSG00000020961.15"	"Promoter (<=1kb)"	"z-dna"	"Ston2"
"ENSMUSG00000021009.15"	"Promoter (<=1kb)"	"z-dna"	"Ptpn21"
"ENSMUSG00000021010.9"	"Promoter (<=1kb)"	"z-dna"	"Npas3"
"ENSMUSG00000021032.13"	"Promoter (<=1kb)"	"z-dna"	"Ngb"
"ENSMUSG00000021047.7"	"Promoter (<=1kb)"	"z-dna"	"Nova1"
"ENSMUSG00000021061.15"	"Promoter (<=1kb)"	"z-dna"	"Sptb"
"ENSMUSG00000021066.9"	"Promoter (<=1kb)"	"z-dna"	"Atl1"
"ENSMUSG00000021071.17"	"Promoter (<=1kb)"	"z-dna"	"Trim9"
"ENSMUSG00000021087.18"	"Promoter (<=1kb)"	"z-dna"	"Rtn1"
"ENSMUSG00000021090.16"	"Promoter (<=1kb)"	"z-dna"	"Lrrc9"
"ENSMUSG00000021095.5"	"Promoter (1-2kb)"	"z-dna"	"Gsc"
"ENSMUSG00000021097.15"	"Promoter (<=1kb)"	"z-dna"	"Clmn"
"ENSMUSG00000021098.14"	"Promoter (<=1kb)"	"z-dna"	"4930447C04Rik"
"ENSMUSG00000021099.6"	"Promoter (<=1kb)"	"z-dna"	"Six6"
"ENSMUSG00000021108.18"	"Promoter (<=1kb)"	"z-dna"	"Prkch"
"ENSMUSG00000021130.8"	"Promoter (<=1kb)"	"z-dna"	"Galnt16"
"ENSMUSG00000021136.13"	"Promoter (<=1kb)"	"z-dna"	"Smoc1"
"ENSMUSG00000021143.10"	"Promoter (<=1kb)"	"z-dna"	"Pacs2"
"ENSMUSG00000021186.9"	"Promoter (<=1kb)"	"z-dna"	"Fbln5"
"ENSMUSG00000021187.14"	"Promoter (<=1kb)"	"z-dna"	"Tc2n"
"ENSMUSG00000021198.16"	"Promoter (<=1kb)"	"z-dna"	"Unc79"
"ENSMUSG00000021209.12"	"Promoter (<=1kb)"	"z-dna"	"Ppp4r4"
"ENSMUSG00000021210.16"	"Promoter (2-3kb)"	"z-dna"	"Akr1c6"
"ENSMUSG00000021217.7"	"Promoter (<=1kb)"	"z-dna"	"Tshz3"
"ENSMUSG00000021219.16"	"Promoter (<=1kb)"	"z-dna"	"Rgs6"
"ENSMUSG00000021239.12"	"Promoter (1-2kb)"	"z-dna"	"Vsx2"
"ENSMUSG00000021250.13"	"Promoter (1-2kb)"	"z-dna"	"Fos"
"ENSMUSG00000021255.17"	"Promoter (<=1kb)"	"z-dna"	"Esrrb"
"ENSMUSG00000021256.5"	"Promoter (<=1kb)"	"z-dna"	"Vash1"
"ENSMUSG00000021259.5"	"Promoter (<=1kb)"	"z-dna"	"Cyp46a1"
"ENSMUSG00000021260.8"	"Promoter (<=1kb)"	"z-dna"	"Hhipl1"
"ENSMUSG00000021262.15"	"Promoter (<=1kb)"	"z-dna"	"Evl"
"ENSMUSG00000021263.11"	"Promoter (<=1kb)"	"z-dna"	"Degs2"
"ENSMUSG00000021268.17"	"Promoter (<=1kb)"	"z-dna"	"Meg3"
"ENSMUSG00000021278.7"	"Promoter (<=1kb)"	"z-dna"	"Amn"
"ENSMUSG00000021279.5"	"Promoter (<=1kb)"	"z-dna"	"Cdc42bpb"
"ENSMUSG00000021281.15"	"Promoter (<=1kb)"	"z-dna"	"Tnfaip2"
"ENSMUSG00000021294.7"	"Promoter (2-3kb)"	"z-dna"	"Kif26a"
"ENSMUSG00000021301.9"	"Promoter (<=1kb)"	"z-dna"	"Hecw1"
"ENSMUSG00000021306.11"	"Promoter (<=1kb)"	"z-dna"	"Gpr137b"
"ENSMUSG00000021313.16"	"Promoter (2-3kb)"	"z-dna"	"Ryr2"
"ENSMUSG00000021314.13"	"Promoter (<=1kb)"	"z-dna"	"Amph"
"ENSMUSG00000021318.15"	"Promoter (<=1kb)"	"z-dna"	"Gli3"
"ENSMUSG00000021319.7"	"Promoter (<=1kb)"	"z-dna"	"Sfrp4"
"ENSMUSG00000021359.16"	"Promoter (<=1kb)"	"z-dna"	"Tfap2a"
"ENSMUSG00000021375.11"	"Promoter (<=1kb)"	"z-dna"	"Kif13a"
"ENSMUSG00000021379.2"	"Promoter (<=1kb)"	"z-dna"	"Id4"
"ENSMUSG00000021381.4"	"Promoter (<=1kb)"	"z-dna"	"Barx1"
"ENSMUSG00000021458.17"	"Promoter (<=1kb)"	"z-dna"	"Aopep"
"ENSMUSG00000021464.14"	"Promoter (<=1kb)"	"z-dna"	"Ror2"
"ENSMUSG00000021469.9"	"Promoter (<=1kb)"	"z-dna"	"Msx2"
"ENSMUSG00000021483.8"	"Promoter (<=1kb)"	"z-dna"	"Cdk20"
"ENSMUSG00000021488.8"	"Promoter (<=1kb)"	"z-dna"	"Nsd1"
"ENSMUSG00000021506.7"	"Promoter (<=1kb)"	"z-dna"	"Pitx1"
"ENSMUSG00000021508.11"	"Promoter (<=1kb)"	"z-dna"	"Cxcl14"
"ENSMUSG00000021509.5"	"Promoter (<=1kb)"	"z-dna"	"Slc25a48"
"ENSMUSG00000021536.7"	"Promoter (<=1kb)"	"z-dna"	"Adcy2"
"ENSMUSG00000021541.14"	"Promoter (<=1kb)"	"z-dna"	"Trpc7"
"ENSMUSG00000021559.14"	"Promoter (<=1kb)"	"z-dna"	"Dapk1"
"ENSMUSG00000021567.15"	"Promoter (<=1kb)"	"z-dna"	"Nkd2"
"ENSMUSG00000021573.15"	"Promoter (<=1kb)"	"z-dna"	"Tppp"
"ENSMUSG00000021589.13"	"Promoter (<=1kb)"	"z-dna"	"Rhobtb3"
"ENSMUSG00000021595.18"	"Promoter (<=1kb)"	"z-dna"	"Nsun2"
"ENSMUSG00000021596.16"	"Promoter (<=1kb)"	"z-dna"	"Mctp1"
"ENSMUSG00000021604.15"	"Promoter (<=1kb)"	"z-dna"	"Irx4"
"ENSMUSG00000021620.4"	"Promoter (<=1kb)"	"z-dna"	"Acot12"
"ENSMUSG00000021638.12"	"Promoter (<=1kb)"	"z-dna"	"Ocln"
"ENSMUSG00000021647.7"	"Promoter (<=1kb)"	"z-dna"	"Cartpt"
"ENSMUSG00000021676.10"	"Promoter (<=1kb)"	"z-dna"	"Iqgap2"
"ENSMUSG00000021684.17"	"Promoter (<=1kb)"	"z-dna"	"Pde8b"
"ENSMUSG00000021685.11"	"Promoter (1-2kb)"	"z-dna"	"Otp"
"ENSMUSG00000021687.14"	"Promoter (1-2kb)"	"z-dna"	"Scamp1"
"ENSMUSG00000021690.10"	"Promoter (<=1kb)"	"z-dna"	"Jmy"
"ENSMUSG00000021696.9"	"Promoter (<=1kb)"	"z-dna"	"Elovl7"
"ENSMUSG00000021699.17"	"Promoter (<=1kb)"	"z-dna"	"Pde4d"
"ENSMUSG00000021700.10"	"Promoter (<=1kb)"	"z-dna"	"Rab3c"
"ENSMUSG00000021702.7"	"Promoter (<=1kb)"	"z-dna"	"Thbs4"
"ENSMUSG00000021708.17"	"Promoter (<=1kb)"	"z-dna"	"Rasgrf2"
"ENSMUSG00000021730.8"	"Promoter (<=1kb)"	"z-dna"	"Hcn1"
"ENSMUSG00000021743.6"	"Promoter (<=1kb)"	"z-dna"	"Fezf2"
"ENSMUSG00000021745.14"	"Promoter (<=1kb)"	"z-dna"	"Ptprg"
"ENSMUSG00000021747.12"	"Promoter (<=1kb)"	"z-dna"	"4930452B06Rik"
"ENSMUSG00000021750.16"	"Promoter (<=1kb)"	"z-dna"	"Fam107a"
"ENSMUSG00000021763.17"	"Promoter (<=1kb)"	"z-dna"	"BC067074"
"ENSMUSG00000021765.9"	"Promoter (1-2kb)"	"z-dna"	"Fst"
"ENSMUSG00000021779.17"	"Promoter (<=1kb)"	"z-dna"	"Thrb"
"ENSMUSG00000021782.14"	"Promoter (<=1kb)"	"z-dna"	"Dlg5"
"ENSMUSG00000021796.15"	"Promoter (<=1kb)"	"z-dna"	"Bmpr1a"
"ENSMUSG00000021806.4"	"Promoter (<=1kb)"	"z-dna"	"Nid2"
"ENSMUSG00000021820.18"	"Promoter (<=1kb)"	"z-dna"	"Camk2g"
"ENSMUSG00000021835.15"	"Promoter (1-2kb)"	"z-dna"	"Bmp4"
"ENSMUSG00000021838.17"	"Promoter (<=1kb)"	"z-dna"	"Samd4"
"ENSMUSG00000021846.9"	"Promoter (<=1kb)"	"z-dna"	"Peli2"
"ENSMUSG00000021848.16"	"Promoter (<=1kb)"	"z-dna"	"Otx2"
"ENSMUSG00000021919.8"	"Promoter (<=1kb)"	"z-dna"	"Chat"
"ENSMUSG00000021932.13"	"Promoter (<=1kb)"	"z-dna"	"Rnaseh2b"
"ENSMUSG00000021936.14"	"Promoter (2-3kb)"	"z-dna"	"Mapk8"
"ENSMUSG00000021940.10"	"Promoter (<=1kb)"	"z-dna"	"Ptpn20"
"ENSMUSG00000021943.7"	"Promoter (<=1kb)"	"z-dna"	"Gdf10"
"ENSMUSG00000021944.15"	"Promoter (<=1kb)"	"z-dna"	"Gata4"
"ENSMUSG00000021959.16"	"Promoter (<=1kb)"	"z-dna"	"Lats2"
"ENSMUSG00000021974.15"	"Promoter (<=1kb)"	"z-dna"	"Fgf9"
