group	coordinates	miRNA (+ strand)	miRNA (- strand)	miRNA (intersection)	annotation	gene_info	cCRE (+-200bp slop)	LINE/LTR repeats (+-200bp slop)
sidd	chr10:127716132-127716259	miR-129, miR-216a, miR-411, miR-9	miR-495		Intron	Myo1a (+)		
sidd	chr10:127771312-127771464	miR-299, miR-330	miR-302c		Intron	Rdh9 (+)		LINE@L1VL4 (-)
sidd	chr10:128913522-128913654	miR-140, miR-205, miR-325, miR-361, miR-532	miR-137		Promoter (<=1kb)	Rdh5 (-)	DNase-H3K4me3 (CTCF-bound)@EM10E0492569	
sidd	chr10:129155359-129155517	miR-203a	miR-203a (2)	miR-203a	Distal Intergenic	Olfr771 (-)		LINE@L1_Mus4 (-), LINE@L1Md_F2 (+)
sidd	chr10:129279233-129279351	miR-136, miR-153	miR-186, miR-202, miR-421		Distal Intergenic	Olfr777 (-)		LINE@L1Md_T (-), LINE@L1Md_F3 (-)
sidd	chr10:129362351-129362452		miR-1306		Distal Intergenic	Olfr782 (+)		LTR@ETnERV2-int (+), LTR@RLTR9E (+), LTR@RLTR10A (-)
sidd	chr10:129363651-129363821	miR-340	miR-129		Distal Intergenic	Olfr782 (+)		LTR@IAP1-MM_I-int (-), LTR@IAP1-MM_I-int (-)
sidd	chr10:129364119-129364227	miR-340			Distal Intergenic	Olfr783-ps1 (+)		LTR@IAP1-MM_I-int (-)
sidd	chr10:129391188-129391306	miR-182			Distal Intergenic	Olfr784 (+)		LTR@IAPEz-int (-)
sidd	chr10:129551162-129551305	miR-216a	miR-186, miR-504, miR-874		Distal Intergenic	Olfr793-ps1 (+)		LINE@Lx3B (+), LTR@MTEb (-)
sidd	chr10:129988733-129988868	miR-186	miR-371 (290)		Promoter (<=1kb)	Gm43977 (-)		LINE@Lx2B (-)
sidd	chr10:130248489-130248621	miR-186, miR-30, miR-425			Distal Intergenic	Neurod4 (-)		LINE@MusHAL1 (-), LINE@Lx (+), LTR@MTE-int (-)
sidd	chr10:130338258-130338388	miR-204/211, miR-532	miR-124, miR-181, miR-543		Intron	Tespa1 (+)		LINE@Lx (-)
sidd	chr10:130346572-130346662	miR-203a (2)			Intron	Tespa1 (+)		LTR@RMER2 (-), LINE@L1_Mus4 (+), LTR@RMER2 (-)
sidd	chr10:130390052-130390167	miR-203a (2), miR-299	miR-135, miR-205		Intron	Vmn2r84 (-)		LINE@L1_Mus2 (-), LINE@L1_Mus2 (+)
sidd	chr10:130402875-130403016	miR-203a	miR-325		Distal Intergenic	Vmn2r84 (-)		LINE@L1Md_F2 (+), LTR@ORR1A1-int (+)
sidd	chr10:130439726-130439923	miR-130/301/454, miR-188, miR-204/211, miR-489	miR-203a (2), miR-25/32/92/363/367, miR-340, miR-873		Distal Intergenic	Vmn2r85 (-)		LINE@L1_Mus1 (-)
sidd	chr10:130470745-130470894	miR-140, miR-192/215, miR-205	miR-23		Promoter (<=1kb)	Gm18755 (-)	PLS@EM10E0492649	
sidd	chr10:13314116-13314243	miR-203a (2), miR-369, miR-374, miR-655			Intron	Phactr2 (-)		LINE@L1_Mus4 (+)
sidd	chr10:13324530-13324646	miR-452	miR-144, miR-495		Promoter (<=1kb)	Phactr2 (-)	PLS@EM10E0467741, pELS@EM10E0467742	
sidd	chr10:13402647-13402770	miR-203a (2)			Intron	Phactr2 (-)		LINE@L1_Mus1 (+)
sidd	chr10:13431405-13431600		miR-29, miR-505		Intron	Phactr2 (-)		
sidd	chr10:13476985-13477125	miR-448, miR-486			Promoter (2-3kb)	Phactr2 (-)		LTR@MTA_Mm (+)
sidd	chr10:13635752-13635897		miR-186, miR-199		Distal Intergenic	Gm48773 (+)		LTR@RMER4B (-), LINE@Lx7 (+)
sidd	chr10:13701251-13701370	miR-203a	miR-338, miR-409		Intron	Gm48773 (+)		LINE@Lx2 (+)
sidd	chr10:13884998-13885134	miR-338, miR-653	miR-142		Promoter (1-2kb)	Gm32105 (-)		LTR@MTC (-)
sidd	chr10:14247123-14247306	miR-670	miR-186, miR-203a, miR-24		Intron	Gm48844 (-)		LINE@L1Md_F2 (-), LINE@L1Md_F2 (-)
sidd	chr10:14295947-14296042	miR-483 (2), miR-670	miR-203a		Promoter (<=1kb)	Gm40603 (+)		LINE@L1Md_A (-), LINE@L1Md_F3 (-), LINE@L1MEc (-)
sidd	chr10:14423221-14423442	miR-1306, miR-186, miR-205, miR-670	miR-873, miR-9, miR-96/1271		Intron	Gm48854 (+)		
sidd	chr10:15092772-15092907	miR-22	miR-216b, miR-670		Distal Intergenic	Gm47703 (+)		LINE@L1Md_F2 (+)
sidd	chr10:15171437-15171555	miR-379	miR-340		Distal Intergenic	Gm47703 (+)		LTR@MTD (-), LINE@L1_Mus2 (-)
sidd	chr10:15330640-15330773	miR-323a	miR-122, miR-205		Intron	Gm47710 (+)		LINE@Lx3_Mus (-)
sidd	chr10:15456698-15456852		miR-216b		Distal Intergenic	Gm7198 (-)		LTR@MTA_Mm-int (+), LTR@RLTR10B2 (-)
sidd	chr10:15573745-15573913	miR-124, miR-330, miR-365, miR-873	miR-146		Distal Intergenic	Gm47712 (+)		LINE@L1Md_A (-), LINE@Lx6 (-)
sidd	chr10:15685372-15685524	miR-186, miR-203a, miR-374			Intron	Gm46188 (+)		LINE@L1_Mus1 (+), LINE@Lx (+)
sidd	chr10:15696377-15696524	miR-125, miR-203a (2)	miR-216a, miR-296, miR-670		Intron	Gm46188 (+)		LINE@Lx (+), LINE@L1Md_F2 (+)
sidd	chr10:15746250-15746398	miR-203a	miR-323a, miR-670, miR-7		Intron	Gm32283 (-)		LINE@L1Md_F2 (+)
sidd	chr10:15839074-15839199	miR-188, miR-204/211	miR-542		Distal Intergenic	C330004P14Rik (+)		LINE@L1_Mus4 (-), LINE@L1_Mus3 (-)
sidd	chr10:16067880-16068029	miR-421			Distal Intergenic	C330004P14Rik (+)		LINE@Lx (-), LINE@Lx2 (+), LINE@L1VL4 (-)
sidd	chr10:16336186-16336329	miR-19	miR-129, miR-670, miR-9		Distal Intergenic	Gm18557 (+)		LINE@Lx5b (+)
sidd	chr10:16490776-16490921	miR-154, miR-377	miR-200bc/429, miR-582		Distal Intergenic	Gm5178 (-)		LINE@Lx5c (+), LTR@RLTR20C1_MM (-)
sidd	chr10:16785123-16785238		miR-203a		Promoter (1-2kb)	Gm18039 (-)		LINE@Lx5 (+), LINE@L1Md_F2 (-)
sidd	chr10:16924378-16924592	miR-23, miR-433, miR-655	miR-203a (2), miR-448, miR-494		Intron	Gm20125 (-)		LINE@L1MA5 (+), LINE@L1_Mus3 (-)
sidd	chr10:16947238-16947412	miR-203a, miR-376c	miR-382, miR-670		Intron	Gm20125 (-)		LINE@L1Md_T (+), LINE@Lx (+)
sidd	chr10:17032753-17032890	miR-151a, miR-203a (3)			Promoter (1-2kb)	Gm20125 (-)		LINE@L1_Mus4 (+)
sidd	chr10:17143393-17143534	miR-186, miR-203a, miR-409, miR-670	miR-543		Distal Intergenic	Gm25382 (+)		LINE@L1Md_A (+), LINE@L1_Mus2 (-), LINE@L1Md_T (+)
sidd	chr10:17194625-17194760	miR-302abd	miR-203a (2), miR-873		Distal Intergenic	Gm25382 (+)		LTR@RMER19A (+), LINE@L1_Mus1 (-)
sidd	chr10:17219698-17219909	miR-186, miR-203a (4), miR-493	miR-216a, miR-376ab		Distal Intergenic	Gm47761 (-)		LTR@ORR1F (+), LTR@ORR1F (+), LINE@L1_Mus1 (+)
sidd	chr10:17430716-17430885		miR-1/206, miR-539		Distal Intergenic	Gm47768 (+)		
sidd	chr10:17768729-17768869	miR-1193, miR-27	miR-409		Distal Intergenic	Gm20655 (-)		LTR@RLTR11A2 (+), LINE@Lx4A (-)
sidd	chr10:17849128-17849306	miR-203a (2), miR-339, miR-340	miR-410		Distal Intergenic	Gm7584 (+)		LINE@L1_Mus1 (+), LINE@Lx2B2 (-)
sidd	chr10:17936800-17936912	miR-29	miR-142, miR-30		Intron	Heca (-)		LINE@Lx9 (+), LINE@Lx4A (+), LINE@L1Md_F2 (-)
sidd	chr10:18149204-18149337	miR-670	miR-142, miR-203a, miR-299, miR-873		Promoter (1-2kb)	Ect2l (-)		LTR@MTEa (-), LINE@L1Md_F2 (-)
sidd	chr10:18273869-18273989		miR-203a (2), miR-381		Distal Intergenic	Gm48229 (-)		LINE@Lx8 (+), LINE@L1Md_F2 (-)
sidd	chr10:18545539-18545662		miR-665		Promoter (<=1kb)	Hebp2 (-)	PLS (CTCF-bound)@EM10E0468632	
sidd	chr10:18602742-18602923	miR-203a (2)	miR-203a, miR-27, miR-670	miR-203a	Intron	Gm48297 (-)		LINE@L1Md_F2 (+)
sidd	chr10:18845613-18845744		miR-203a, miR-488, miR-504		Promoter (<=1kb)	Perp (+)	pELS@EM10E0468677, pELS@EM10E0468678	
sidd	chr10:18900580-18900736	let-7/miR-98, miR-196, miR-325	miR-203a (2)		Distal Intergenic	Gm48483 (-)		LINE@L1_Mus1 (-)
sidd	chr10:19135303-19135498	miR-21/590	miR-218		Distal Intergenic	Gm20139 (+)		LTR@MTC (-), LINE@L1Md_T (-)
sidd	chr10:20172642-20172794	miR-122, miR-185	miR-1197		Promoter (<=1kb)	Map7 (+)		
sidd	chr10:20177867-20177973	miR-186, miR-485	miR-495		Intron	Map7 (+)		
sidd	chr10:20178088-20178264	miR-142 (2), miR-340	miR-122, miR-210, miR-411		Intron	Map7 (+)		
sidd	chr10:20399879-20400020	miR-342, miR-374, miR-496 (2)	miR-501/502		3' UTR	Gm48537 (-)		
sidd	chr10:20643238-20643369		miR-17/20/93/106/519d, miR-203a		Intron	Gm17230 (+)		LINE@L1Md_T (-)
sidd	chr10:20684710-20684904	miR-200bc/429, miR-203a (2), miR-299, miR-30	miR-101, miR-144, miR-186, miR-188, miR-203a (2), miR-204/211, miR-655	miR-203a	Intron	Pde7b (-)		LINE@Lx2 (+), LINE@L1_Mus1 (-)
sidd	chr10:20964247-20964405	miR-374 (3), miR-539	miR-101, miR-135, miR-143, miR-202, miR-802		Intron	Ahi1 (+)		LTR@RMER6C (-)
sidd	chr10:21036688-21036849	miR-141/200a, miR-199, miR-452	miR-15/16/195/424/497		Promoter (2-3kb)	Gm10826 (-)		LINE@Lx8b (-), LINE@Lx8b (-)
sidd	chr10:21208305-21208461	miR-376ab, miR-670	miR-203a		Intron	Gm40608 (-)		LINE@L1Md_F3 (-)
sidd	chr10:21426478-21426594	miR-203a (2), miR-221/222	miR-452		Promoter (1-2kb)	1700021A07Rik (+)		LINE@L1_Mus3 (+), LTR@MLT1A1 (-)
sidd	chr10:21509331-21509499	miR-185, miR-203a (2), miR-455, miR-495			Distal Intergenic	Gm48386 (-)		LINE@L1_Mus3 (+)
sidd	chr10:21905904-21906045	miR-129	miR-204/211		Intron	Sgk1 (+)	dELS@EM10E0469788	LTR@ETnERV-int (+), LTR@RLTRETN_Mm (+), LTR@MTB_Mm (-)
sidd	chr10:22099193-22099360	miR-203a (2)	miR-325, miR-410, miR-487b		Promoter (1-2kb)	Gm2539 (+)		LINE@L1_Mus2 (+)
sidd	chr10:22138874-22139023	miR-1306, miR-216a, miR-505	miR-137, miR-448		Intron	E030030I06Rik (-)		LTR@RLTR22_Mus (-), LTR@RLTR22_Mus (-), LTR@MuRRS-int (+)
sidd	chr10:22154575-22154784	miR-151a, miR-325, miR-330	miR-136, miR-190, miR-371 (290)		Promoter (<=1kb)	Gm4895 (-)		
sidd	chr10:22872365-22872565	miR-129, miR-377	miR-137, miR-410		Distal Intergenic	Tcf21 (-)		
sidd	chr10:23330019-23330160	miR-335	miR-1251, miR-153		Intron	Eya4 (-)		LTR@MTC (+)
sidd	chr10:23479218-23479319	miR-24	miR-203a (2)		Distal Intergenic	Eya4 (-)	dELS@EM10E0470086	LINE@Lx (-)
sidd	chr10:23576382-23576496	miR-203a (2), miR-495, miR-873			Intron	Gm47843 (-)		LINE@Lx (+), LINE@L1_Mus2 (+)
sidd	chr10:23629867-23630060	miR-200bc/429, miR-494, miR-653	miR-186, miR-203a (2), miR-340		Distal Intergenic	4930520K02Rik (-)		LINE@Lx5 (+), LINE@L1_Mus1 (-)
sidd	chr10:23692557-23692739	miR-193, miR-376ab, miR-411			Distal Intergenic	4930520K02Rik (-)		LTR@MTA_Mm (-), LINE@Lx3_Mus (-)
sidd	chr10:23879031-23879180	miR-203a (2), miR-204/211	miR-142, miR-204/211, miR-340	miR-204/211	Distal Intergenic	Vnn1 (+)		LINE@Lx (+), LINE@Lx4B (-)
sidd	chr10:24053786-24053943		miR-122, miR-190		Distal Intergenic	Taar7f (+)		LINE@Lx3A (-)
sidd	chr10:24112522-24112663		miR-203a (2), miR-330, miR-379		Promoter (2-3kb)	Taar9 (-)		LINE@Lx2 (-), LTR@RLTR28 (-)
sidd	chr10:24242911-24243048	miR-325	miR-186, miR-410		Intron	Moxd1 (+)		LINE@Lx (-)
sidd	chr10:24306566-24306681		miR-203a (2)		Distal Intergenic	Moxd1 (+)		LINE@L1_Mur2 (-)
sidd	chr10:24311873-24312087	miR-125, miR-203a			Distal Intergenic	Moxd1 (+)	CTCF-only (CTCF-bound)@EM10E0470233	LINE@L1Md_F3 (+)
sidd	chr10:24496044-24496272	miR-1193, miR-670	miR-143, miR-203a (2), miR-655		Distal Intergenic	Gm15272 (-)		LTR@RLTR20A4 (-), LINE@L1_Mus3 (-)
sidd	chr10:25020579-25020725	miR-140, miR-203a (2)	miR-653		Intron	Gm47715 (+)		LINE@Lx (+), LTR@ORR1B2 (-), LINE@Lx8 (+)
sidd	chr10:25276675-25276812	miR-181, miR-494, miR-543, miR-653	miR-203a (2), miR-33, miR-340		Intron	Gm26167 (-)		LINE@L1_Mus2 (-)
sidd	chr10:25599816-25599944	miR-369, miR-582, miR-655	miR-544a		Intron	Gm36908 (-)		LTR@RLTR51A_Mm (-), LINE@Lx7 (+)
sidd	chr10:25656029-25656160	miR-141/200a, miR-203a, miR-216a	miR-670		Intron	Gm47924 (-)		LINE@L1Md_F2 (+), LTR@ORR1E (+)
sidd	chr10:25735531-25735672	miR-483, miR-539, miR-876	miR-376ab, miR-383		Distal Intergenic	Gm36543 (-)		LTR@MTEa-int (+), LINE@Lx5 (-)
sidd	chr10:25773250-25773391	miR-409	miR-203a, miR-382		Distal Intergenic	Gm19801 (+)		LINE@Lx (-), LINE@L1Md_F2 (-), LINE@L1_Mus3 (-)
sidd	chr10:25799887-25800118	miR-140, miR-153	miR-144, miR-494, miR-96/1271		Intron	Gm19801 (+)		LTR@ORR1A3 (+)
sidd	chr10:25829543-25829663	miR-1193, miR-504			Promoter (1-2kb)	Gm19801 (+)		LTR@RLTR23 (+), LINE@L1_Mus2 (-)
sidd	chr10:25829833-25829978	miR-154, miR-23	miR-203a, miR-450a		Promoter (1-2kb)	Gm19801 (+)		LINE@L1_Mus2 (-), LINE@L1Md_F2 (-)
sidd	chr10:25862035-25862186		miR-101, miR-139, miR-144, miR-203a		Distal Intergenic	Gm47930 (+)		LTR@RLTR10C (-), LINE@L1Md_T (-)
sidd	chr10:26009843-26009960	miR-186, miR-216a, miR-217, miR-376c	miR-374		Intron	Tmem200a (-)		LINE@L1MA9 (+), LINE@L1MA9 (+), LINE@L1MA9 (+)
sidd	chr10:26424910-26425092	miR-128, miR-188, miR-204/211, miR-27, miR-369, miR-655, miR-9	miR-141/200a, miR-653		Distal Intergenic	Gm5649 (-)		LTR@MERVL_2A-int (+), LTR@MTC (+)
sidd	chr10:26552785-26552911	miR-203a (2), miR-26	miR-216b, miR-369, miR-539		Distal Intergenic	Gm48864 (+)		LINE@Lx8 (+), LINE@Lx (-)
sidd	chr10:26603926-26604087	miR-203a (2), miR-340, miR-495	miR-193		Distal Intergenic	Gm48864 (+)		LINE@L1_Mus3 (+), LINE@L1_Mus3 (+)
sidd	chr10:26662849-26662956	miR-203a, miR-495			Distal Intergenic	Gm8709 (-)		LINE@L1Md_F2 (+), LTR@IAPLTR2a (-)
sidd	chr10:26727997-26728178	miR-203a (4), miR-452	miR-101		Intron	Gm48891 (-)		LINE@L1_Mus4 (+), LINE@L1_Mur3 (-)
sidd	chr10:26818177-26818295	miR-204/211, miR-409	miR-203a, miR-338		Intron	Arhgap18 (+)		LINE@L1_Mus3 (-)
sidd	chr10:26910239-26910423	miR-185, miR-203a	miR-802		Intron	Gm48084 (+)		LINE@Lx2 (+)
sidd	chr10:26968497-26968637	miR-203a (2)	miR-204/211, miR-670		Promoter (2-3kb)	Gm30534 (+)		LINE@L1_Mur3 (-)
sidd	chr10:27200511-27200655	miR-101, miR-203a	miR-670		Intron	Lama2 (-)		LINE@L1Md_F3 (+), LTR@RLTR22_Mur (-)
sidd	chr10:27293793-27294000	miR-103/107, miR-15/16/195/424/497, miR-200bc/429, miR-214, miR-374 (2), miR-382	miR-137, miR-154, miR-493, miR-539		Promoter (<=1kb)	Gm48083 (+)		LTR@RLTR17 (+)
sidd	chr10:27485660-27485828	miR-670	miR-340		Intron	Gm23353 (+)		LTR@MTB (-)
sidd	chr10:27695966-27696134	miR-137, miR-203a (3), miR-409, miR-876	miR-494		Promoter (2-3kb)	Gm30165 (-)		LINE@L1_Mus3 (+), LTR@MTC (-)
sidd	chr10:27893044-27893169	miR-203a			Distal Intergenic	Gm18972 (+)		LINE@L1_Mus1 (+), LINE@L1_Mus2 (-)
sidd	chr10:27955277-27955431	miR-203a (2), miR-329/362	let-7/miR-98		Distal Intergenic	Gm10145 (+)		LINE@L1_Mus4 (+), LTR@MLT1A1 (-)
sidd	chr10:28603558-28603718	miR-21/590, miR-361	miR-203a (2), miR-325		Distal Intergenic	Ptprk (+)		LINE@L1Md_F2 (+)
sidd	chr10:28716681-28716795	miR-193, miR-203a, miR-374, miR-542	miR-214, miR-670		Intron	Themis (+)		LINE@L1Md_F2 (+)
sidd	chr10:28818069-28818225	miR-582	miR-410, miR-433, miR-670, miR-873		Intron	Gm47834 (-)		LTR@MTB (-)
sidd	chr10:28864731-28864901	miR-1197	miR-129		Intron	Gm47835 (+)		LINE@Lx8 (+), LINE@Lx (-)
sidd	chr10:29058287-29058445	miR-1/206, miR-200bc/429, miR-493	miR-144, miR-186 (2), miR-329/362		Distal Intergenic	Gm30619 (-)		LINE@Lx8 (-)
sidd	chr10:29072963-29073132	miR-183, miR-203a (2), miR-369	miR-103/107, miR-15/16/195/424/497		Distal Intergenic	Gm30619 (-)		LINE@L1_Mus1 (+)
sidd	chr10:29090679-29090790	miR-338, miR-670	miR-203a, miR-542		Distal Intergenic	Soga3 (+)		LINE@L1Md_F2 (-), LINE@L1Md_F3 (-)
sidd	chr10:29235925-29236069	miR-376c	miR-203a (2)		Distal Intergenic	9330159F19Rik (+)		LTR@ERVB2_1A-I_MM-int (-), LINE@L1Md_A (-), LTR@RLTR13B1 (-)
sidd	chr10:29441132-29441369	miR-144, miR-335, miR-9 (2)	miR-188, miR-200bc/429, miR-204/211, miR-216b, miR-324, miR-330		Distal Intergenic	Gm18903 (+)		LINE@L1Md_A (-)
sidd	chr10:29535319-29535463	miR-10, miR-153, miR-204/211	miR-185, miR-323a, miR-410, miR-494		Promoter (<=1kb)	Rspo3 (-)	PLS (CTCF-bound)@EM10E0471045	
sidd	chr10:29577516-29577684	miR-873	miR-101, miR-329/362		Intron	Gm46197 (-)		LINE@L1_Mus3 (+)
sidd	chr10:29707478-29707620	miR-124, miR-203a (2)			Distal Intergenic	Gm10275 (-)		LINE@L1_Mus3 (+), LINE@Lx8b (-)
sidd	chr10:29966991-29967184	miR-374	miR-216b, miR-493		Distal Intergenic	Gm48215 (-)		LTR@RLTR17B_Mm (-), LINE@L1Md_T (+)
sidd	chr10:29974437-29974599	miR-377, miR-539	miR-129, miR-299, miR-325, miR-9		Distal Intergenic	Gm48215 (-)		LINE@Lx3_Mus (-), LINE@L1_Mus1 (+)
sidd	chr10:30005008-30005199	miR-188, miR-204/211	miR-381, miR-874		Promoter (<=1kb)	Gm48215 (-)		LTR@MTB (-), LTR@MTB-int (-)
sidd	chr10:30008655-30008790	miR-1/206	miR-125, miR-670		Promoter (2-3kb)	Gm232 (+)		LINE@L1Md_F2 (+), LINE@L1_Mur2 (+)
sidd	chr10:30468122-30468279	miR-186, miR-203a (2), miR-26	miR-142 (2)		Distal Intergenic	Gm22623 (+)		LINE@L1VL4 (+)
sidd	chr10:30491251-30491420	miR-302abd	miR-24		Promoter (2-3kb)	Gm22623 (+)		LINE@L1_Mus1 (+)
sidd	chr10:30739263-30739388	miR-203a (2), miR-340, miR-582			Intron	Gm48335 (-)		LINE@L1_Mus1 (+)
sidd	chr10:30843291-30843376		miR-125, miR-505		Promoter (<=1kb)	Hey2 (-)	PLS (CTCF-bound)@EM10E0471171, pELS (CTCF-bound)@EM10E0471172, pELS@EM10E0471173	
sidd	chr10:30908223-30908375	miR-655	miR-203a (2), miR-409		Distal Intergenic	Gm48862 (+)		LINE@L1_Mus4 (-)
sidd	chr10:30910540-30910657	miR-411	miR-203a (2), miR-873		Distal Intergenic	Gm48862 (+)		LINE@L1_Mus4 (-)
sidd	chr10:31022732-31022864	miR-142	miR-378a		Intron	Gm30676 (-)		LINE@L1Md_F2 (+)
sidd	chr10:3106728-3106974	miR-203a (2)	miR-125		Promoter (2-3kb)	Gm30674 (+)		LINE@L1_Mus2 (+), LTR@MTC (-)
sidd	chr10:31080702-31080839	miR-186, miR-382	miR-670		Distal Intergenic	Gm30676 (-)		LINE@L1Md_F2 (+)
sidd	chr10:31147046-31147243	miR-203a (2)	miR-203a	miR-203a	Distal Intergenic	Gm23790 (-)		LINE@L1_Mus3 (+), LINE@L1Md_F2 (-)
sidd	chr10:31269309-31269522	miR-203a, miR-410	miR-670		Distal Intergenic	Gm5422 (+)		LINE@L1VL4 (+)
sidd	chr10:31426448-31426574	miR-186			Promoter (<=1kb)	Gm48092 (-)		
sidd	chr10:31451706-31451846	miR-200bc/429, miR-342, miR-369, miR-377, miR-455	miR-132/212, miR-217		Promoter (<=1kb)	Gm47687 (-)		LTR@RLTR13D1 (+), LTR@ORR1A2 (-), LINE@L1_Mus3 (+), LINE@L1Md_A (-)
sidd	chr10:31731765-31731939	miR-382 (2)	miR-186		Intron	Gm8793 (+)		LTR@MTA_Mm-int (+), LTR@MTA_Mm (+)
sidd	chr10:31761513-31761677		miR-140		Intron	Gm47704 (+)		LINE@L1Md_F2 (-), LTR@MTD (+)
sidd	chr10:31900326-31900477	miR-155, miR-216b	miR-203a (2), miR-409		Intron	Gm47704 (+)		LINE@L1VL2 (-), LINE@L1_Mus2 (-)
sidd	chr10:31904727-31904938	miR-101			Intron	Gm47704 (+)		LINE@L1_Mus1 (-)
sidd	chr10:31977018-31977198		miR-124, miR-26		Intron	Gm18189 (-)		LINE@Lx (-)
sidd	chr10:32081882-32082002	miR-324	miR-495		Intron	Gm18189 (-)		LINE@L1_Mus3 (-)
sidd	chr10:3217899-3218008		miR-155, miR-499		Intron	Gm6667 (-)		LTR@RLTR22_Mus (+), LINE@L1Md_F2 (+)
sidd	chr10:32215041-32215180	miR-135, miR-203a, miR-410	miR-137		Intron	A230081H15Rik (-)		LINE@L1Md_F2 (+)
sidd	chr10:32215552-32215726	miR-142, miR-374, miR-495, miR-874	miR-203a (2)		Intron	A230081H15Rik (-)		LINE@Lx (-)
sidd	chr10:32432755-32432895	miR-18, miR-382			Intron	Nkain2 (-)		LINE@L1_Mus3 (-), LINE@L1_Mus3 (-)
sidd	chr10:32602013-32602143	miR-329/362, miR-496	miR-490		Intron	Gm47702 (-)		LINE@Lx3_Mus (+)
sidd	chr10:3287838-3288003	miR-181, miR-376ab	miR-876		Distal Intergenic	Gm18703 (+)		LINE@L1_Mus1 (-)
sidd	chr10:32910318-32910441	miR-203a (2), miR-216a, miR-491	miR-125		Distal Intergenic	Nkain2 (-)		LINE@L1_Mus3 (+), LINE@L1_Mus3 (+), LINE@L1_Mus3 (+), LINE@MusHAL1 (+)
sidd	chr10:32927897-32928005	miR-1197	miR-203a		Intron	Gm47823 (-)		LINE@L1Md_F2 (-)
sidd	chr10:32931525-32931664	miR-302c			Intron	Gm47823 (-)		LINE@L1Md_F2 (-)
sidd	chr10:33042550-33042682	miR-155, miR-376c, miR-665			Distal Intergenic	Trdn (+)		LINE@L1_Mus1 (+), LINE@Lx9 (-)
sidd	chr10:33110753-33110926		miR-142		Intron	Trdn (+)		LINE@L1_Mus1 (+), LTR@MTA_Mm (-)
sidd	chr10:33131968-33132133	miR-203a (2), miR-217	miR-153, miR-188, miR-204/211, miR-455		Intron	Gm47831 (+)		LINE@L1_Mus4 (+), LINE@L1_Mus4 (+)
sidd	chr10:33307838-33307941	miR-874	miR-203a (2), miR-216a		Intron	Gm19073 (-)		LTR@MTB_Mm (-), LINE@Lx2 (-)
sidd	chr10:33441198-33441353	miR-325, miR-374, miR-494	miR-181, miR-543		Intron	Gm47844 (-)		LINE@Lx (+), LINE@Lx (-)
sidd	chr10:33523146-33523278	miR-146	miR-203a		Intron	Gm47908 (-)		LTR@RMER3D-int (+), LTR@RMER3D-int (+), LINE@L1_Mus1 (-)
sidd	chr10:33549809-33549954	miR-203a (2), miR-340, miR-376c, miR-377, miR-381			Intron	Gm47910 (-)		LINE@L1_Mus3 (+)
sidd	chr10:33567312-33567470	miR-23	miR-203a		Intron	Gm47910 (-)		LINE@L1_Mus1 (-), LINE@Lx (-)
sidd	chr10:33661628-33661804	miR-27	miR-26		Exon	Clvs2 (-)		LINE@L1Md_F2 (-)
sidd	chr10:33696164-33696313	miR-133, miR-490			Distal Intergenic	Gm47929 (+)		LINE@L1_Mus2 (-)
sidd	chr10:33724494-33724614		miR-140, miR-203a (2)		Distal Intergenic	Gm47929 (+)		LTR@MERVK26-int (-), LINE@L1_Mus1 (-)
sidd	chr10:33799684-33799796	miR-186, miR-203a (2)	miR-27		Distal Intergenic	Gm10327 (-)		LINE@L1_Mus3 (+), LTR@MYSERV6-int (+)
sidd	chr10:33845893-33846015	miR-1251	miR-28/708, miR-330		Distal Intergenic	Sult3a1 (+)		LINE@L1_Mus3 (+)
sidd	chr10:34028849-34029018	miR-203a (2)			Distal Intergenic	Trappc3l (+)		LINE@L1_Mus1 (+), LTR@RLTR11A (+)
sidd	chr10:34074757-34074907	miR-203a			Intron	Trappc3l (+)		LINE@L1_Mus2 (+)
sidd	chr10:34119698-34119817	miR-23	miR-383		Distal Intergenic	Calhm6 (-)		LTR@RMER17A2 (+)
sidd	chr10:34120211-34120354		miR-376c, miR-655		Distal Intergenic	Calhm6 (-)		LTR@ORR1A4 (-)
sidd	chr10:34423220-34423390	miR-499			Distal Intergenic	Nt5dc1 (-)		LINE@Lx (+), LINE@L1Md_F2 (+), LINE@Lx (+)
sidd	chr10:34491109-34491313	miR-186	miR-203a (2)		Intron	Frk (+)		LINE@L1_Mus2 (-), LINE@L1Md_F3 (-)
sidd	chr10:34632546-34632711	miR-203a (2), miR-496	miR-203a, miR-376ab	miR-203a	Distal Intergenic	Frk (+)		LINE@Lx (+)
sidd	chr10:34648467-34648612	miR-137, miR-144, miR-383	miR-200bc/429, miR-203a (2), miR-369, miR-381		Distal Intergenic	Frk (+)		LINE@Lx7 (-), LINE@L1_Mus3 (-)
sidd	chr10:34662251-34662421	miR-199	miR-452		Distal Intergenic	Frk (+)		
sidd	chr10:34771360-34771520	miR-144, miR-203a (2)	miR-142, miR-452, miR-544a		Distal Intergenic	Gm18252 (+)		LINE@L1_Mus3 (+)
sidd	chr10:34798252-34798435	miR-374, miR-411, miR-653	miR-186, miR-653	miR-653	Distal Intergenic	Gm18252 (+)		LINE@L1_Mus2 (+), LINE@L1_Mus2 (-)
sidd	chr10:34942969-34943096	miR-299	miR-186, miR-203a (2)		Intron	Gm8834 (+)		LINE@Lx2 (-)
