Flipon	Coordinates	Gene Name	Gene Strand	Gene Feature
g4	chr1:72536491-72536521	Marchf4	-	Promoter (<=1kb)
g4	chr1:72603549-72603598	Smarcal1	+	Intron
g4	chr1:72824360-72824407	Igfbp2	+	Promoter (<=1kb)
g4	chr1:72873719-72873744	Igfbp5	-	Promoter (<=1kb)
g4	chr1:73396505-73396526	D530049I02Rik	+	Promoter (2-3kb)
g4	chr1:73527279-73527310	Gm29186	+	Promoter (1-2kb)
g4	chr1:73853546-73853625	Mir6351	-	Promoter (1-2kb)
g4	chr1:73952732-73952762	Tns1	-	Exon
g4	chr1:73986564-73986588	Tns1	-	Promoter (<=1kb)
g4	chr1:74014947-74014990	Tns1	-	Promoter (1-2kb)
g4	chr1:74068167-74068195	Tns1	-	Intron
g4	chr1:74068563-74068587	Tns1	-	Intron
g4	chr1:74068716-74068738	Tns1	-	Intron
g4	chr1:74099397-74099437	Tns1	-	Promoter (<=1kb)
g4	chr1:74099632-74099683	Tns1	-	Promoter (<=1kb)
g4	chr1:74099697-74099725	Tns1	-	Promoter (1-2kb)
g4	chr1:74124677-74124733	Tns1	-	Promoter (<=1kb)
g4	chr1:74148986-74149018	Cxcr2	+	Distal Intergenic
g4	chr1:74409048-74409083	Vil1	+	Promoter (<=1kb)
g4	chr1:74647760-74647802	Ttll4	+	Distal Intergenic
g4	chr1:74771585-74771602	Wnt6	+	Promoter (<=1kb)
g4	chr1:74771716-74771736	Wnt6	+	Promoter (<=1kb)
g4	chr1:74771816-74771849	Wnt6	+	Promoter (<=1kb)
g4	chr1:74771858-74771885	Wnt6	+	Promoter (<=1kb)
g4	chr1:74772049-74772086	Wnt6	+	Promoter (<=1kb)
g4	chr1:74782413-74782441	Wnt6	+	Promoter (<=1kb)
g4	chr1:74783036-74783063	Wnt6	+	Promoter (<=1kb)
g4	chr1:74784104-74784134	Wnt6	+	Promoter (1-2kb)
g4	chr1:74791948-74791979	Wnt10a	+	Promoter (<=1kb)
g4	chr1:74795497-74795523	Wnt10a	+	Promoter (2-3kb)
g4	chr1:74856225-74856246	Cdk5r2	+	Promoter (1-2kb)
g4	chr1:74856394-74856416	Cdk5r2	+	Promoter (1-2kb)
g4	chr1:74882711-74882733	Fev	-	Promoter (1-2kb)
g4	chr1:74885217-74885261	Fev	-	Promoter (<=1kb)
g4	chr1:74885361-74885393	Fev	-	Promoter (<=1kb)
g4	chr1:74885494-74885518	Fev	-	Promoter (<=1kb)
g4	chr1:74885573-74885601	Fev	-	Promoter (<=1kb)
g4	chr1:74885819-74885847	Fev	-	Promoter (<=1kb)
g4	chr1:74891909-74891926	Cryba2	-	Promoter (<=1kb)
g4	chr1:74898723-74898745	Mir375	-	Promoter (1-2kb)
g4	chr1:74898914-74898936	Mir375	-	Promoter (1-2kb)
g4	chr1:74900884-74900905	Mir375	-	Promoter (<=1kb)
g4	chr1:74948249-74948287	Ihh	-	Exon
g4	chr1:74951110-74951138	Ihh	-	Promoter (<=1kb)
g4	chr1:74951511-74951557	Ihh	-	Promoter (<=1kb)
g4	chr1:74951850-74951875	Ihh	-	Promoter (<=1kb)
g4	chr1:75252907-75252955	Gm28294	+	Promoter (<=1kb)
g4	chr1:75264074-75264106	Ptprn	-	Promoter (<=1kb)
g4	chr1:75361013-75361048	Des	+	Promoter (<=1kb)
g4	chr1:75375932-75375963	Speg	+	Promoter (<=1kb)
g4	chr1:75381893-75381923	Speg	+	Promoter (<=1kb)
g4	chr1:75382044-75382071	Speg	+	Promoter (<=1kb)
g4	chr1:75382084-75382113	Speg	+	Promoter (<=1kb)
g4	chr1:75382178-75382224	Speg	+	Promoter (<=1kb)
g4	chr1:75382401-75382430	Speg	+	Promoter (<=1kb)
g4	chr1:75384962-75384984	Speg	+	Promoter (<=1kb)
g4	chr1:75385498-75385521	Speg	+	Promoter (<=1kb)
g4	chr1:75385752-75385792	Speg	+	Promoter (<=1kb)
g4	chr1:75387961-75387991	Speg	+	Promoter (2-3kb)
g4	chr1:75388561-75388592	Speg	+	Promoter (2-3kb)
g4	chr1:75403914-75403941	Speg	+	Promoter (2-3kb)
g4	chr1:75422693-75422717	Speg	+	Promoter (<=1kb)
g4	chr1:75427477-75427500	Speg	+	Intron
g4	chr1:75446973-75447002	Asic4	+	Distal Intergenic
g4	chr1:75450326-75450345	Asic4	+	Promoter (<=1kb)
g4	chr1:75476341-75476361	Chpf	-	Promoter (2-3kb)
g4	chr1:75482541-75482563	Tmem198	+	Promoter (2-3kb)
g4	chr1:75484460-75484488	Obsl1	-	Promoter (2-3kb)
g4	chr1:75486471-75486493	Obsl1	-	Promoter (<=1kb)
g4	chr1:75505513-75505540	Obsl1	-	Promoter (<=1kb)
g4	chr1:75509971-75510014	Inha	+	Promoter (2-3kb)
g4	chr1:75546187-75546211	Slc4a3	+	Promoter (<=1kb)
g4	chr1:75546270-75546293	Slc4a3	+	Promoter (<=1kb)
g4	chr1:75546316-75546348	Slc4a3	+	Promoter (<=1kb)
g4	chr1:75546632-75546652	Slc4a3	+	Promoter (<=1kb)
g4	chr1:75546688-75546711	Slc4a3	+	Promoter (<=1kb)
g4	chr1:75546934-75546972	Slc4a3	+	Promoter (<=1kb)
g4	chr1:75548870-75548897	Slc4a3	+	Promoter (<=1kb)
g4	chr1:75552075-75552099	Slc4a3	+	Promoter (<=1kb)
g4	chr1:75557224-75557245	Slc4a3	+	Intron
g4	chr1:76068108-76068125	Gm29068	-	Distal Intergenic
g4	chr1:76241076-76241104	Gm29068	-	Distal Intergenic
g4	chr1:76241266-76241288	Gm29068	-	Distal Intergenic
g4	chr1:76480897-76480928	Gm17751	+	Intron
g4	chr1:76588349-76588385	Mir6343	+	Distal Intergenic
g4	chr1:76592799-76592820	Mir6343	+	Distal Intergenic
g4	chr1:77515221-77515244	Gm28386	+	Promoter (<=1kb)
g4	chr1:78196878-78196903	Pax3	-	Promoter (<=1kb)
g4	chr1:78216765-78216789	Gm2102	-	Promoter (<=1kb)
g4	chr1:78217114-78217142	Gm2102	-	Promoter (<=1kb)
g4	chr1:78217810-78217833	Gm2102	-	Promoter (<=1kb)
g4	chr1:78305239-78305256	Sgpp2	+	Distal Intergenic
g4	chr1:78309976-78310001	Sgpp2	+	Promoter (<=1kb)
g4	chr1:78510266-78510295	Mogat1	+	Promoter (<=1kb)
g4	chr1:79164742-79164764	Gm29536	-	Intron
g4	chr1:79503363-79503408	Gm19027	-	Distal Intergenic
g4	chr1:79534232-79534256	Gm24160	-	Distal Intergenic
g4	chr1:79786510-79786535	Wdfy1	-	Distal Intergenic
g4	chr1:79858694-79858729	Serpine2	-	Promoter (<=1kb)
g4	chr1:80198182-80198220	9830004L10Rik	+	Distal Intergenic
g4	chr1:80198313-80198333	9830004L10Rik	+	Distal Intergenic
g4	chr1:80442515-80442534	1700016L21Rik	+	Distal Intergenic
g4	chr1:80442966-80443031	1700016L21Rik	+	Promoter (2-3kb)
g4	chr1:80767388-80767425	Dock10	-	Distal Intergenic
g4	chr1:80833040-80833092	Gm29124	-	Distal Intergenic
g4	chr1:80983314-80983350	Gm28066	+	Distal Intergenic
g4	chr1:81115802-81115824	Nyap2	+	Intron
g4	chr1:81115844-81115874	Nyap2	+	Intron
g4	chr1:81239469-81239498	Nyap2	+	Intron
g4	chr1:82290707-82290729	Irs1	-	Promoter (<=1kb)
g4	chr1:82291278-82291330	Irs1	-	Promoter (<=1kb)
g4	chr1:82291648-82291678	Irs1	-	Promoter (<=1kb)
g4	chr1:82291770-82291804	Irs1	-	Promoter (<=1kb)
g4	chr1:82291861-82291897	Irs1	-	Promoter (<=1kb)
g4	chr1:82291962-82291994	Irs1	-	Promoter (<=1kb)
g4	chr1:82336808-82336832	Rhbdd1	+	Promoter (2-3kb)
g4	chr1:82587094-82587115	Col4a3	+	Promoter (<=1kb)
g4	chr1:82657580-82657602	n-R5s213	+	Intron
g4	chr1:83093261-83093309	Ccl20	+	Distal Intergenic
g4	chr1:83192317-83192353	Gm6244	-	Intron
g4	chr1:83407693-83407717	Sphkap	-	Promoter (<=1kb)
g4	chr1:83415272-83415291	Sphkap	-	Distal Intergenic
g4	chr1:83477962-83478011	Gm37989	-	Distal Intergenic
g4	chr1:83508807-83508826	Gm37989	-	Distal Intergenic
g4	chr1:83563663-83563700	Gm37989	-	Distal Intergenic
g4	chr1:83607309-83607333	Gm37989	-	Distal Intergenic
g4	chr1:83607498-83607531	Gm37989	-	Distal Intergenic
g4	chr1:84090298-84090329	Pid1	-	Intron
g4	chr1:84226700-84226732	Mir6353	-	Intron
g4	chr1:84284212-84284241	Pid1	-	Promoter (<=1kb)
g4	chr1:84284709-84284729	Pid1	-	Promoter (<=1kb)
g4	chr1:84405048-84405081	Gm37959	-	Intron
g4	chr1:84652705-84652731	Dner	-	Intron
g4	chr1:84695664-84695722	Mir5126	+	Promoter (<=1kb)
g4	chr1:84695881-84695911	Mir5126	+	Promoter (<=1kb)
g4	chr1:85278142-85278171	Gm16026	+	Intron
g4	chr1:85712903-85712957	Sp100	+	Distal Intergenic
g4	chr1:86635351-86635387	Gm22955	-	Promoter (2-3kb)
g4	chr1:86670689-86670725	Nppc	-	Promoter (<=1kb)
g4	chr1:86819014-86819049	Gm38142	+	Intron
g4	chr1:86842971-86843025	Gm38010	+	Intron
g4	chr1:86908246-86908270	Gm6136	-	Promoter (1-2kb)
g4	chr1:86980393-86980443	Gm37017	+	Intron
g4	chr1:87155653-87155694	Ecel1	-	Promoter (<=1kb)
g4	chr1:87156192-87156219	Ecel1	-	Promoter (<=1kb)
g4	chr1:87170499-87170528	Prss56	+	Distal Intergenic
g4	chr1:87170648-87170674	Prss56	+	Distal Intergenic
g4	chr1:87183617-87183648	Prss56	+	Promoter (<=1kb)
g4	chr1:87185093-87185129	Prss56	+	Promoter (1-2kb)
g4	chr1:87186812-87186833	Prss56	+	Intron
g4	chr1:87264295-87264316	Efhd1	+	Promoter (<=1kb)
g4	chr1:87475750-87475768	Snorc	+	Downstream (<=300bp)
g4	chr1:87510540-87510568	Ngef	-	Promoter (<=1kb)
g4	chr1:87510658-87510680	Ngef	-	Promoter (<=1kb)
g4	chr1:88239249-88239278	Mroh2a	+	Promoter (1-2kb)
g4	chr1:88255291-88255315	Mroh2a	+	Promoter (2-3kb)
g4	chr1:88977637-88977668	1700067G17Rik	+	Distal Intergenic
g4	chr1:89070699-89070725	Sh3bp4	+	Promoter (<=1kb)
g4	chr1:89070768-89070798	Sh3bp4	+	Promoter (<=1kb)
g4	chr1:89181606-89181649	Gm5259	-	Distal Intergenic
g4	chr1:89454436-89454451	Agap1	+	Promoter (<=1kb)
g4	chr1:89454806-89454834	Agap1	+	Promoter (<=1kb)
g4	chr1:89481275-89481294	Gm37297	+	Promoter (2-3kb)
g4	chr1:89580899-89580929	Agap1	+	Promoter (<=1kb)
g4	chr1:89922690-89922707	Gbx2	-	Distal Intergenic
g4	chr1:89923196-89923224	Gbx2	-	Distal Intergenic
g4	chr1:89930177-89930202	D130058E05Rik	+	Promoter (<=1kb)
g4	chr1:89931897-89931917	Gbx2	-	Promoter (<=1kb)
g4	chr1:89942030-89942056	Gbx2	-	Distal Intergenic
g4	chr1:89992439-89992458	Asb18	-	Intron
g4	chr1:90168409-90168430	4930434B07Rik	+	Distal Intergenic
g4	chr1:90368289-90368355	Gm27648	+	Distal Intergenic
g4	chr1:90631360-90631382	Cops8	+	Distal Intergenic
g4	chr1:90928263-90928287	Mlph	+	Promoter (<=1kb)
g4	chr1:90956147-90956210	Prlh	+	Distal Intergenic
g4	chr1:90998659-90998694	Lrrfip1	+	Promoter (<=1kb)
g4	chr1:90998924-90998959	Lrrfip1	+	Promoter (<=1kb)
g4	chr1:91038405-91038478	Lrrfip1	+	Intron
g4	chr1:91180376-91180397	Ramp1	+	Promoter (<=1kb)
g4	chr1:91180572-91180596	Ramp1	+	Promoter (<=1kb)
g4	chr1:91322537-91322558	Espnl	+	Promoter (<=1kb)
g4	chr1:91338857-91338885	Klhl30	+	Intron
g4	chr1:91342848-91342884	Klhl30	+	Intron
g4	chr1:91343820-91343857	Klhl30	+	Intron
g4	chr1:91405689-91405710	1700020N18Rik	-	Promoter (<=1kb)
g4	chr1:91710470-91710505	Twist2	+	Distal Intergenic
g4	chr1:91744257-91744283	Twist2	+	Distal Intergenic
g4	chr1:91800567-91800593	Twist2	+	Promoter (<=1kb)
g4	chr1:91801328-91801351	Twist2	+	Promoter (<=1kb)
g4	chr1:91802184-91802203	Twist2	+	Promoter (<=1kb)
g4	chr1:92425033-92425109	Gm7837	-	Distal Intergenic
g4	chr1:92701934-92701970	Gm29483	-	Distal Intergenic
g4	chr1:92787237-92787273	Gm29482	-	Distal Intergenic
g4	chr1:92831332-92831361	Gpc1	+	Promoter (<=1kb)
g4	chr1:92831381-92831400	Gpc1	+	Promoter (<=1kb)
g4	chr1:92831535-92831629	Gpc1	+	Promoter (<=1kb)
g4	chr1:92831645-92831667	Gpc1	+	Promoter (<=1kb)
g4	chr1:92831864-92831893	Gpc1	+	Promoter (<=1kb)
g4	chr1:92832887-92832910	Gpc1	+	Promoter (<=1kb)
g4	chr1:92847722-92847737	Gm29480	-	Promoter (1-2kb)
g4	chr1:92847760-92847783	Gm29480	-	Promoter (<=1kb)
g4	chr1:92848341-92848364	Gm29480	-	Promoter (<=1kb)
g4	chr1:92848415-92848441	Gm29480	-	Promoter (<=1kb)
g4	chr1:92850418-92850447	Mir149	+	Promoter (<=1kb)
g4	chr1:92855974-92855996	Gpc1	+	Promoter (<=1kb)
g4	chr1:92857123-92857158	Gpc1	+	Promoter (<=1kb)
g4	chr1:92858415-92858444	Gpc1	+	Promoter (1-2kb)
g4	chr1:92858676-92858697	Gpc1	+	Promoter (1-2kb)
g4	chr1:92977222-92977251	Gpr35	+	Promoter (1-2kb)
g4	chr1:92977284-92977331	Gpr35	+	Promoter (1-2kb)
g4	chr1:93022754-93022784	Kif1a	-	Promoter (1-2kb)
g4	chr1:93100737-93100765	Kif1a	-	Promoter (1-2kb)
g4	chr1:93100808-93100829	Kif1a	-	Promoter (<=1kb)
g4	chr1:93101891-93101922	Kif1a	-	Promoter (<=1kb)
g4	chr1:93102027-93102047	Kif1a	-	Promoter (<=1kb)
g4	chr1:93176330-93176358	Crocc2	+	Intron
g4	chr1:93176725-93176751	Crocc2	+	Intron
g4	chr1:93176930-93176956	Crocc2	+	Intron
g4	chr1:93190731-93190749	Crocc2	+	Intron
g4	chr1:93191111-93191181	Crocc2	+	Intron
g4	chr1:93192940-93192972	Crocc2	+	Intron
g4	chr1:93193364-93193384	Crocc2	+	Intron
g4	chr1:93227473-93227507	Sned1	+	Intron
g4	chr1:93235765-93235788	Sned1	+	Promoter (<=1kb)
g4	chr1:93235954-93235984	Sned1	+	Promoter (<=1kb)
g4	chr1:93259897-93259935	Sned1	+	Intron
g4	chr1:94022177-94022231	Neu4	+	Promoter (1-2kb)
g4	chr1:94458964-94458995	Gm7895	-	Distal Intergenic
g4	chr1:95003162-95003191	Gm23181	-	Distal Intergenic
g4	chr1:95090810-95090853	Gm23181	-	Distal Intergenic
g4	chr1:95208648-95208674	Gm5264	-	Distal Intergenic
g4	chr1:95474180-95474210	Gm15427	+	Distal Intergenic
g4	chr1:96139484-96139528	1700063A18Rik	-	Distal Intergenic
g4	chr1:96223950-96224016	Gm24586	-	Distal Intergenic
g4	chr1:96347934-96347983	Gm37076	+	Distal Intergenic
g4	chr1:96389239-96389270	Gm37076	+	Distal Intergenic
g4	chr1:96607727-96607802	Gm26245	+	Distal Intergenic
g4	chr1:96898499-96898549	Panct2	+	Intron
g4	chr1:96932543-96932563	Panct2	+	Intron
g4	chr1:96950900-96950939	Slco6b1	-	Intron
g4	chr1:96960331-96960364	Slco6b1	-	Intron
g4	chr1:97138757-97138777	Slco6c1	-	Distal Intergenic
g4	chr1:97235334-97235365	Gm7133	+	Intron
g4	chr1:97324202-97324235	Gm7135	+	Distal Intergenic
g4	chr1:97457475-97457519	Gm7135	+	Promoter (2-3kb)
g4	chr1:97560384-97560424	Gm37171	-	Intron
g4	chr1:97581100-97581117	Gm37171	-	Distal Intergenic
g4	chr1:97683124-97683149	D1Ertd622e	-	Distal Intergenic
g4	chr1:97691186-97691226	Ppip5k2	-	Distal Intergenic
g4	chr1:97739533-97739556	Ppip5k2	-	Intron
g4	chr1:97890861-97890897	Pam	-	Intron
g4	chr1:97947767-97947805	Gm3531	-	Promoter (1-2kb)
g4	chr1:98022356-98022382	B230216N24Rik	-	Intron
g4	chr1:98288293-98288320	Gm29462	+	Distal Intergenic
g4	chr1:98549407-98549431	Gm26134	+	Promoter (<=1kb)
g4	chr1:98637347-98637395	Gm7967	+	Distal Intergenic
g4	chr1:98657223-98657241	Gm7967	+	Distal Intergenic
g4	chr1:99109018-99109070	Gm23434	+	Distal Intergenic
g4	chr1:99200763-99200786	Gm23434	+	Distal Intergenic
g4	chr1:99233880-99233934	Gm23434	+	Distal Intergenic
g4	chr1:99245533-99245570	Gm23434	+	Distal Intergenic
g4	chr1:99245747-99245772	Gm23434	+	Distal Intergenic
g4	chr1:99318448-99318524	Gm23434	+	Distal Intergenic
g4	chr1:99373567-99373597	Gm18248	-	Distal Intergenic
g4	chr1:99747217-99747239	Cntnap5b	+	Distal Intergenic
g4	chr1:99805228-99805279	Prdx2-ps1	-	Intron
g4	chr1:100206247-100206280	Cntnap5b	+	Intron
g4	chr1:100291858-100291888	Gm29667	+	Intron
g4	chr1:100706854-100706904	Gm29334	+	Distal Intergenic
g4	chr1:100731123-100731156	Gm29334	+	Distal Intergenic
g4	chr1:100738886-100738961	Gm29334	+	Distal Intergenic
g4	chr1:101021154-101021194	Gm20268	+	Distal Intergenic
g4	chr1:101069677-101069701	Gm20268	+	Distal Intergenic
g4	chr1:101577317-101577352	Gm18969	-	Distal Intergenic
g4	chr1:102540640-102540706	Gm20281	-	Distal Intergenic
g4	chr1:102828218-102828249	Gm22034	-	Distal Intergenic
g4	chr1:102989765-102989808	Gm22034	-	Distal Intergenic
g4	chr1:104002454-104002484	Gm37789	+	Distal Intergenic
g4	chr1:104013073-104013095	Gm37789	+	Distal Intergenic
g4	chr1:104147387-104147433	Gm18447	+	Distal Intergenic
g4	chr1:104448464-104448514	Gm29140	-	Distal Intergenic
g4	chr1:104654929-104654954	Gm29011	-	Distal Intergenic
g4	chr1:104683197-104683221	Gm29011	-	Distal Intergenic
g4	chr1:104683373-104683388	Gm29011	-	Distal Intergenic
g4	chr1:104724586-104724614	Cdh20	+	Distal Intergenic
g4	chr1:104768745-104768769	Cdh20	+	Promoter (<=1kb)
g4	chr1:104959354-104959370	Gm15699	-	Intron
g4	chr1:104959385-104959400	Gm15699	-	Intron
g4	chr1:105355944-105355970	Gm17634	+	Promoter (<=1kb)
g4	chr1:105780653-105780696	Tnfrsf11a	+	Promoter (<=1kb)
g4	chr1:105814007-105814033	Tnfrsf11a	+	Exon
g4	chr1:106446525-106446544	Gm6651	+	Distal Intergenic
g4	chr1:106463751-106463782	Gm6651	+	Distal Intergenic
g4	chr1:106977679-106977700	Serpinb13	+	Distal Intergenic
g4	chr1:107130289-107130320	Gm15388	-	Distal Intergenic
g4	chr1:107130347-107130382	Gm15388	-	Distal Intergenic
g4	chr1:107233800-107233827	Gm15390	-	Intron
g4	chr1:107383795-107383828	Gm15391	-	Distal Intergenic
g4	chr1:107464663-107464700	Gm24553	-	Distal Intergenic
g4	chr1:107464728-107464753	Gm24553	-	Distal Intergenic
g4	chr1:107494931-107494955	Serpinb2	+	Distal Intergenic
g4	chr1:107494965-107495005	Serpinb2	+	Distal Intergenic
g4	chr1:107495014-107495053	Serpinb2	+	Distal Intergenic
g4	chr1:108212247-108212295	Gm5702	-	Distal Intergenic
g4	chr1:108641671-108641722	Gm28283	-	Distal Intergenic
g4	chr1:108921130-108921170	Gm17847	-	Distal Intergenic
g4	chr1:109343532-109343597	Gm28281	-	Distal Intergenic
g4	chr1:109714031-109714082	Gm25293	+	Distal Intergenic
g4	chr1:109925722-109925744	Cdh7	+	Distal Intergenic
g4	chr1:109982621-109982642	Cdh7	+	Promoter (<=1kb)
g4	chr1:109982715-109982749	Cdh7	+	Promoter (<=1kb)
g4	chr1:109982933-109982971	Cdh7	+	Promoter (<=1kb)
g4	chr1:109983154-109983172	Cdh7	+	Promoter (<=1kb)
g4	chr1:110285249-110285271	Gm18552	-	Distal Intergenic
g4	chr1:110923952-110924005	Gm38255	-	Intron
g4	chr1:111003563-111003591	Cdh19	-	Distal Intergenic
g4	chr1:111025948-111025975	Cdh19	-	Distal Intergenic
g4	chr1:111035089-111035114	Cdh19	-	Distal Intergenic
g4	chr1:111636792-111636814	Gm8173	-	Distal Intergenic
g4	chr1:111754303-111754341	Gm8173	-	Distal Intergenic
g4	chr1:111829738-111829780	Gm37934	+	Distal Intergenic
g4	chr1:111918892-111918942	Gm6028	-	Distal Intergenic
g4	chr1:112093121-112093142	Gm17752	-	Distal Intergenic
g4	chr1:112373148-112373191	Gm18406	-	Distal Intergenic
g4	chr1:112629049-112629067	Gm22331	+	Distal Intergenic
g4	chr1:112660369-112660384	Gm22331	+	Distal Intergenic
g4	chr1:113208403-113208424	Gm28189	+	Distal Intergenic
g4	chr1:113372217-113372240	Gm28189	+	Distal Intergenic
g4	chr1:113618295-113618325	Gm18181	-	Distal Intergenic
g4	chr1:113744648-113744714	Gm24937	-	Distal Intergenic
g4	chr1:113830230-113830259	Gm24937	-	Distal Intergenic
g4	chr1:114337921-114337993	9330185C12Rik	-	Distal Intergenic
g4	chr1:114338110-114338147	9330185C12Rik	-	Distal Intergenic
g4	chr1:114566922-114566951	9330185C12Rik	-	Distal Intergenic
g4	chr1:114830286-114830312	Gm4854	-	Distal Intergenic
g4	chr1:114988431-114988458	Gm4854	-	Distal Intergenic
g4	chr1:115288417-115288464	Gm4854	-	Distal Intergenic
g4	chr1:115674303-115674370	Gm17916	-	Intron
g4	chr1:115755886-115755934	Cntnap5a	+	Intron
g4	chr1:115868660-115868683	Cntnap5a	+	Intron
g4	chr1:116200145-116200176	Gm23393	-	Intron
g4	chr1:116706812-116706848	Gm28263	+	Distal Intergenic
g4	chr1:116753928-116753970	Gm19965	+	Distal Intergenic
g4	chr1:116798368-116798404	Gm19965	+	Distal Intergenic
g4	chr1:116798413-116798432	Gm19965	+	Distal Intergenic
g4	chr1:117240612-117240637	Gm17777	-	Distal Intergenic
g4	chr1:117692180-117692207	Gm28363	+	Distal Intergenic
g4	chr1:117756762-117756789	Gm18182	-	Intron
g4	chr1:117784738-117784770	B020011L13Rik	+	Intron
g4	chr1:117838879-117838928	Gm28169	+	Intron
g4	chr1:117992989-117993021	Gm28358	+	Distal Intergenic
g4	chr1:118021772-118021821	Gm29489	+	Intron
g4	chr1:118022324-118022360	Gm29489	+	Intron
g4	chr1:118108832-118108905	Gm29104	+	Distal Intergenic
g4	chr1:118206575-118206599	Gm29106	+	Distal Intergenic
g4	chr1:118237293-118237325	Gm7200	+	Distal Intergenic
g4	chr1:118840471-118840495	Gm28467	+	Exon
g4	chr1:118903659-118903674	Mir6346	+	Intron
g4	chr1:119048213-119048271	Gli2	-	Intron
g4	chr1:119048301-119048334	Gli2	-	Intron
g4	chr1:119054174-119054202	Gli2	-	Promoter (<=1kb)
g4	chr1:119421140-119421162	Inhbb	-	Promoter (1-2kb)
g4	chr1:119421169-119421188	Inhbb	-	Promoter (1-2kb)
g4	chr1:119421234-119421263	Inhbb	-	Promoter (<=1kb)
g4	chr1:119421281-119421313	Inhbb	-	Promoter (<=1kb)
g4	chr1:119421323-119421345	Inhbb	-	Promoter (<=1kb)
g4	chr1:119422481-119422499	Inhbb	-	Promoter (<=1kb)
g4	chr1:119523242-119523272	Tmem185b	+	Promoter (2-3kb)
g4	chr1:119523354-119523371	Tmem185b	+	Promoter (2-3kb)
g4	chr1:120007338-120007361	Sctr	+	Promoter (<=1kb)
g4	chr1:120283582-120283609	Steap3	-	Distal Intergenic
g4	chr1:120283686-120283721	Steap3	-	Distal Intergenic
g4	chr1:120340668-120340707	C1ql2	+	Promoter (<=1kb)
g4	chr1:120341405-120341434	C1ql2	+	Promoter (<=1kb)
g4	chr1:120341815-120341846	C1ql2	+	Promoter (1-2kb)
g4	chr1:120602129-120602163	En1	+	Promoter (<=1kb)
g4	chr1:120603224-120603268	En1	+	Promoter (<=1kb)
g4	chr1:120603586-120603608	En1	+	Promoter (1-2kb)
g4	chr1:120606831-120606865	En1	+	Intron
g4	chr1:121177938-121177960	Gm29359	+	Exon
g4	chr1:121359179-121359241	2210011K15Rik	-	Promoter (<=1kb)
g4	chr1:121426287-121426339	Ccdc93	+	Distal Intergenic
g4	chr1:122153407-122153430	Gm8392	+	Distal Intergenic
g4	chr1:122820189-122820214	Gm29192	+	Distal Intergenic
g4	chr1:123080826-123080857	Gm8403	-	Distal Intergenic
g4	chr1:123228553-123228599	Gm28911	+	Distal Intergenic
g4	chr1:123655882-123655910	Dpp10	-	Intron
g4	chr1:124045584-124045626	Dpp10	-	Promoter (<=1kb)
g4	chr1:124045704-124045735	Dpp10	-	Promoter (<=1kb)
g4	chr1:124046079-124046104	Dpp10	-	Promoter (<=1kb)
g4	chr1:124046208-124046237	Dpp10	-	Promoter (<=1kb)
g4	chr1:124249158-124249186	Gm38073	-	Intron
g4	chr1:124540231-124540264	Gm25578	+	Intron
g4	chr1:124570750-124570773	Gm28299	-	Intron
g4	chr1:124581342-124581380	Gm28299	-	Intron
g4	chr1:124939734-124939803	Dpp10	-	Distal Intergenic
g4	chr1:124939853-124939895	Dpp10	-	Distal Intergenic
g4	chr1:125912265-125912291	Lypd1	-	Promoter (<=1kb)
g4	chr1:126492946-126492992	Nckap5	-	Promoter (<=1kb)
g4	chr1:127443079-127443111	Gm38301	+	Intron
g4	chr1:127677963-127677987	Tmem163	-	Promoter (<=1kb)
g4	chr1:127678307-127678329	Tmem163	-	Promoter (<=1kb)
g4	chr1:128449005-128449033	Dars	-	Distal Intergenic
g4	chr1:128449046-128449067	Dars	-	Distal Intergenic
g4	chr1:129273329-129273357	Thsd7b	+	Promoter (<=1kb)
g4	chr1:129755624-129755674	Gm15790	-	Intron
g4	chr1:129766184-129766206	Gm15790	-	Intron
g4	chr1:129767952-129768017	Gm15790	-	Intron
g4	chr1:129859659-129859684	Gm37064	+	Promoter (1-2kb)
g4	chr1:129922341-129922395	Thsd7b	+	Intron
g4	chr1:129959828-129959861	Gm37278	+	Intron
g4	chr1:130020911-130020936	Gm37278	+	Intron
g4	chr1:130020954-130020988	Gm37278	+	Intron
g4	chr1:130206290-130206311	Gm29428	+	Intron
g4	chr1:130307641-130307660	Gm16081	-	Distal Intergenic
g4	chr1:130588971-130588988	Gm23623	-	Intron
g4	chr1:131245222-131245240	Rassf5	-	Promoter (<=1kb)
g4	chr1:131245444-131245472	Rassf5	-	Promoter (<=1kb)
g4	chr1:131721883-131721910	Slc26a9	+	Distal Intergenic
g4	chr1:131881889-131881925	Rab29	+	Distal Intergenic
g4	chr1:131962850-131962883	Gm29103	+	Promoter (<=1kb)
g4	chr1:131970919-131970940	Slc45a3	+	Promoter (<=1kb)
g4	chr1:131971099-131971136	Slc45a3	+	Promoter (<=1kb)
g4	chr1:132139630-132139652	Cdk18	-	Promoter (<=1kb)
g4	chr1:132190011-132190037	Lemd1	+	Promoter (1-2kb)
g4	chr1:132190362-132190386	Lemd1	+	Promoter (1-2kb)
g4	chr1:132190543-132190592	Lemd1	+	Promoter (<=1kb)
g4	chr1:132190915-132190955	Lemd1	+	Promoter (<=1kb)
g4	chr1:132191081-132191107	Lemd1	+	Promoter (<=1kb)
g4	chr1:132191543-132191564	Gm29695	+	Promoter (<=1kb)
g4	chr1:132265832-132265868	Gm29630	-	Distal Intergenic
