Flipon	Coordinates	LINE/LTR (+-200bp)
g4	chr1:104147387-104147433	LINE@L1_Mus3(-), LINE@L1Md_F2(-)
g4	chr1:104448464-104448514	LINE@Lx8b(+), LINE@L1_Mus1(-), LINE@Lx8b(+)
g4	chr1:104654929-104654954	LTR@RMER17C(-)
g4	chr1:104683197-104683221	LINE@Lx4A(+)
g4	chr1:104683373-104683388	LINE@Lx4A(+)
g4	chr1:104724586-104724614	LINE@L1Md_F2(-)
g4	chr1:106446525-106446544	LINE@Lx5(-), LINE@L1_Mus2(-)
g4	chr1:106463751-106463782	LINE@Lx2(+), LINE@Lx2(+)
g4	chr1:106977679-106977700	LINE@L1Md_F2(+)
g4	chr1:107130289-107130320	LTR@RMER17C-int(-), LTR@RMER17C-int(-)
g4	chr1:107130347-107130382	LTR@RMER17C-int(-), LTR@RMER17C-int(-)
g4	chr1:107233800-107233827	LTR@LTR90A(+), LINE@L1Md_F2(-), LINE@L1Md_F(-)
g4	chr1:107383795-107383828	LINE@L1_Mus1(-)
g4	chr1:107464663-107464700	LINE@L1Md_A(-), LINE@L1_Mus3(-), LINE@Lx(-)
g4	chr1:107464728-107464753	LINE@L1_Mus3(-), LINE@Lx(-)
g4	chr1:108212247-108212295	LINE@L1_Mus2(+)
g4	chr1:108641671-108641722	LINE@Lx(-), LINE@L1Md_F2(-), LINE@L1_Mus3(-)
g4	chr1:108921130-108921170	LINE@L1_Mus2(-)
g4	chr1:109343532-109343597	LINE@L1Md_T(-)
g4	chr1:109714031-109714082	LINE@L1Md_F3(-)
g4	chr1:109925722-109925744	LINE@Lx3_Mus(-)
g4	chr1:110285249-110285271	LINE@L1_Mus1(+), LINE@Lx4A(-)
g4	chr1:110923952-110924005	LINE@L1Md_F2(-)
g4	chr1:111003563-111003591	LINE@Lx5c(+), LINE@L1Md_F2(-)
g4	chr1:111025948-111025975	LINE@L1VL2(-), LINE@L1Md_F2(-)
g4	chr1:111035089-111035114	LINE@L1_Mus2(+), LINE@Lx7(-)
g4	chr1:111636792-111636814	LINE@L1_Mus3(-)
g4	chr1:111754303-111754341	LTR@RLTR1B-int(-), LTR@RLTR1B-int(-)
g4	chr1:111829738-111829780	LINE@L1Md_F2(+), LTR@ERVB7_3-LTR_MM(-)
g4	chr1:111918892-111918942	LINE@L1Md_F2(-)
g4	chr1:112093121-112093142	LINE@Lx(-)
g4	chr1:112373148-112373191	LINE@L1Md_F2(+), LINE@Lx(+)
g4	chr1:112629049-112629067	LINE@L1Md_F2(+)
g4	chr1:113208403-113208424	LINE@L1Md_F2(+)
g4	chr1:113372217-113372240	LINE@L1_Mus4(+), LINE@Lx8(-)
g4	chr1:113618295-113618325	LINE@L1Md_F3(+), LTR@RMER3D-int(-)
g4	chr1:113744648-113744714	LINE@L1Md_A(-)
g4	chr1:113830230-113830259	LINE@L1Md_F2(+), LINE@L1_Mus3(-)
g4	chr1:114337921-114337993	LINE@L1_Mus2(-), LINE@L1Md_F2(-), LINE@L1_Mus2(-)
g4	chr1:114338110-114338147	LINE@L1Md_F2(-), LINE@L1_Mus2(-)
g4	chr1:114566922-114566951	LTR@MurERV4_19-int(+), LINE@L1_Mus3(-)
g4	chr1:114830286-114830312	LINE@Lx(+), LINE@Lx(+), LTR@MTA_Mm(+)
g4	chr1:114988431-114988458	LINE@L1Md_F2(+), LINE@Lx3_Mus(-)
g4	chr1:115288417-115288464	LINE@Lx4A(-), LINE@L1_Mus2(-)
g4	chr1:115674303-115674370	LTR@MTA_Mm(-), LINE@L1Md_F2(-)
g4	chr1:115755886-115755934	LINE@Lx2B(+), LINE@L1Md_F2(-)
g4	chr1:115868660-115868683	LINE@L1_Mus3(+)
g4	chr1:116200145-116200176	LINE@Lx(-)
g4	chr1:116706812-116706848	LINE@L1_Mus3(-), LINE@L1Md_F2(-), LTR@RMER6A(+), LINE@L1_Mur1(+)
g4	chr1:116753928-116753970	LINE@L1_Mus3(+)
g4	chr1:116798368-116798404	LTR@ORR1E(-), LINE@L1Md_F2(+)
g4	chr1:116798413-116798432	LINE@L1Md_F2(+), LINE@Lx2(-)
g4	chr1:117240612-117240637	LTR@MTA_Mm(-)
g4	chr1:117692180-117692207	LTR@RLTR45(-), LINE@L1Md_F2(+), LINE@L1_Mus1(+)
g4	chr1:117756762-117756789	LINE@L1_Mm(-), LINE@L1_Mus1(-)
g4	chr1:117784738-117784770	LINE@L1_Mus1(+)
g4	chr1:117838879-117838928	LINE@L1_Mus3(-), LINE@L1Md_F2(-)
g4	chr1:117992989-117993021	LTR@IAPLTR2_Mm(+), LINE@L1Md_F3(-)
g4	chr1:118021772-118021821	LINE@L1Md_F2(+), LINE@L1_Mus1(+)
g4	chr1:118022324-118022360	LINE@L1_Mus1(+), LINE@L1Md_F2(+)
g4	chr1:118108832-118108905	LINE@L1Md_F2(-), LINE@L1Md_F2(-)
g4	chr1:118206575-118206599	LINE@L1_Mus2(+)
g4	chr1:118237293-118237325	LINE@L1Md_F2(-)
g4	chr1:118903659-118903674	LTR@ORR1B2-int(+)
g4	chr1:120283582-120283609	LTR@MTC(-)
g4	chr1:120283686-120283721	LTR@MTC(-)
g4	chr1:122153407-122153430	LINE@Lx2(+), LINE@Lx2(+)
g4	chr1:122820189-122820214	LINE@Lx(+)
g4	chr1:123080826-123080857	LINE@L1_Mus2(+)
g4	chr1:123228553-123228599	LINE@Lx2(+)
g4	chr1:123655882-123655910	LINE@L1_Mus2(-)
g4	chr1:124249158-124249186	LINE@Lx(+), LINE@Lx4A(-)
g4	chr1:124540231-124540264	LTR@MTD(+), LINE@Lx(+), LTR@MTD(+)
g4	chr1:124570750-124570773	LINE@Lx8(-), LINE@Lx(-), LINE@Lx(-), LINE@Lx8(-)
g4	chr1:124581342-124581380	LTR@MTE2a(-), LINE@L1_Mus2(-)
g4	chr1:128449005-128449033	LINE@Lx5b(+)
g4	chr1:128449046-128449067	LINE@Lx5b(+)
g4	chr1:129755624-129755674	LINE@Lx(+)
g4	chr1:129766184-129766206	LINE@L1_Mus2(-)
g4	chr1:129767952-129768017	LINE@L1Md_A(-)
g4	chr1:129859659-129859684	LINE@L1_Mus2(+)
g4	chr1:129922341-129922395	LINE@L1Md_F2(+)
g4	chr1:129959828-129959861	LTR@RMER17A2(+), LTR@RMER17A2(+)
g4	chr1:130020911-130020936	LINE@Lx7(-), LINE@Lx(-)
g4	chr1:130020954-130020988	LINE@Lx7(-), LINE@Lx(-)
g4	chr1:130206290-130206311	LINE@Lx(+)
g4	chr1:130307641-130307660	LTR@LTRIS_Mus(+)
g4	chr1:130588971-130588988	LINE@Lx9(-)
g4	chr1:131721883-131721910	LINE@L1Md_A(+)
g4	chr1:131881889-131881925	LINE@Lx8(+), LTR@RMER17C(+), LINE@Lx8(+)
g4	chr1:132265832-132265868	LTR@ORR1A3(+), LTR@MMERGLN_LTR(+)
g4	chr1:132776311-132776332	LTR@RLTR31D_MM(-), LTR@ORR1B1(-), LTR@ORR1B1(-), LTR@RMER4A(+)
g4	chr1:136360315-136360350	LINE@Lx(+)
g4	chr1:137296650-137296678	LTR@ORR1E(+)
g4	chr1:137556592-137556665	LTR@ORR1D1(+), LINE@L1Md_F2(-)
g4	chr1:139670146-139670167	LINE@L1Md_F2(-), LINE@L1_Mur3(-), LINE@Lx(-), LTR@MT2B1(+)
g4	chr1:139838376-139838420	LINE@L1Md_F2(+), LTR@MMERVK9E_I-int(+)
g4	chr1:140026790-140026856	LINE@L1Md_T(+), LINE@L1Md_A(+)
g4	chr1:140368297-140368318	LINE@L1_Mus2(+)
g4	chr1:140569064-140569091	LINE@L1Md_F2(+)
g4	chr1:140722407-140722460	LINE@L1_Mus1(+), LINE@L1Md_F3(+)
g4	chr1:140993303-140993324	LINE@L1_Mus3(+)
g4	chr1:141010351-141010374	LTR@MMERVK9C_I-int(-)
g4	chr1:141255754-141255790	LINE@L1_Mur3(-), LTR@MMERGLN_LTR(-)
g4	chr1:141474940-141474967	LTR@RMER17D(+), LTR@RMER17A(+)
g4	chr1:141474995-141475038	LTR@RMER17A(+)
g4	chr1:141475304-141475365	LTR@RMER17A(+), LTR@RMER17A(+)
g4	chr1:141479768-141479785	LINE@L1_Mus2(-)
g4	chr1:141785029-141785059	LINE@Lx6(-), LINE@L1Md_F3(-)
g4	chr1:141835216-141835249	LINE@L1Md_F2(+)
g4	chr1:141856821-141856854	LINE@L1_Mus2(-), LINE@L1_Mus2(+), LTR@MTD(+)
g4	chr1:141860035-141860075	LINE@L1_Mus2(-), LINE@L1_Mus3(+)
g4	chr1:142119019-142119043	LINE@L1_Mus2(+), LINE@L1_Mus2(+)
g4	chr1:142191786-142191822	LINE@L1_Mus3(-), LTR@MTD(+)
g4	chr1:142218010-142218040	LINE@Lx3A(+), LINE@Lx3A(+), LTR@RLTR10C(-)
g4	chr1:142233815-142233843	LINE@Lx(+)
g4	chr1:142458065-142458085	LINE@L1_Mus3(+), LTR@ORR1E-int(-)
g4	chr1:142531485-142531551	LTR@MTB(-), LINE@L1Md_T(-)
g4	chr1:142715033-142715055	LINE@L1_Mus4(+)
g4	chr1:142863050-142863101	LINE@L1Md_F2(+), LTR@MT2A(-), LTR@MT2A(-)
g4	chr1:143231956-143231991	LTR@RMER17B(+)
g4	chr1:143387929-143387962	LINE@L1_Mus2(-)
g4	chr1:143556051-143556071	LINE@Lx4A(+), LINE@L1MCa(-)
g4	chr1:144083930-144083951	LINE@Lx3B(+)
g4	chr1:144143543-144143566	LINE@Lx4A(+)
g4	chr1:144235990-144236016	LINE@L1Md_F2(+)
g4	chr1:144241958-144241995	LINE@Lx(+)
g4	chr1:144330958-144331018	LINE@L1_Mus1(+)
g4	chr1:144537951-144537971	LINE@L1_Mus4(+)
g4	chr1:144570797-144570817	LINE@L1_Mus2(+)
g4	chr1:144795784-144795813	LINE@L1_Rod(-), LINE@Lx(-), LINE@L1_Mus3(-)
g4	chr1:145016393-145016419	LTR@MMERGLN_LTR(+)
g4	chr1:145110410-145110442	LTR@RLTR1B-int(+)
g4	chr1:145207218-145207266	LINE@L1_Mus3(+), LINE@L1Md_F2(-)
g4	chr1:145464692-145464725	LTR@ORR1A2-int(-), LINE@L1Md_F2(-)
g4	chr1:145481278-145481303	LINE@L1Md_F2(-)
g4	chr1:145775772-145775802	LINE@Lx7(+), LINE@Lx(-)
g4	chr1:146103357-146103405	LTR@MTA_Mm(-), LINE@L1Md_F3(-)
g4	chr1:146378763-146378805	LINE@L1Md_F2(+)
g4	chr1:146638362-146638393	LINE@L1Md_F2(-)
g4	chr1:146831050-146831080	LINE@L1_Mus2(+)
g4	chr1:146970359-146970432	LINE@L1Md_F2(+), LINE@L1Md_F3(+)
g4	chr1:147276093-147276132	LINE@L1_Mus1(-), LINE@L1Md_F2(+)
g4	chr1:147434871-147434923	LINE@L1_Rod(-), LINE@L1Md_F2(-)
g4	chr1:147474773-147474806	LINE@L1_Mus1(-), LINE@L1_Mus1(+)
g4	chr1:147587695-147587728	LINE@L1_Mus1(+)
g4	chr1:147670472-147670524	LINE@L1Md_F2(-)
g4	chr1:147710557-147710583	LINE@L1Md_F2(+)
g4	chr1:147769797-147769851	LINE@Lx2B(-), LINE@Lx2B2(+)
g4	chr1:147805249-147805276	LINE@Lx2(+), LINE@Lx3_Mus(+), LTR@ORR1A3-int(+)
g4	chr1:147884700-147884744	LINE@L1_Mus1(+)
g4	chr1:148159231-148159278	LINE@L1_Mus2(+)
g4	chr1:148228655-148228721	LINE@L1Md_F2(+)
g4	chr1:148388886-148388928	LINE@L1_Mus4(-)
g4	chr1:148524877-148524897	LINE@L1Md_F3(-)
g4	chr1:149016445-149016498	LINE@L1Md_F2(+)
g4	chr1:149422063-149422096	LTR@MTD(+), LTR@MTB-int(+)
g4	chr1:149444967-149444993	LINE@L1_Mus2(-)
g4	chr1:149784792-149784848	LINE@L1Md_F3(+)
g4	chr1:150266134-150266154	LINE@L1_Mus1(-)
g4	chr1:150678682-150678705	LINE@Lx(-), LINE@Lx(-)
g4	chr1:151083901-151083957	LTR@ORR1D2(+)
g4	chr1:151104899-151104954	LINE@L1_Mus4(-)
g4	chr1:151122874-151122894	LINE@L1_Mus4(+), LTR@MTD(+), LTR@MTD(+)
g4	chr1:151122904-151122945	LINE@L1_Mus4(+), LTR@MTD(+), LTR@MTD(+)
g4	chr1:151220141-151220179	LTR@MLT1A(+), LTR@RLTR9D(-)
g4	chr1:151582331-151582363	LTR@ORR1B1(-), LTR@MLT1H2(-)
g4	chr1:151726188-151726214	LTR@RMER4B(-), LINE@L1_Mus2(-), LTR@RMER4B(-)
g4	chr1:151850158-151850179	LTR@RMER13B(+)
g4	chr1:152205732-152205775	LTR@RMER17D2(+)
g4	chr1:152306974-152306998	LINE@L1_Mus3(-)
g4	chr1:153090402-153090453	LINE@L3(+)
g4	chr1:153769375-153769418	LTR@RMER17B(-)
g4	chr1:154110040-154110065	LINE@L1VL4(-)
g4	chr1:154238224-154238247	LINE@Lx2(-)
g4	chr1:154334920-154334971	LINE@L1_Mus2(+)
g4	chr1:154354583-154354604	LINE@L1MA5(-), LINE@Lx(-)
g4	chr1:154508856-154508883	LINE@L1_Mus2(+), LINE@L1_Mus3(-)
g4	chr1:154598214-154598241	LTR@RMER17D2(+)
g4	chr1:154962600-154962639	LINE@L1_Mus1(+)
g4	chr1:154966033-154966068	LTR@RMER17B(+)
g4	chr1:155360856-155360884	LINE@Lx2B2(+)
g4	chr1:155918067-155918103	LINE@L1Md_F2(-)
g4	chr1:156750191-156750229	LINE@Lx3B(-), LTR@MTD(-)
g4	chr1:157113332-157113369	LINE@L1Md_F2(-)
g4	chr1:157356634-157356655	LINE@Lx2(+)
g4	chr1:157982998-157983045	LINE@L1_Mus2(+)
g4	chr1:159226608-159226638	LTR@ORR1A2(+), LTR@RMER2(+), LTR@RMER2(-)
g4	chr1:159315468-159315516	LINE@L1Md_F2(-)
g4	chr1:159474235-159474256	LTR@ORR1A2(-), LINE@L1Md_F2(-), LTR@ORR1A2(-)
g4	chr1:160083469-160083494	LTR@RMER17B(+)
g4	chr1:160083711-160083735	LTR@RMER17B(+)
g4	chr1:161316686-161316722	LTR@RLTR1B(+)
g4	chr1:161427773-161427799	LTR@MTC(-), LINE@L1Md_F2(-)
g4	chr1:161427808-161427825	LTR@MTC(-), LINE@L1Md_F2(-)
g4	chr1:161770534-161770558	LINE@Lx2(+)
g4	chr1:162060101-162060151	LTR@MTC(-), LINE@Lx(+)
g4	chr1:162616524-162616549	LTR@RLTR1B(-), LTR@RMER17C-int(+)
g4	chr1:163460712-163460779	LINE@L1Md_T(+)
g4	chr1:163500281-163500299	LINE@L1Md_F2(+), LTR@MLT1D(-)
g4	chr1:163738446-163738478	LINE@Lx3_Mus(+)
g4	chr1:164699855-164699897	LINE@L1Md_F3(+), LTR@ORR1A3(+)
g4	chr1:164775531-164775579	LINE@L1_Mus1(+), LINE@Lx(+)
g4	chr1:164851286-164851334	LTR@ORR1D1(-), LINE@L1_Mus1(-)
g4	chr1:165103939-165103967	LTR@RLTR51A_Mm(-), LTR@ORR1A4(-)
g4	chr1:166069023-166069054	LTR@RMER17A(+), LTR@ORR1A2(+)
g4	chr1:166528442-166528491	LINE@L1Md_F(-), LINE@L1Md_F3(-)
g4	chr1:166569108-166569140	LINE@L1Md_A(-)
g4	chr1:166872074-166872101	LINE@Lx(+)
g4	chr1:167144854-167144890	LINE@L1Md_F3(+), LTR@RMER15(-)
g4	chr1:167208018-167208034	LTR@ORR1B2(+)
g4	chr1:167386852-167386868	LTR@RMER17C(-)
g4	chr1:167581072-167581091	LINE@L1_Mus2(+), LTR@ERVB7_2-LTR_MM(+)
g4	chr1:168101563-168101588	LTR@RLTR9A(-)
g4	chr1:168907103-168907120	LINE@Lx(+)
g4	chr1:169181244-169181287	LINE@L1Md_F2(-), LINE@L1Md_F2(+), LINE@L1Md_T(+)
g4	chr1:169846048-169846073	LTR@MTE-int(-), LINE@L1_Mus4(-)
g4	chr1:170570372-170570395	LTR@RMER17C(+), LTR@RMER17C(+)
g4	chr1:170988095-170988130	LTR@BGLII_Mus(+), LTR@BGLII_Mus(+)
g4	chr1:172575820-172575847	LTR@RMER13B(+)
g4	chr1:172791343-172791365	LINE@Lx2(-)
g4	chr1:172949940-172949957	LINE@L1_Mus2(+)
g4	chr1:173032356-173032389	LINE@L1_Mus2(+), LINE@L1MD(+)
g4	chr1:173051229-173051291	LINE@L1Md_F2(+)
g4	chr1:173625272-173625294	LINE@Lx2(+), LTR@RLTR13A3(-)
g4	chr1:173959647-173959710	LINE@L1Md_F2(+), LTR@RLTR22_Mus(+)
g4	chr1:174118371-174118427	LINE@L1_Mus3(+)
g4	chr1:174173907-174173937	LINE@L1_Mus1(-)
g4	chr1:174574839-174574859	LINE@Lx2(-), LINE@L1_Mus2(-)
g4	chr1:175118139-175118161	LINE@Lx4A(+)
g4	chr1:175147930-175147952	LTR@MTC(+), LINE@L1_Mus3(-), LTR@MTC(+)
g4	chr1:175788916-175788948	LTR@RMER17D2(+), LTR@ORR1F(-)
g4	chr1:176433442-176433468	LINE@Lx3C(-), LINE@Lx3_Mus(+)
g4	chr1:176634774-176634814	LINE@L1_Mus2(-)
g4	chr1:176725404-176725430	LTR@RLTR30D2_MM(+)
g4	chr1:176791857-176791895	LINE@L1_Mus3(+)
g4	chr1:176893386-176893452	LINE@L1Md_A(-)
g4	chr1:177156536-177156575	LINE@L1_Mus3(-)
g4	chr1:177165223-177165246	LINE@L1_Mus3(+)
g4	chr1:177239922-177239972	LINE@L1Md_F2(+), LINE@L1_Mur2(+)
g4	chr1:178033215-178033235	LINE@L1Md_F2(-)
g4	chr1:178143026-178143049	LTR@MTD(-)
g4	chr1:180049471-180049521	LINE@L1Md_F2(+), LINE@Lx(+)
g4	chr1:180533072-180533105	LTR@RMER17B(-)
g4	chr1:181515899-181515929	LTR@RLTR1D(-)
g4	chr1:181563883-181563929	LINE@L1MA4(-)
g4	chr1:181654382-181654408	LINE@L1_Mus3(-)
g4	chr1:182036714-182036746	LTR@MTC(+)
g4	chr1:182231291-182231320	LTR@RLTR1B-int(+), LTR@RLTR1B-int(+)
g4	chr1:182679213-182679234	LTR@RMER17C(+)
g4	chr1:182984814-182984834	LTR@RMER12C(-)
g4	chr1:182985054-182985073	LTR@RMER12C(-)
g4	chr1:183729743-183729768	LTR@ORR1A2(-), LTR@ORR1F(+)
g4	chr1:184524258-184524306	LINE@L1_Mus2(-)
g4	chr1:184765136-184765169	LINE@L1_Mus3(-)
g4	chr1:185478190-185478230	LINE@L1_Mus3(-), LINE@Lx(+)
g4	chr1:185491368-185491398	LTR@RMER17C2(-)
g4	chr1:185521977-185522000	LTR@ORR1E(-)
g4	chr1:185704578-185704630	LINE@L1Md_F2(-)
g4	chr1:185804141-185804162	LINE@Lx3C(+)
g4	chr1:186234362-186234390	LINE@Lx4A(+), LINE@Lx5(-)
g4	chr1:186446859-186446884	LINE@L1_Mus4(+), LINE@Lx8(+)
g4	chr1:186665228-186665254	LTR@ORR1C2(+), LTR@ORR1C2(+)
g4	chr1:187513011-187513046	LTR@MTEa(-)
g4	chr1:188227476-188227506	LINE@Lx2(-), LINE@L1_Mus2(-)
g4	chr1:188752913-188752965	LINE@L1Md_F2(+)
g4	chr1:189296779-189296799	LINE@Lx(+)
g4	chr1:189486073-189486100	LTR@RMER17D(-)
g4	chr1:189582044-189582071	LTR@RMER17B(+)
g4	chr1:189765033-189765048	LINE@Lx(-), LINE@Lx(-)
g4	chr1:190481163-190481178	LTR@RLTRETN_Mm(+)
g4	chr1:191157022-191157044	LTR@MURVY-int(+)
g4	chr1:191419953-191419990	LTR@RMER17C2(+)
g4	chr1:193403969-193403995	LTR@RMER17C(+), LINE@Lx9(-)
g4	chr1:193553090-193553108	LINE@Lx(-)
g4	chr1:193858142-193858191	LINE@L1Md_F2(+), LTR@MTE2a(-)
g4	chr1:194445250-194445282	LINE@L1_Mus3(+)
g4	chr1:194890699-194890722	LTR@ORR1B1-int(+)
g4	chr1:194917994-194918022	LINE@L1Md_F2(+), LTR@ORR1A2(-)
g4	chr1:194922765-194922791	LTR@RMER17B(-), LTR@RMER17B(-)
g4	chr1:195207242-195207279	LINE@Lx(+), LTR@ORR1C2-int(+), LTR@ORR1C2(+)
g4	chr1:195279227-195279290	LINE@L1Md_F2(-), LINE@L1Md_F2(-)
g4	chr10:3471477-3471498	LINE@L1Md_F(+)
g4	chr10:3734789-3734810	LINE@L1_Mus2(-)
g4	chr10:3822697-3822727	LINE@L1_Mus2(+)
g4	chr10:4115921-4115938	LTR@RMER17C(-)
g4	chr10:4362194-4362227	LTR@MURVY-LTR(+)
g4	chr10:4551254-4551289	LTR@MLT2B4(-)
g4	chr10:4585314-4585342	LTR@MTA_Mm(-), LINE@Lx7(-)
g4	chr10:4761310-4761368	LINE@L1Md_F2(-)
g4	chr10:4862836-4862869	LINE@Lx2(-)
g4	chr10:5623477-5623510	LINE@L1_Mus3(+)
g4	chr10:5684390-5684440	LINE@L1_Mus2(+), LINE@L1Md_F2(-), LINE@L1_Mm(+)
g4	chr10:5779422-5779471	LINE@L1Md_F2(+)
g4	chr10:5964566-5964616	LINE@L1Md_F2(+)
g4	chr10:5988712-5988738	LINE@L1_Mus2(+), LINE@L1_Mus1(-)
g4	chr10:6340778-6340811	LINE@L1_Mus1(+)
g4	chr10:6751048-6751072	LINE@Lx10(+)
g4	chr10:7075368-7075393	LTR@MLT1D(-), LTR@MLT1D(-)
g4	chr10:7193609-7193658	LINE@L1_Mus2(+)
g4	chr10:7288811-7288857	LINE@L1_Mus1(+), LTR@RLTR13D6(-)
g4	chr10:7310333-7310358	LINE@Lx2(-)
g4	chr10:7310374-7310394	LINE@Lx2(-)
g4	chr10:9080857-9080923	LTR@MTB_Mm(+), LINE@L1Md_A(+), LTR@MTB_Mm(+), LTR@MTB_Mm(+)
g4	chr10:9108912-9108937	LINE@L1VL4(+), LINE@L1_Mus4(+), LTR@ORR1F(-)
g4	chr10:9965178-9965206	LTR@MTE2a(+), LINE@Lx2A1(+)
g4	chr10:10012216-10012266	LINE@L1Md_F3(-)
g4	chr10:10373293-10373344	LINE@L1Md_F3(+), LTR@MYSERV16_I-int(+)
g4	chr10:10450977-10451013	LINE@L1Md_F2(-)
g4	chr10:10612404-10612448	LTR@MTEa(-), LINE@L1_Mus1(-)
g4	chr10:10633783-10633820	LTR@MTEa(+), LINE@L1_Mus1(-), LTR@MTEa(+)
g4	chr10:10726214-10726239	LINE@Lx2(+)
g4	chr10:10788317-10788375	LINE@L1_Mus1(+)
g4	chr10:10788486-10788549	LINE@L1_Mus1(+)
g4	chr10:11444563-11444596	LINE@L1_Mus3(+), LINE@L1_Mur3(-)
g4	chr10:11480771-11480789	LTR@LTRIS_Mus(+)
g4	chr10:11492026-11492065	LTR@MMERVK10C-int(-)
g4	chr10:11492132-11492164	LTR@MMERVK10C-int(-), LTR@IAPEY5_I-int(-)
g4	chr10:11597120-11597155	LINE@L1_Mus2(-)
g4	chr10:11682869-11682899	LTR@MMERVK10D3_I-int(-), LTR@MMERVK10D3_I-int(-)
g4	chr10:11712977-11713004	LINE@L1_Mus2(-)
g4	chr10:11733895-11733935	LINE@Lx(+)
g4	chr10:12493500-12493519	LTR@MTB_Mm(+)
g4	chr10:13162784-13162839	LINE@L1M5(-), LINE@Lx(-)
g4	chr10:13314092-13314117	LINE@L1_Mus4(+)
g4	chr10:13701186-13701205	LINE@Lx2(+)
g4	chr10:14589193-14589219	LTR@RMER17D2(+)
g4	chr10:14589275-14589296	LTR@RMER17D2(+)
g4	chr10:14595593-14595610	LINE@Lx(-)
g4	chr10:15092717-15092782	LINE@L1Md_F2(+)
g4	chr10:15185717-15185756	LINE@L1Md_F2(-), LINE@L1_Mus2(-), LTR@MYSERV16_I-int(-)
g4	chr10:15246350-15246400	LINE@L1Md_F3(+)
g4	chr10:15393631-15393669	LINE@L1_Mus1(+)
g4	chr10:15692188-15692235	LINE@L1Md_F2(-), LINE@L1Md_F2(-)
g4	chr10:15786664-15786689	LINE@L1_Mus2(+)
g4	chr10:16273430-16273458	LINE@L1_Mus4(+), LINE@Lx9(+)
g4	chr10:16866204-16866236	LINE@Lx5b(+)
g4	chr10:16866441-16866499	LINE@Lx5b(+)
g4	chr10:16909302-16909323	LINE@L1_Mus3(-)
g4	chr10:16924602-16924643	LINE@L1MA5(+), LINE@L1_Mus3(-)
g4	chr10:17032733-17032756	LINE@L1_Mus4(+)
g4	chr10:17219665-17219688	LTR@ORR1F(+), LINE@L1_Mus1(+)
g4	chr10:17393472-17393495	LTR@RLTR9E(+), LINE@Lx(-)
g4	chr10:17936926-17936962	LINE@Lx4A(+), LINE@L1Md_F2(-)
g4	chr10:17998955-17998970	LINE@L1_Mus4(+), LINE@L1_Mus4(+)
g4	chr10:18040364-18040386	LTR@RMER2(+), LTR@RLTR10(-)
g4	chr10:18149311-18149358	LTR@MTEa(-), LINE@L1Md_F2(-)
g4	chr10:18273978-18274019	LINE@Lx8(+), LINE@L1Md_F2(-)
g4	chr10:18274387-18274409	LINE@L1Md_F2(-), LINE@L1Md_F2(+)
g4	chr10:19090760-19090779	LTR@RMER13B(+)
g4	chr10:19091010-19091038	LTR@RMER13B(+), LTR@RMER21B(-)
g4	chr10:19408565-19408609	LTR@RMER19B(-)
g4	chr10:19694678-19694705	LINE@L1VL2(-)
g4	chr10:20393919-20393945	LINE@Lx(-)
g4	chr10:20986335-20986367	LTR@RMER17A2(+)
g4	chr10:21374485-21374539	LTR@RMER17B(-)
g4	chr10:21426438-21426484	LINE@L1_Mus3(+)
g4	chr10:21865569-21865600	LINE@Lx3B(+), LINE@Lx3B(+)
g4	chr10:21971140-21971161	LINE@Lx4A(+)
g4	chr10:21971169-21971191	LINE@Lx4A(+)
g4	chr10:22077844-22077867	LTR@MMVL30-int(-)
g4	chr10:22335101-22335120	LTR@MTC-int(+), LINE@L1_Mus1(+)
g4	chr10:23224695-23224745	LINE@L1Md_F2(+), LINE@L1Md_F2(+)
g4	chr10:23387951-23387997	LTR@ORR1D1(-), LTR@ORR1D1(-)
g4	chr10:23433566-23433616	LINE@L1Md_F2(+)
g4	chr10:23686211-23686284	LTR@MURVY-LTR(+)
g4	chr10:23818388-23818411	LTR@LTRIS_Mus(-), LINE@Lx4A(-), LTR@MTEa(+)
g4	chr10:23909604-23909643	LINE@Lx7(-), LINE@Lx7(-)
g4	chr10:24054008-24054031	LINE@Lx3A(-)
g4	chr10:24311844-24311894	LINE@L1Md_F3(+)
g4	chr10:25164890-25164916	LTR@RMER17A(+)
g4	chr10:25164938-25164963	LTR@RMER17A(+)
g4	chr10:25165120-25165151	LTR@RMER17A(+), LTR@BGLII_B(+)
g4	chr10:25191273-25191312	LINE@L1_Mus2(+)
g4	chr10:25276823-25276858	LINE@L1_Mus2(-)
g4	chr10:25644752-25644794	LINE@L1_Mus4(-)
g4	chr10:25862173-25862239	LINE@L1Md_T(-)
g4	chr10:25894513-25894537	LTR@ERVB4_1B-LTR_MM(+), LINE@L1_Mus1(-)
g4	chr10:26200280-26200295	LTR@RLTR20A3_MM(-), LTR@RLTR20A3_MM(-)
g4	chr10:26283491-26283513	LINE@L1_Mus3(+)
g4	chr10:26552897-26552946	LINE@Lx8(+), LINE@Lx(-)
g4	chr10:26662817-26662867	LINE@L1Md_F2(+), LTR@IAPLTR2a(-)
g4	chr10:26831539-26831564	LINE@Lx(-)
g4	chr10:26831582-26831615	LINE@Lx(-)
g4	chr10:26910170-26910185	LINE@Lx2(+)
g4	chr10:26910206-26910228	LINE@Lx2(+)
g4	chr10:26977464-26977492	LINE@L1VL2(-), LINE@L1_Mus2(-)
g4	chr10:27200478-27200527	LINE@L1Md_F3(+), LTR@RLTR22_Mur(-)
