Flipon	Coordinates	Gene Name	Gene Strand	Gene Feature	miRNA (+)	miRNA (-)	miRNA (intersection)	cCRE (+-200bp)	LINE/LTR (+-200bp)	Feature Group
g4	chr1:75382084-75382113	Speg	+	Promoter (<=1kb)	miR-214 (1)	miR-151a (1)		PLS@EM10E0442108		cCRE
g4	chr1:75382178-75382224	Speg	+	Promoter (<=1kb)	miR-873 (1)	miR-129 (1)		PLS@EM10E0442108, pELS (CTCF-bound)@EM10E0442109		cCRE & CTCF
g4	chr1:75387961-75387991	Speg	+	Promoter (2-3kb)	miR-532 (1)			dELS@EM10E0442114, dELS@EM10E0442115		cCRE
g4	chr1:75422693-75422717	Speg	+	Promoter (<=1kb)	miR-10 (1), miR-140 (1), miR-339 (1)	miR-491 (1)		dELS@EM10E0442138, dELS@EM10E0442139		cCRE
g4	chr1:75446973-75447002	Asic4	+	Distal Intergenic		miR-147 (1), miR-423 (1)		dELS@EM10E0442165		cCRE
g4	chr1:75482541-75482563	Tmem198	+	Promoter (2-3kb)	miR-328 (1)					
g4	chr1:75484460-75484488	Obsl1	-	Promoter (2-3kb)	miR-296 (1)	miR-330 (1), miR-423 (1)				
g4	chr1:75546187-75546211	Slc4a3	+	Promoter (<=1kb)		miR-204/211 (1)		PLS@EM10E0442246, PLS (CTCF-bound)@EM10E0442247		cCRE & CTCF
g4	chr1:75546270-75546293	Slc4a3	+	Promoter (<=1kb)		miR-423 (1)		PLS@EM10E0442246, PLS (CTCF-bound)@EM10E0442247		cCRE & CTCF
g4	chr1:75546316-75546348	Slc4a3	+	Promoter (<=1kb)	miR-193 (1), miR-431 (1)			PLS@EM10E0442246, PLS (CTCF-bound)@EM10E0442247		cCRE & CTCF
g4	chr1:75546934-75546972	Slc4a3	+	Promoter (<=1kb)	miR-423 (1)			pELS (CTCF-bound)@EM10E0442248		cCRE & CTCF
g4	chr1:75557224-75557245	Slc4a3	+	Intron		miR-331 (1), miR-874 (1)		DNase-H3K4me3@EM10E0442254		cCRE
g4	chr1:76588349-76588385	Mir6343	+	Distal Intergenic	miR-504 (1)				LTR@ORR1D2(-), LINE@L1_Mus2(-), LTR@IAPLTR2_Mm(+)	LINE/LTR
g4	chr1:78196878-78196903	Pax3	-	Promoter (<=1kb)	miR-744 (1)			PLS@EM10E0442617, PLS@EM10E0442618		cCRE
g4	chr1:78217114-78217142	Gm2102	-	Promoter (<=1kb)	miR-744 (1)			dELS@EM10E0442641, dELS (CTCF-bound)@EM10E0442642		cCRE & CTCF
g4	chr1:78309976-78310001	Sgpp2	+	Promoter (<=1kb)	miR-299 (1)			pELS@EM10E0442649, PLS@EM10E0442650		cCRE
g4	chr1:79858694-79858729	Serpine2	-	Promoter (<=1kb)		miR-744 (1)		PLS (CTCF-bound)@EM10E0442929		cCRE & CTCF
g4	chr1:80198182-80198220	9830004L10Rik	+	Distal Intergenic		miR-188 (1)			LINE@L1_Mus3(+), LTR@MTE2a(+)	LINE/LTR
g4	chr1:80442966-80443031	1700016L21Rik	+	Promoter (2-3kb)	miR-328 (1)				LINE@L1Md_T(-)	LINE/LTR
g4	chr1:80983314-80983350	Gm28066	+	Distal Intergenic	miR-339 (1), miR-874 (1)				LTR@MTE2a(-), LINE@L1_Mus2(-)	LINE/LTR
g4	chr1:81115844-81115874	Nyap2	+	Intron	miR-1306 (1), miR-532 (1)				LINE@Lx(-)	LINE/LTR
g4	chr1:82290707-82290729	Irs1	-	Promoter (<=1kb)	miR-34/449 (1)			pELS@EM10E0443261, pELS (CTCF-bound)@EM10E0443262, pELS (CTCF-bound)@EM10E0443263		cCRE & CTCF
g4	chr1:82291648-82291678	Irs1	-	Promoter (<=1kb)		miR-423 (1)		PLS (CTCF-bound)@EM10E0443265		cCRE & CTCF
g4	chr1:82291770-82291804	Irs1	-	Promoter (<=1kb)		miR-330 (1)		PLS (CTCF-bound)@EM10E0443265		cCRE & CTCF
g4	chr1:82657580-82657602	n-R5s213	+	Intron	miR-330 (1)				LINE@Lx2(-)	LINE/LTR
g4	chr1:83192317-83192353	Gm6244	-	Intron	miR-150 (1)					
g4	chr1:84226700-84226732	Mir6353	-	Intron		miR-491 (1)			LTR@RMER17B(+)	LINE/LTR
g4	chr1:84652705-84652731	Dner	-	Intron		miR-133 (2)			LINE@L1_Mus3(-)	LINE/LTR
g4	chr1:84695664-84695722	Mir5126	+	Promoter (<=1kb)	miR-503 (1), miR-744 (1)	miR-328 (1)		PLS (CTCF-bound)@EM10E0443656		cCRE & CTCF
g4	chr1:84695881-84695911	Mir5126	+	Promoter (<=1kb)	miR-744 (1)			PLS (CTCF-bound)@EM10E0443656, PLS (CTCF-bound)@EM10E0443657		cCRE & CTCF
g4	chr1:86635351-86635387	Gm22955	-	Promoter (2-3kb)	miR-328 (1)				LTR@MER34A1(-), LINE@L1Md_F2(-)	LINE/LTR
g4	chr1:86842971-86843025	Gm38010	+	Intron	miR-874 (1)				LTR@ORR1D2-int(+), LTR@MTC(-), LINE@L1_Mus1(-)	LINE/LTR
g4	chr1:86980393-86980443	Gm37017	+	Intron	miR-371 (290) (1)				LINE@L1Md_F3(-)	LINE/LTR
g4	chr1:87183617-87183648	Prss56	+	Promoter (<=1kb)	miR-423 (1)	miR-1306 (1), miR-532 (1)				
g4	chr1:87186812-87186833	Prss56	+	Intron		miR-532 (1)		DNase-H3K4me3@EM10E0444392, DNase-H3K4me3@EM10E0444393, DNase-H3K4me3 (CTCF-bound)@EM10E0444394		cCRE & CTCF
g4	chr1:87264295-87264316	Efhd1	+	Promoter (<=1kb)		miR-744 (1)		PLS@EM10E0444421, pELS@EM10E0444422		cCRE
g4	chr1:87510658-87510680	Ngef	-	Promoter (<=1kb)	miR-188 (1)			PLS (CTCF-bound)@EM10E0444479		cCRE & CTCF
g4	chr1:88239249-88239278	Mroh2a	+	Promoter (1-2kb)		miR-874 (1)				
g4	chr1:89181606-89181649	Gm5259	-	Distal Intergenic		miR-150 (2), miR-483 (2)			LTR@MURVY-LTR(-)	LINE/LTR
g4	chr1:89481275-89481294	Gm37297	+	Promoter (2-3kb)	miR-744 (1)			dELS@EM10E0445184		cCRE
g4	chr1:90956147-90956210	Prlh	+	Distal Intergenic		miR-185 (2)		CTCF-only (CTCF-bound)@EM10E0445716	LTR@RLTR20C2_MM(+)	LINE/LTR & CTCF
g4	chr1:90998924-90998959	Lrrfip1	+	Promoter (<=1kb)	miR-133 (1)			PLS@EM10E0445733, pELS (CTCF-bound)@EM10E0445734		cCRE & CTCF
g4	chr1:91038405-91038478	Lrrfip1	+	Intron	miR-328 (1)			dELS (CTCF-bound)@EM10E0445766	LINE@L1Md_F2(-)	cCRE & LINE/LTR & CTCF
g4	chr1:91180572-91180596	Ramp1	+	Promoter (<=1kb)		miR-532 (1)		pELS@EM10E0445850, pELS@EM10E0445851		cCRE
g4	chr1:91322537-91322558	Espnl	+	Promoter (<=1kb)	miR-188 (1)					
g4	chr1:91343820-91343857	Klhl30	+	Intron		miR-532 (1)				
g4	chr1:91710470-91710505	Twist2	+	Distal Intergenic	miR-185 (1)					
g4	chr1:91744257-91744283	Twist2	+	Distal Intergenic	miR-328 (1)					
g4	chr1:91800567-91800593	Twist2	+	Promoter (<=1kb)	miR-874 (1)			pELS@EM10E0446113, pELS@EM10E0446114		cCRE
g4	chr1:92701934-92701970	Gm29483	-	Distal Intergenic	miR-296 (1)	miR-140 (1)				
g4	chr1:92787237-92787273	Gm29482	-	Distal Intergenic	miR-491 (1)			dELS@EM10E0446451		cCRE
g4	chr1:92831535-92831629	Gpc1	+	Promoter (<=1kb)		miR-423 (1), miR-744 (3)		pELS@EM10E0446465, PLS@EM10E0446466		cCRE
g4	chr1:92848415-92848441	Gm29480	-	Promoter (<=1kb)		miR-488 (1)		PLS (CTCF-bound)@EM10E0446478		cCRE & CTCF
g4	chr1:92857123-92857158	Gpc1	+	Promoter (<=1kb)		miR-532 (1)				
g4	chr1:92858676-92858697	Gpc1	+	Promoter (1-2kb)		miR-501/502 (1)				
g4	chr1:92977222-92977251	Gpr35	+	Promoter (1-2kb)	miR-185 (1)				LTR@ORR1C2(-)	LINE/LTR
g4	chr1:92977284-92977331	Gpr35	+	Promoter (1-2kb)	miR-185 (1)				LTR@ORR1C2(-)	LINE/LTR
g4	chr1:93022754-93022784	Kif1a	-	Promoter (1-2kb)		miR-491 (1)				
g4	chr1:93101891-93101922	Kif1a	-	Promoter (<=1kb)		miR-423 (1)		PLS@EM10E0446571, PLS@EM10E0446572		cCRE
g4	chr1:93191111-93191181	Crocc2	+	Intron	miR-744 (2)	miR-874 (2)				
g4	chr1:93192940-93192972	Crocc2	+	Intron	miR-331 (1)					
g4	chr1:93227473-93227507	Sned1	+	Intron	miR-193 (1)			dELS@EM10E0446628		cCRE
g4	chr1:93235765-93235788	Sned1	+	Promoter (<=1kb)		miR-423 (1)		PLS (CTCF-bound)@EM10E0446632		cCRE & CTCF
g4	chr1:93235954-93235984	Sned1	+	Promoter (<=1kb)	miR-615 (1)			PLS (CTCF-bound)@EM10E0446632		cCRE & CTCF
g4	chr1:93259897-93259935	Sned1	+	Intron	miR-329/362 (1)					
g4	chr1:94458964-94458995	Gm7895	-	Distal Intergenic		miR-532 (1)			LINE@L1_Mus1(+), LINE@L1_Mur2(+), LINE@L1_Mur2(+)	LINE/LTR
g4	chr1:95003162-95003191	Gm23181	-	Distal Intergenic	miR-17/20/93/106/519d (1)				LINE@L1Md_F2(-)	LINE/LTR
g4	chr1:95208648-95208674	Gm5264	-	Distal Intergenic	miR-491 (1)				LINE@Lx6(-), LINE@L1_Mus2(+), LINE@L1_Mur3(-)	LINE/LTR
g4	chr1:95474180-95474210	Gm15427	+	Distal Intergenic		miR-486 (1), miR-874 (1)			LINE@L1_Mus1(+), LTR@MTB(+)	LINE/LTR
g4	chr1:96139484-96139528	1700063A18Rik	-	Distal Intergenic	miR-532 (2)				LTR@ORR1A0(-), LINE@L1Md_F2(-)	LINE/LTR
g4	chr1:96223950-96224016	Gm24586	-	Distal Intergenic	miR-328 (1), miR-329/362 (1)				LINE@Lx3A(-), LINE@L1Md_T(-)	LINE/LTR
g4	chr1:96389239-96389270	Gm37076	+	Distal Intergenic	miR-299 (1)				LINE@Lx2(+)	LINE/LTR
g4	chr1:96607727-96607802	Gm26245	+	Distal Intergenic	miR-328 (1)				LINE@L1Md_F3(-)	LINE/LTR
g4	chr1:96898499-96898549	Panct2	+	Intron	miR-532 (1)				LTR@ORR1A2-int(-), LTR@ORR1A2(-), LINE@L1_Mus1(-), LTR@ORR1A2(-)	LINE/LTR
g4	chr1:96932543-96932563	Panct2	+	Intron		miR-532 (1)			LINE@L1_Mus4(+), LINE@L2a(-)	LINE/LTR
g4	chr1:96960331-96960364	Slco6b1	-	Intron		miR-874 (1)			LINE@L1_Mus2(+)	LINE/LTR
g4	chr1:97235334-97235365	Gm7133	+	Intron		miR-551 (1)			LINE@L1_Mus1(+), LINE@L1Md_F2(+)	LINE/LTR
g4	chr1:97324202-97324235	Gm7135	+	Distal Intergenic	miR-34/449 (1)	miR-204/211 (1)			LINE@Lx3B(-), LTR@RMER17B(-)	LINE/LTR
g4	chr1:97457475-97457519	Gm7135	+	Promoter (2-3kb)		miR-329/362 (1)			LINE@L1_Mus1(+)	LINE/LTR
g4	chr1:97560384-97560424	Gm37171	-	Intron	miR-874 (1)				LTR@MTEb(-), LINE@L1_Mus1(-)	LINE/LTR
g4	chr1:97581100-97581117	Gm37171	-	Distal Intergenic		miR-532 (1)		dELS@EM10E0446934	LTR@MTB_Mm(+)	cCRE & LINE/LTR
g4	chr1:98637347-98637395	Gm7967	+	Distal Intergenic	miR-483 (1)				LINE@L1Md_F2(-)	LINE/LTR
g4	chr1:99200763-99200786	Gm23434	+	Distal Intergenic	miR-204/211 (1)				LINE@L1_Mus3(-)	LINE/LTR
g4	chr1:99233880-99233934	Gm23434	+	Distal Intergenic	miR-140 (1)	miR-874 (1)			LINE@L1_Mus1(+)	LINE/LTR
g4	chr1:99245747-99245772	Gm23434	+	Distal Intergenic	miR-185 (1)				LTR@RMER17D2(-)	LINE/LTR
g4	chr1:99318448-99318524	Gm23434	+	Distal Intergenic	miR-328 (1), miR-331 (1), miR-483 (1)				LINE@L1M4(+), LINE@L1_Mus2(-)	LINE/LTR
g4	chr1:100206247-100206280	Cntnap5b	+	Intron	miR-34/449 (1)	miR-874 (1)			LINE@L1_Mus2(+)	LINE/LTR
g4	chr1:100731123-100731156	Gm29334	+	Distal Intergenic		miR-874 (1)			LINE@L1_Mus2(+), LTR@ORR1A2(+)	LINE/LTR
g4	chr1:101021154-101021194	Gm20268	+	Distal Intergenic	miR-874 (1)				LINE@L1_Mus2(-), LINE@L1_Mus2(-), LTR@ORR1E(-)	LINE/LTR
g4	chr1:101577317-101577352	Gm18969	-	Distal Intergenic	miR-328 (1), miR-331 (1)				LTR@ORR1C2-int(+), LINE@L1_Mus2(-)	LINE/LTR
g4	chr1:102540640-102540706	Gm20281	-	Distal Intergenic		miR-328 (1)			LINE@L1Md_T(+), LTR@IAPEY3_LTR(+)	LINE/LTR
g4	chr1:104002454-104002484	Gm37789	+	Distal Intergenic	miR-874 (1)	miR-324 (1)			LTR@RMER17A(-)	LINE/LTR
g4	chr1:104147387-104147433	Gm18447	+	Distal Intergenic	miR-328 (1)				LINE@L1_Mus3(-), LINE@L1Md_F2(-)	LINE/LTR
g4	chr1:104448464-104448514	Gm29140	-	Distal Intergenic	miR-874 (1)				LINE@Lx8b(+), LINE@L1_Mus1(-), LINE@Lx8b(+)	LINE/LTR
g4	chr1:104654929-104654954	Gm29011	-	Distal Intergenic	miR-185 (1)				LTR@RMER17C(-)	LINE/LTR
g4	chr1:104724586-104724614	Cdh20	+	Distal Intergenic	miR-532 (1)				LINE@L1Md_F2(-)	LINE/LTR
g4	chr1:107464663-107464700	Gm24553	-	Distal Intergenic		miR-299 (1)			LINE@L1Md_A(-), LINE@L1_Mus3(-), LINE@Lx(-)	LINE/LTR
g4	chr1:107464728-107464753	Gm24553	-	Distal Intergenic	miR-1306 (1), miR-532 (1)	miR-302c (1)			LINE@L1_Mus3(-), LINE@Lx(-)	LINE/LTR
g4	chr1:108212247-108212295	Gm5702	-	Distal Intergenic	miR-299 (1), miR-330 (1), miR-760 (1)	miR-150 (1), miR-874 (1)			LINE@L1_Mus2(+)	LINE/LTR
g4	chr1:108641671-108641722	Gm28283	-	Distal Intergenic		miR-299 (1)			LINE@Lx(-), LINE@L1Md_F2(-), LINE@L1_Mus3(-)	LINE/LTR
g4	chr1:109343532-109343597	Gm28281	-	Distal Intergenic	miR-328 (1)				LINE@L1Md_T(-)	LINE/LTR
g4	chr1:109982933-109982971	Cdh7	+	Promoter (<=1kb)	miR-125 (1)			PLS (CTCF-bound)@EM10E0447752, PLS (CTCF-bound)@EM10E0447753		cCRE & CTCF
g4	chr1:110923952-110924005	Gm38255	-	Intron	miR-532 (1)				LINE@L1Md_F2(-)	LINE/LTR
g4	chr1:111003563-111003591	Cdh19	-	Distal Intergenic		miR-34/449 (1)			LINE@Lx5c(+), LINE@L1Md_F2(-)	LINE/LTR
g4	chr1:111918892-111918942	Gm6028	-	Distal Intergenic	miR-532 (1)	miR-122 (1)			LINE@L1Md_F2(-)	LINE/LTR
g4	chr1:112093121-112093142	Gm17752	-	Distal Intergenic	miR-329/362 (1), miR-532 (1)				LINE@Lx(-)	LINE/LTR
g4	chr1:112373148-112373191	Gm18406	-	Distal Intergenic		miR-532 (1)			LINE@L1Md_F2(+), LINE@Lx(+)	LINE/LTR
g4	chr1:113372217-113372240	Gm28189	+	Distal Intergenic	miR-185 (1)			dELS@EM10E0447795	LINE@L1_Mus4(+), LINE@Lx8(-)	cCRE & LINE/LTR
g4	chr1:113744648-113744714	Gm24937	-	Distal Intergenic	miR-328 (1)				LINE@L1Md_A(-)	LINE/LTR
g4	chr1:114337921-114337993	9330185C12Rik	-	Distal Intergenic	miR-328 (1)				LINE@L1_Mus2(-), LINE@L1Md_F2(-), LINE@L1_Mus2(-)	LINE/LTR
g4	chr1:114830286-114830312	Gm4854	-	Distal Intergenic		miR-339 (1)			LINE@Lx(+), LINE@Lx(+), LTR@MTA_Mm(+)	LINE/LTR
g4	chr1:114988431-114988458	Gm4854	-	Distal Intergenic	miR-299 (1)				LINE@L1Md_F2(+), LINE@Lx3_Mus(-)	LINE/LTR
g4	chr1:115674303-115674370	Gm17916	-	Intron	miR-328 (1)				LTR@MTA_Mm(-), LINE@L1Md_F2(-)	LINE/LTR
g4	chr1:116706812-116706848	Gm28263	+	Distal Intergenic		miR-299 (1)			LINE@L1_Mus3(-), LINE@L1Md_F2(-), LTR@RMER6A(+), LINE@L1_Mur1(+)	LINE/LTR
g4	chr1:116798368-116798404	Gm19965	+	Distal Intergenic		miR-328 (1)			LTR@ORR1E(-), LINE@L1Md_F2(+)	LINE/LTR
g4	chr1:117240612-117240637	Gm17777	-	Distal Intergenic		miR-299 (1)			LTR@MTA_Mm(-)	LINE/LTR
g4	chr1:117784738-117784770	B020011L13Rik	+	Intron		miR-329/362 (1)			LINE@L1_Mus1(+)	LINE/LTR
g4	chr1:117838879-117838928	Gm28169	+	Intron	miR-329/362 (1)	miR-34/449 (1)			LINE@L1_Mus3(-), LINE@L1Md_F2(-)	LINE/LTR
g4	chr1:117992989-117993021	Gm28358	+	Distal Intergenic	miR-328 (1)				LTR@IAPLTR2_Mm(+), LINE@L1Md_F3(-)	LINE/LTR
g4	chr1:118021772-118021821	Gm29489	+	Intron	miR-140 (1)				LINE@L1Md_F2(+), LINE@L1_Mus1(+)	LINE/LTR
g4	chr1:118022324-118022360	Gm29489	+	Intron		miR-150 (1)			LINE@L1_Mus1(+), LINE@L1Md_F2(+)	LINE/LTR
g4	chr1:118108832-118108905	Gm29104	+	Distal Intergenic	miR-328 (1)				LINE@L1Md_F2(-), LINE@L1Md_F2(-)	LINE/LTR
g4	chr1:118206575-118206599	Gm29106	+	Distal Intergenic		miR-491 (1)			LINE@L1_Mus2(+)	LINE/LTR
g4	chr1:118840471-118840495	Gm28467	+	Exon	miR-339 (1)					
g4	chr1:119048213-119048271	Gli2	-	Intron	miR-744 (2)	miR-188 (1), miR-346 (1)		dELS@EM10E0448053		cCRE
g4	chr1:119421140-119421162	Inhbb	-	Promoter (1-2kb)	miR-330 (1), miR-760 (1)			pELS@EM10E0448174, pELS@EM10E0448175		cCRE
g4	chr1:119421169-119421188	Inhbb	-	Promoter (1-2kb)		miR-744 (1)		pELS@EM10E0448174, pELS@EM10E0448175		cCRE
g4	chr1:119421281-119421313	Inhbb	-	Promoter (<=1kb)		miR-133 (1)		pELS@EM10E0448175, pELS@EM10E0448176		cCRE
g4	chr1:119523242-119523272	Tmem185b	+	Promoter (2-3kb)	miR-491 (1)			dELS@EM10E0448227		cCRE
g4	chr1:120340668-120340707	C1ql2	+	Promoter (<=1kb)		miR-744 (1)		DNase-H3K4me3@EM10E0448476, PLS (CTCF-bound)@EM10E0448475		cCRE & CTCF
g4	chr1:120341405-120341434	C1ql2	+	Promoter (<=1kb)		miR-331 (1), miR-665 (1)		DNase-H3K4me3@EM10E0448477, DNase-H3K4me3@EM10E0448478		cCRE
g4	chr1:120341815-120341846	C1ql2	+	Promoter (1-2kb)	miR-329/362 (1)			DNase-H3K4me3@EM10E0448478, DNase-H3K4me3@EM10E0448479, DNase-H3K4me3@EM10E0448480		cCRE
g4	chr1:120602129-120602163	En1	+	Promoter (<=1kb)	miR-423 (1)			PLS@EM10E0448529		cCRE
g4	chr1:120603224-120603268	En1	+	Promoter (<=1kb)	miR-1306 (1), miR-324 (1), miR-331 (1)			pELS@EM10E0448531, pELS (CTCF-bound)@EM10E0448532		cCRE & CTCF
g4	chr1:120606831-120606865	En1	+	Intron	miR-328 (1), miR-339 (1)			dELS (CTCF-bound)@EM10E0448541, dELS@EM10E0448542		cCRE & CTCF
g4	chr1:121177938-121177960	Gm29359	+	Exon		miR-331 (1)		dELS@EM10E0448614, dELS@EM10E0448615		cCRE
g4	chr1:121359179-121359241	2210011K15Rik	-	Promoter (<=1kb)	miR-1249 (1)	miR-423 (2)				
g4	chr1:121426287-121426339	Ccdc93	+	Distal Intergenic	miR-147 (1), miR-299 (1)	miR-329/362 (1)				
g4	chr1:122820189-122820214	Gm29192	+	Distal Intergenic		miR-330 (1)			LINE@Lx(+)	LINE/LTR
g4	chr1:124249158-124249186	Gm38073	-	Intron		miR-874 (1)			LINE@Lx(+), LINE@Lx4A(-)	LINE/LTR
g4	chr1:124540231-124540264	Gm25578	+	Intron	miR-876 (1)				LTR@MTD(+), LINE@Lx(+), LTR@MTD(+)	LINE/LTR
g4	chr1:126492946-126492992	Nckap5	-	Promoter (<=1kb)		miR-744 (1)		PLS (CTCF-bound)@EM10E0448931		cCRE & CTCF
g4	chr1:129273329-129273357	Thsd7b	+	Promoter (<=1kb)		miR-744 (1)		PLS (CTCF-bound)@EM10E0449585, PLS (CTCF-bound)@EM10E0449586		cCRE & CTCF
g4	chr1:129755624-129755674	Gm15790	-	Intron	miR-491 (1)	miR-329/362 (1)			LINE@Lx(+)	LINE/LTR
g4	chr1:129859659-129859684	Gm37064	+	Promoter (1-2kb)	miR-296 (1)				LINE@L1_Mus2(+)	LINE/LTR
g4	chr1:130020911-130020936	Gm37278	+	Intron	miR-188 (1)	miR-299 (1)			LINE@Lx7(-), LINE@Lx(-)	LINE/LTR
g4	chr1:130020954-130020988	Gm37278	+	Intron	miR-532 (1)				LINE@Lx7(-), LINE@Lx(-)	LINE/LTR
g4	chr1:131245222-131245240	Rassf5	-	Promoter (<=1kb)	miR-744 (1)			PLS (CTCF-bound)@EM10E0449965		cCRE & CTCF
g4	chr1:131721883-131721910	Slc26a9	+	Distal Intergenic		miR-296 (1)			LINE@L1Md_A(+)	LINE/LTR
g4	chr1:132191081-132191107	Lemd1	+	Promoter (<=1kb)	miR-423 (1)			pELS (CTCF-bound)@EM10E0450380, PLS (CTCF-bound)@EM10E0450381		cCRE & CTCF
g4	chr1:132265832-132265868	Gm29630	-	Distal Intergenic	miR-1306 (1), miR-532 (1)			dELS@EM10E0450430	LTR@ORR1A3(+), LTR@MMERGLN_LTR(+)	cCRE & LINE/LTR
g4	chr1:132357300-132357327	Tmcc2	-	3' UTR		miR-330 (1)		dELS@EM10E0450516		cCRE
g4	chr1:132391612-132391658	Tmcc2	-	Promoter (<=1kb)		miR-744 (1)		pELS@EM10E0450560		cCRE
g4	chr1:132520784-132520810	Cntn2	-	Promoter (1-2kb)	miR-532 (1)	miR-423 (1)		DNase-H3K4me3 (CTCF-bound)@EM10E0450603		cCRE & CTCF
g4	chr1:132542989-132543016	Cntn2	-	Promoter (<=1kb)	miR-532 (1)	miR-491 (1)		PLS@EM10E0450620		cCRE
g4	chr1:133363399-133363422	Etnk2	+	Promoter (<=1kb)	miR-744 (1)			PLS@EM10E0451001		cCRE
g4	chr1:133363526-133363547	Etnk2	+	Promoter (<=1kb)	miR-744 (1)			PLS@EM10E0451001		cCRE
g4	chr1:133423581-133423602	Sox13	-	Promoter (<=1kb)		miR-1249 (1), miR-450a (1)		pELS@EM10E0451050, pELS@EM10E0451051		cCRE
g4	chr1:134046443-134046468	Fmod	+	Intron	miR-204/211 (1)			dELS (CTCF-bound)@EM10E0451337, dELS@EM10E0451338		cCRE & CTCF
g4	chr1:134234806-134234826	Adora1	-	Promoter (<=1kb)	miR-296 (1)			PLS@EM10E0451502, pELS@EM10E0451503		cCRE
g4	chr1:134327103-134327124	Ppfia4	-	Promoter (<=1kb)		miR-296 (1)		DNase-H3K4me3@EM10E0451545		cCRE
g4	chr1:135584925-135584952	Gm4793	+	Promoter (<=1kb)	miR-296 (1)			PLS@EM10E0452186		cCRE
g4	chr1:135919018-135919046	Pkp1	-	Promoter (<=1kb)		miR-331 (1)		PLS@EM10E0452434, PLS@EM10E0452435		cCRE
g4	chr1:135964497-135964525	Igfn1	-	Promoter (1-2kb)		miR-339 (1)				
g4	chr1:136051238-136051263	Ascl5	+	Promoter (<=1kb)	miR-1306 (1)			DNase-H3K4me3 (CTCF-bound)@EM10E0452473		cCRE & CTCF
g4	chr1:136052832-136052894	Cacna1s	+	Promoter (<=1kb)	miR-34/449 (1)			PLS@EM10E0452475		cCRE
g4	chr1:136233582-136233610	Inava	-	Promoter (<=1kb)		miR-423 (1)		pELS@EM10E0452571, pELS@EM10E0452572, pELS@EM10E0452573		cCRE
g4	chr1:136233846-136233873	Inava	-	Promoter (<=1kb)		miR-146 (1)		pELS@EM10E0452572, pELS@EM10E0452573, PLS@EM10E0452574		cCRE
g4	chr1:136260959-136260980	Gpr25	-	Promoter (<=1kb)	miR-1306 (1)			PLS@EM10E0452584		cCRE
g4	chr1:137296650-137296678	1700006P03Rik	-	Distal Intergenic	miR-185 (2)				LTR@ORR1E(+)	LINE/LTR
g4	chr1:137556592-137556665	Gm37903	-	Distal Intergenic	miR-328 (1)				LTR@ORR1D1(+), LINE@L1Md_F2(-)	LINE/LTR
g4	chr1:138847901-138847928	Lhx9	-	Promoter (<=1kb)		miR-1306 (1), miR-532 (1)		pELS@EM10E0453239		cCRE
g4	chr1:138848076-138848106	Lhx9	-	Promoter (<=1kb)		miR-532 (1)		pELS@EM10E0453239, pELS (CTCF-bound)@EM10E0453240		cCRE & CTCF
g4	chr1:139838376-139838420	Cfhr2	-	Intron		miR-101 (1), miR-532 (1)			LINE@L1Md_F2(+), LTR@MMERVK9E_I-int(+)	LINE/LTR
g4	chr1:140026790-140026856	Gm38019	-	Distal Intergenic		miR-328 (1)			LINE@L1Md_T(+), LINE@L1Md_A(+)	LINE/LTR
g4	chr1:140246119-140246163	Kcnt2	+	Promoter (<=1kb)	miR-129 (1), miR-532 (1)			PLS@EM10E0453387, PLS@EM10E0453388		cCRE
g4	chr1:141010351-141010374	Gm37371	+	Distal Intergenic	miR-339 (1)				LTR@MMERVK9C_I-int(-)	LINE/LTR
g4	chr1:141255754-141255790	Gm4845	-	Promoter (1-2kb)		miR-532 (1)			LINE@L1_Mur3(-), LTR@MMERGLN_LTR(-)	LINE/LTR
g4	chr1:141474940-141474967	Gm37142	-	Distal Intergenic		miR-185 (1)			LTR@RMER17D(+), LTR@RMER17A(+)	LINE/LTR
g4	chr1:141474995-141475038	Gm37142	-	Distal Intergenic		miR-185 (2)			LTR@RMER17A(+)	LINE/LTR
g4	chr1:141475304-141475365	Gm37142	-	Distal Intergenic	miR-204/211 (1)	miR-185 (2)			LTR@RMER17A(+), LTR@RMER17A(+)	LINE/LTR
g4	chr1:141835216-141835249	Gm37604	+	Distal Intergenic	miR-491 (1)				LINE@L1Md_F2(+)	LINE/LTR
g4	chr1:141856821-141856854	Gm37604	+	Distal Intergenic		miR-874 (1)			LINE@L1_Mus2(-), LINE@L1_Mus2(+), LTR@MTD(+)	LINE/LTR
g4	chr1:142233815-142233843	Gm18183	-	Distal Intergenic		miR-125 (1)			LINE@Lx(+)	LINE/LTR
g4	chr1:142531485-142531551	Gm18183	-	Distal Intergenic	miR-328 (1)				LTR@MTB(-), LINE@L1Md_T(-)	LINE/LTR
g4	chr1:142863050-142863101	Gm37796	+	Distal Intergenic	miR-491 (1)				LINE@L1Md_F2(+), LTR@MT2A(-), LTR@MT2A(-)	LINE/LTR
g4	chr1:143231956-143231991	Gm5835	-	Distal Intergenic	miR-204/211 (1)				LTR@RMER17B(+)	LINE/LTR
g4	chr1:143387929-143387962	Cdc73	-	Distal Intergenic	miR-874 (1)				LINE@L1_Mus2(-)	LINE/LTR
g4	chr1:143556051-143556071	Cdc73	-	Distal Intergenic	miR-542 (1)	miR-339 (1)			LINE@Lx4A(+), LINE@L1MCa(-)	LINE/LTR
