Gene ID	Gene Name	Gene Type	g4	h-dna	sidd	z-dna	Flipon types
ENSMUSG00000114210.2	A330084C13Rik	antisense				1.0	Z
ENSMUSG00000079564.3	Gm11149	antisense				1.0	Z
ENSMUSG00000089804.2	Gm16136	antisense		1.0	1.0	4.0	HSZ
ENSMUSG00000114264.1	Gm48095	antisense	1.0		1.0		GS
ENSMUSG00000089787.2	Gm15825	antisense	1.0	2.0		1.0	GHZ
ENSMUSG00000089713.1	Gm16564	antisense				1.0	Z
ENSMUSG00000089711.1	Gm16240	antisense	3.0				G
ENSMUSG00000089812.2	Gm15867	antisense	1.0			2.0	GZ
ENSMUSG00000115263.1	Gm5089	antisense				3.0	Z
ENSMUSG00000087535.2	Zmiz1os1	antisense	4.0			1.0	GZ
ENSMUSG00000115410.1	2810457G06Rik	antisense	1.0				G
ENSMUSG00000086770.1	Gm15351	antisense				2.0	Z
ENSMUSG00000111873.1	Gm39463	antisense			1.0		S
ENSMUSG00000112555.1	Gm47027	antisense				1.0	Z
ENSMUSG00000086746.2	Gm15222	antisense				2.0	Z
ENSMUSG00000086509.2	Nkx2-2os	antisense	1.0				G
ENSMUSG00000086741.1	Gm15816	antisense	3.0		1.0	4.0	GSZ
ENSMUSG00000115469.1	Gm49227	antisense	1.0				G
ENSMUSG00000093749.1	4921523L03Rik	antisense				2.0	Z
ENSMUSG00000115509.1	Gm49012	antisense			1.0		S
ENSMUSG00000086515.1	Erich2os	antisense				1.0	Z
ENSMUSG00000112336.1	Gm47766	antisense	1.0				G
ENSMUSG00000073686.2	Gm10564	antisense	1.0	1.0			GH
ENSMUSG00000111570.1	Gm32335	antisense		1.0			H
ENSMUSG00000086224.8	2700069I18Rik	antisense				2.0	Z
ENSMUSG00000072962.3	Gm16401	antisense	1.0			1.0	GZ
ENSMUSG00000086220.1	Gm16599	antisense	1.0			3.0	GZ
ENSMUSG00000115610.1	Gm31251	antisense	1.0				G
ENSMUSG00000072809.2	9330160F10Rik	antisense	1.0			1.0	GZ
ENSMUSG00000086659.1	Gm14146	antisense		2.0		1.0	HZ
ENSMUSG00000086618.1	Gm13256	antisense	1.0	3.0			GH
ENSMUSG00000086604.2	Gm15510	antisense				3.0	Z
ENSMUSG00000070574.2	2310016G11Rik	antisense	1.0				G
ENSMUSG00000086534.2	Gm16758	antisense	1.0		1.0		GS
ENSMUSG00000086171.7	Pcsk2os1	antisense	1.0				G
ENSMUSG00000086341.2	Gm15932	antisense	1.0	1.0			GH
ENSMUSG00000086544.1	Chn1os3	antisense		2.0			H
ENSMUSG00000097006.7	9530082P21Rik	antisense				1.0	Z
ENSMUSG00000086165.1	Gm15690	antisense	4.0	1.0			GH
ENSMUSG00000086552.3	Dlx4os	antisense				1.0	Z
ENSMUSG00000086266.1	Igf2os	antisense	3.0		1.0	1.0	GSZ
ENSMUSG00000097074.2	4833428L15Rik	antisense	3.0			1.0	GZ
ENSMUSG00000086587.7	Gm11837	antisense	3.0			3.0	GZ
ENSMUSG00000111204.1	Gm47320	antisense				1.0	Z
ENSMUSG00000092570.7	Plut	antisense		1.0			H
ENSMUSG00000086449.1	9030204H09Rik	antisense		1.0			H
ENSMUSG00000097083.1	D930019O06Rik	antisense				2.0	Z
ENSMUSG00000086801.1	Gm15943	antisense				1.0	Z
ENSMUSG00000073394.4	Runx2os1	antisense		1.0			H
ENSMUSG00000112911.1	BC042761	antisense			1.0		S
ENSMUSG00000116033.1	Gm49442	antisense		1.0	1.0	3.0	HSZ
ENSMUSG00000086791.1	Gm12147	antisense	1.0				G
ENSMUSG00000073652.10	Apol7d	antisense				2.0	Z
ENSMUSG00000115311.1	Gm35823	antisense	2.0			4.0	GZ
ENSMUSG00000086774.1	Gm11915	antisense	2.0			1.0	GZ
ENSMUSG00000112967.1	4930428E07Rik	antisense		1.0			H
ENSMUSG00000093452.4	Zfhx2os	antisense	2.0	1.0	1.0	1.0	GHSZ
ENSMUSG00000086872.1	Gm14225	antisense	1.0				G
ENSMUSG00000086867.1	Gm4577	antisense		1.0			H
ENSMUSG00000086805.9	4932443L11Rik	antisense	4.0			4.0	GZ
ENSMUSG00000086268.1	Gm11670	antisense				1.0	Z
ENSMUSG00000072963.2	Gm10447	bidirectional_promoter_lncRNA		1.0	1.0		HS
ENSMUSG00000086522.1	Gm4473	bidirectional_promoter_lncRNA				1.0	Z
ENSMUSG00000074235.4	Gm10649	bidirectional_promoter_lncRNA	1.0			3.0	GZ
ENSMUSG00000097286.2	Gm26684	bidirectional_promoter_lncRNA	1.0			1.0	GZ
ENSMUSG00000085945.3	2310014F06Rik	bidirectional_promoter_lncRNA	1.0			1.0	GZ
ENSMUSG00000111977.1	Gm47163	bidirectional_promoter_lncRNA	1.0			2.0	GZ
ENSMUSG00000097801.1	Gm26777	bidirectional_promoter_lncRNA				1.0	Z
ENSMUSG00000086448.1	9330162012Rik	bidirectional_promoter_lncRNA				1.0	Z
ENSMUSG00000114826.2	Gm10000	bidirectional_promoter_lncRNA	1.0				G
ENSMUSG00000111103.1	1700016J18Rik	bidirectional_promoter_lncRNA	1.0			1.0	GZ
ENSMUSG00000115240.1	Gm5144	bidirectional_promoter_lncRNA	1.0	2.0	1.0	1.0	GHSZ
ENSMUSG00000097924.2	A730020E08Rik	bidirectional_promoter_lncRNA				3.0	Z
ENSMUSG00000097875.2	Gm26704	bidirectional_promoter_lncRNA	1.0				G
ENSMUSG00000114752.1	Gm35110	bidirectional_promoter_lncRNA	1.0				G
ENSMUSG00000109930.1	Gm34730	bidirectional_promoter_lncRNA			1.0		S
ENSMUSG00000045008.2	9030612E09Rik	bidirectional_promoter_lncRNA	3.0			1.0	GZ
ENSMUSG00000113581.1	Dio3os	bidirectional_promoter_lncRNA	2.0			4.0	GZ
ENSMUSG00000091412.1	Gm2895	bidirectional_promoter_lncRNA				3.0	Z
ENSMUSG00000110161.1	Gm45494	bidirectional_promoter_lncRNA				1.0	Z
ENSMUSG00000116569.1	Gm49620	bidirectional_promoter_lncRNA	1.0	1.0	1.0	1.0	GHSZ
ENSMUSG00000117003.1	Gm49937	bidirectional_promoter_lncRNA	1.0				G
ENSMUSG00000117648.1	Gm32282	bidirectional_promoter_lncRNA	1.0	1.0			GH
ENSMUSG00000114953.1	4930519K11Rik	bidirectional_promoter_lncRNA				1.0	Z
ENSMUSG00000073532.3	Gm7276	bidirectional_promoter_lncRNA				2.0	Z
ENSMUSG00000097027.2	Gm26559	bidirectional_promoter_lncRNA				1.0	Z
ENSMUSG00000087504.1	Gm13658	lincRNA	1.0			2.0	GZ
ENSMUSG00000085798.1	Gm2018	lincRNA	1.0			1.0	GZ
ENSMUSG00000102215.1	Gm2464	lincRNA		2.0			H
ENSMUSG00000084843.1	B230312C02Rik	lincRNA	6.0	1.0		1.0	GHZ
ENSMUSG00000102082.1	Gm28675	lincRNA			1.0		S
ENSMUSG00000087508.1	Gm14174	lincRNA	1.0			1.0	GZ
ENSMUSG00000087470.2	A630031M04Rik	lincRNA		1.0			H
ENSMUSG00000086485.2	Gm15458	lincRNA				1.0	Z
ENSMUSG00000086441.1	Gm15046	lincRNA	2.0	2.0		6.0	GHZ
ENSMUSG00000087501.1	Gm12116	lincRNA				2.0	Z
ENSMUSG00000086498.1	Gm12681	lincRNA		1.0			H
ENSMUSG00000085658.1	Gm15704	lincRNA	2.0				G
ENSMUSG00000085648.1	Gm13173	lincRNA		1.0			H
ENSMUSG00000102885.1	Gm37280	lincRNA			1.0		S
ENSMUSG00000086710.1	Gm13465	lincRNA				1.0	Z
ENSMUSG00000087454.1	Gm13174	lincRNA			1.0		S
ENSMUSG00000086822.2	5330413P13Rik	lincRNA				1.0	Z
ENSMUSG00000086904.1	Gm13404	lincRNA	2.0				G
ENSMUSG00000086924.1	Gm11766	lincRNA			1.0		S
ENSMUSG00000085305.1	Gm12410	lincRNA		1.0			H
ENSMUSG00000085121.2	5730437C11Rik	lincRNA	1.0			1.0	GZ
ENSMUSG00000086943.2	4732414G09Rik	lincRNA	2.0				G
ENSMUSG00000085084.7	4930570G19Rik	lincRNA	1.0	3.0		3.0	GHZ
ENSMUSG00000085801.1	1700013N06Rik	lincRNA	2.0	1.0			GH
ENSMUSG00000087102.1	Gm13661	lincRNA				1.0	Z
ENSMUSG00000085067.2	Gm15631	lincRNA	1.0				G
ENSMUSG00000054488.14	Gm9946	lincRNA			1.0		S
ENSMUSG00000085382.1	Gm13861	lincRNA	1.0		1.0		GS
ENSMUSG00000085387.1	A630050E04Rik	lincRNA			1.0		S
ENSMUSG00000102661.1	Gm34816	lincRNA			1.0		S
ENSMUSG00000102424.2	Paupar	lincRNA				1.0	Z
ENSMUSG00000102636.1	Gm31466	lincRNA	1.0		1.0		GS
ENSMUSG00000085032.1	Gm11217	lincRNA		1.0	1.0		HS
ENSMUSG00000087228.1	Gm12827	lincRNA	3.0	2.0	1.0	1.0	GHSZ
ENSMUSG00000085015.1	Gm14424	lincRNA	1.0			2.0	GZ
ENSMUSG00000087268.1	Gm14486	lincRNA				1.0	Z
ENSMUSG00000087276.1	Gm11378	lincRNA	1.0				G
ENSMUSG00000102595.1	Gm30097	lincRNA	1.0				G
ENSMUSG00000086319.1	Gm16087	lincRNA			1.0		S
ENSMUSG00000087296.1	Gm12130	lincRNA			1.0		S
ENSMUSG00000087333.1	Gm13652	lincRNA	1.0			2.0	GZ
ENSMUSG00000086328.1	2700033N17Rik	lincRNA		2.0		1.0	HZ
ENSMUSG00000086602.1	Gm15609	lincRNA	1.0			1.0	GZ
ENSMUSG00000038408.14	1700018A04Rik	lincRNA	2.0	2.0			GH
ENSMUSG00000086593.2	Gm16548	lincRNA	1.0	1.0			GH
ENSMUSG00000086588.1	Gm11729	lincRNA	1.0			1.0	GZ
ENSMUSG00000087211.7	Lhx1os	lincRNA				1.0	Z
ENSMUSG00000097113.7	Gm19705	lincRNA		1.0			H
ENSMUSG00000100314.6	1700010J16Rik	lincRNA	1.0				G
ENSMUSG00000087561.7	Gm11608	lincRNA	2.0				G
ENSMUSG00000097545.7	Mir124a-1hg	lincRNA	2.0			3.0	GZ
ENSMUSG00000093662.2	Gm20649	lincRNA	1.0				G
ENSMUSG00000093658.1	Gm20617	lincRNA		1.0			H
ENSMUSG00000093587.3	Gm20554	lincRNA				1.0	Z
ENSMUSG00000097621.1	Gm26562	lincRNA				3.0	Z
ENSMUSG00000093557.1	4930555M17Rik	lincRNA		3.0			H
ENSMUSG00000073154.10	9330158H04Rik	lincRNA				2.0	Z
ENSMUSG00000097624.2	Gm5091	lincRNA	1.0				G
ENSMUSG00000073164.11	2410018L13Rik	lincRNA	1.0			3.0	GZ
ENSMUSG00000097627.2	4930519A11Rik	lincRNA				1.0	Z
ENSMUSG00000097539.1	4930477E14Rik	lincRNA				1.0	Z
ENSMUSG00000092602.1	4931413I07Rik	lincRNA		1.0			H
ENSMUSG00000097683.2	Gm26644	lincRNA	1.0				G
ENSMUSG00000097697.2	4833412C05Rik	lincRNA				1.0	Z
ENSMUSG00000097709.8	2810429I04Rik	lincRNA	1.0	1.0			GH
ENSMUSG00000092503.1	Gm20484	lincRNA		4.0			H
ENSMUSG00000097727.8	F630040K05Rik	lincRNA				1.0	Z
ENSMUSG00000097735.7	D930032P07Rik	lincRNA	1.0				G
ENSMUSG00000097736.8	9530059O14Rik	lincRNA	1.0				G
ENSMUSG00000086114.1	Gm14642	lincRNA				1.0	Z
ENSMUSG00000092250.1	Gm20467	lincRNA	1.0	1.0		1.0	GHZ
ENSMUSG00000073699.3	Gm833	lincRNA		1.0			H
ENSMUSG00000097682.1	4930554H23Rik	lincRNA	1.0			2.0	GZ
ENSMUSG00000093846.1	Gm4425	lincRNA	1.0			4.0	GZ
ENSMUSG00000093908.2	Gm5784	lincRNA	1.0			1.0	GZ
ENSMUSG00000097476.1	Gm26583	lincRNA				3.0	Z
ENSMUSG00000097134.2	1110002J07Rik	lincRNA	1.0	1.0			GH
ENSMUSG00000097087.1	Gm26878	lincRNA		4.0			H
ENSMUSG00000097156.7	Gm3764	lincRNA				1.0	Z
ENSMUSG00000097183.2	Gm17501	lincRNA	1.0				G
ENSMUSG00000097184.2	4632428C04Rik	lincRNA	1.0			1.0	GZ
ENSMUSG00000097240.1	Gm26614	lincRNA				1.0	Z
ENSMUSG00000097248.9	Gm2694	lincRNA	3.0			7.0	GZ
ENSMUSG00000097043.1	Gm10556	lincRNA				1.0	Z
ENSMUSG00000097023.8	Mir9-3hg	lincRNA	3.0	1.0		1.0	GHZ
ENSMUSG00000097265.1	Gm26803	lincRNA		2.0		1.0	HZ
ENSMUSG00000097018.2	Gm26872	lincRNA		1.0		1.0	HZ
ENSMUSG00000097010.2	Gm26709	lincRNA	1.0			3.0	GZ
ENSMUSG00000097003.1	D930007P13Rik	lincRNA	1.0			5.0	GZ
ENSMUSG00000096956.2	Snhg18	lincRNA	1.0				G
ENSMUSG00000066158.7	AY512931	lincRNA	1.0	5.0			GH
ENSMUSG00000097413.2	A830052D11Rik	lincRNA	1.0			1.0	GZ
ENSMUSG00000066178.4	6030445D17Rik	lincRNA				1.0	Z
ENSMUSG00000095562.8	Erdr1	lincRNA			1.0		S
ENSMUSG00000069925.6	4932416K20Rik	lincRNA		8.0			H
ENSMUSG00000072591.10	Fzd10os	lincRNA	3.0			1.0	GZ
ENSMUSG00000097435.1	Gm26783	lincRNA	1.0			2.0	GZ
ENSMUSG00000072769.6	Gm10419	lincRNA	2.0			4.0	GZ
ENSMUSG00000072952.7	Gm5878	lincRNA	1.0			2.0	GZ
ENSMUSG00000060424.14	Pantr1	lincRNA	2.0	1.0		1.0	GHZ
ENSMUSG00000055125.7	M5C1000I18Rik	lincRNA	1.0			7.0	GZ
ENSMUSG00000097823.2	Gm16701	lincRNA				1.0	Z
ENSMUSG00000097841.2	4930511A02Rik	lincRNA	1.0			1.0	GZ
ENSMUSG00000100253.1	1700020N18Rik	lincRNA	1.0				G
ENSMUSG00000097097.2	5033426O07Rik	lincRNA			1.0	1.0	SZ
ENSMUSG00000100420.1	Gm28616	lincRNA	1.0	1.0	1.0	7.0	GHSZ
ENSMUSG00000100538.1	Gm28340	lincRNA		1.0			H
ENSMUSG00000100552.1	Gm29019	lincRNA			1.0		S
ENSMUSG00000055944.3	E130018O15Rik	lincRNA				2.0	Z
ENSMUSG00000100775.1	Gm29107	lincRNA	1.0	1.0			GH
ENSMUSG00000087684.1	1200007C13Rik	lincRNA	1.0			1.0	GZ
ENSMUSG00000086026.1	Gm12374	lincRNA		1.0			H
ENSMUSG00000085999.1	Gm13411	lincRNA			1.0		S
ENSMUSG00000056089.6	Gm5468	lincRNA	1.0	1.0			GH
ENSMUSG00000100987.1	Gm1627	lincRNA			1.0		S
ENSMUSG00000085865.2	Gm15966	lincRNA	1.0				G
ENSMUSG00000085864.1	C330019F10Rik	lincRNA				3.0	Z
ENSMUSG00000055732.1	Gm9979	lincRNA	2.0	1.0		1.0	GHZ
ENSMUSG00000087570.1	Gm13647	lincRNA				1.0	Z
ENSMUSG00000101179.1	Gm29455	lincRNA		1.0			H
ENSMUSG00000101755.1	Gm29507	lincRNA		1.0		1.0	HZ
ENSMUSG00000101768.1	Gm28694	lincRNA		1.0			H
ENSMUSG00000101791.1	2210011K15Rik	lincRNA	1.0				G
ENSMUSG00000101849.1	Gm28386	lincRNA	1.0				G
ENSMUSG00000101965.1	Gm29129	lincRNA			1.0		S
ENSMUSG00000085928.1	4933427I22Rik	lincRNA			1.0		S
ENSMUSG00000078706.4	Gm53	lincRNA		1.0		2.0	HZ
ENSMUSG00000100096.1	Gm28760	lincRNA	2.0			1.0	GZ
ENSMUSG00000089983.2	2010320O07Rik	lincRNA	1.0			1.0	GZ
ENSMUSG00000097871.1	B230104I21Rik	lincRNA	1.0				G
ENSMUSG00000074274.7	D930028M14Rik	lincRNA	3.0				G
ENSMUSG00000074292.4	Gm10660	lincRNA	1.0				G
ENSMUSG00000097898.8	4930455B14Rik	lincRNA				1.0	Z
ENSMUSG00000086283.7	2810433D01Rik	lincRNA	1.0				G
ENSMUSG00000097910.2	5033428I22Rik	lincRNA		1.0		2.0	HZ
ENSMUSG00000074517.2	Gm10710	lincRNA				3.0	Z
ENSMUSG00000086068.1	1700120G11Rik	lincRNA		1.0			H
ENSMUSG00000097960.1	A330074K22Rik	lincRNA	2.0			8.0	GZ
ENSMUSG00000097974.1	Gm10605	lincRNA				6.0	Z
ENSMUSG00000086286.1	Gm15138	lincRNA	2.0	1.0		3.0	GHZ
ENSMUSG00000098051.1	Gm27032	lincRNA	1.0				G
ENSMUSG00000086302.1	Gm13790	lincRNA				2.0	Z
ENSMUSG00000075335.3	4930588K23Rik	lincRNA				3.0	Z
ENSMUSG00000098682.8	Otx2os1	lincRNA	1.0	1.0			GH
ENSMUSG00000098720.1	Gm27239	lincRNA	2.0			4.0	GZ
ENSMUSG00000099054.1	Gm27242	lincRNA	1.0			1.0	GZ
ENSMUSG00000099061.1	Gm28050	lincRNA	2.0			2.0	GZ
ENSMUSG00000090534.1	Gm4675	lincRNA				3.0	Z
ENSMUSG00000086308.1	G630016G05Rik	lincRNA				1.0	Z
ENSMUSG00000086030.1	Gm14255	lincRNA			1.0		S
ENSMUSG00000099470.1	Gm29340	lincRNA				1.0	Z
ENSMUSG00000099508.1	1700030L20Rik	lincRNA		2.0			H
ENSMUSG00000092090.2	Gm3294	lincRNA	1.0	1.0		4.0	GHZ
ENSMUSG00000000031.16	H19	lincRNA		1.0	1.0		HS
ENSMUSG00000101705.1	Gm28380	lincRNA				1.0	Z
ENSMUSG00000110070.1	Gm45619	lincRNA	1.0				G
ENSMUSG00000117123.1	Gm49890	lincRNA	1.0			6.0	GZ
ENSMUSG00000109582.1	4933439N14Rik	lincRNA	1.0			1.0	GZ
ENSMUSG00000117063.1	Gm49936	lincRNA	1.0				G
ENSMUSG00000117026.1	C87487	lincRNA				1.0	Z
ENSMUSG00000109844.2	Gm31816	lincRNA	2.0	1.0	1.0	1.0	GHSZ
ENSMUSG00000109898.1	6330420H09Rik	lincRNA	2.0		1.0		GS
ENSMUSG00000117009.1	Gm41597	lincRNA	1.0	1.0			GH
ENSMUSG00000109962.1	1700025L06Rik	lincRNA	2.0			2.0	GZ
ENSMUSG00000114117.1	Gm48795	lincRNA				1.0	Z
ENSMUSG00000050334.12	C130071C03Rik	lincRNA	2.0	2.0		1.0	GHZ
ENSMUSG00000116947.1	2410003I16Rik	lincRNA			1.0		S
ENSMUSG00000110140.1	5430421F17Rik	lincRNA	1.0	2.0			GH
ENSMUSG00000110163.1	Gm45389	lincRNA			1.0		S
ENSMUSG00000110207.1	Gm33586	lincRNA	1.0	1.0			GH
ENSMUSG00000110246.1	C130073E24Rik	lincRNA	1.0			2.0	GZ
ENSMUSG00000110273.1	Gm41231	lincRNA	3.0			1.0	GZ
ENSMUSG00000116750.1	4931420L22Rik	lincRNA	1.0	1.0	1.0		GHS
ENSMUSG00000116644.1	4933426B08Rik	lincRNA				1.0	Z
ENSMUSG00000110491.1	Gm31138	lincRNA				1.0	Z
ENSMUSG00000110507.1	8030455M16Rik	lincRNA		1.0		1.0	HZ
ENSMUSG00000110552.1	Gm45788	lincRNA		3.0			H
ENSMUSG00000116588.1	Gm49655	lincRNA				1.0	Z
ENSMUSG00000116572.1	Gm49695	lincRNA	1.0				G
ENSMUSG00000116360.1	9430014N10Rik	lincRNA	3.0	6.0			GH
ENSMUSG00000110655.1	Gm45798	lincRNA		1.0			H
ENSMUSG00000116299.1	Gm29904	lincRNA			1.0		S
ENSMUSG00000116231.1	Gm36330	lincRNA			1.0		S
ENSMUSG00000110980.1	Gm47204	lincRNA	3.0				G
ENSMUSG00000111008.1	Gm31562	lincRNA			1.0		S
ENSMUSG00000117124.1	Gm49895	lincRNA			1.0		S
ENSMUSG00000117191.1	Gm49853	lincRNA		1.0			H
ENSMUSG00000109361.1	Gm44946	lincRNA	1.0				G
ENSMUSG00000109329.1	Gm33926	lincRNA			1.0		S
ENSMUSG00000117968.1	Gm50162	lincRNA			1.0	1.0	SZ
ENSMUSG00000117960.1	Gm31933	lincRNA	1.0				G
ENSMUSG00000117889.1	A730085E03Rik	lincRNA	1.0				G
ENSMUSG00000117798.1	Gm50164	lincRNA		1.0			H
ENSMUSG00000117796.1	Gm35406	lincRNA	1.0				G
ENSMUSG00000117715.1	Gm50413	lincRNA	2.0	1.0			GH
ENSMUSG00000108010.1	Gm38708	lincRNA	1.0	1.0		3.0	GHZ
ENSMUSG00000117539.1	Gm4710	lincRNA				1.0	Z
ENSMUSG00000108062.1	Gm44028	lincRNA				3.0	Z
ENSMUSG00000108322.2	5430431A17Rik	lincRNA		1.0		1.0	HZ
ENSMUSG00000117466.1	Gm50039	lincRNA		1.0			H
ENSMUSG00000108373.1	Gm45168	lincRNA	4.0	1.0			GH
ENSMUSG00000117437.1	Gm33727	lincRNA	1.0			1.0	GZ
ENSMUSG00000045928.2	4933440M02Rik	lincRNA		1.0			H
ENSMUSG00000111020.1	Gm1715	lincRNA	1.0				G
ENSMUSG00000117361.1	Gm30984	lincRNA	1.0				G
ENSMUSG00000108675.1	Gm44970	lincRNA	1.0			1.0	GZ
ENSMUSG00000108676.1	1700123J17Rik	lincRNA	1.0	1.0			GH
ENSMUSG00000117287.1	Gm36200	lincRNA	2.0				G
ENSMUSG00000108726.1	Gm30684	lincRNA	2.0				G
ENSMUSG00000108776.1	Gm45169	lincRNA	2.0			1.0	GZ
ENSMUSG00000108782.1	Gm32772	lincRNA		1.0			H
ENSMUSG00000108952.1	Gm39117	lincRNA	1.0		1.0		GS
ENSMUSG00000117227.1	Gm34799	lincRNA				3.0	Z
ENSMUSG00000052295.4	8030423F21Rik	lincRNA				2.0	Z
ENSMUSG00000109049.1	4930479H17Rik	lincRNA			1.0		S
ENSMUSG00000109088.1	Gm44593	lincRNA		1.0			H
ENSMUSG00000109097.1	Gm29683	lincRNA	1.0			1.0	GZ
ENSMUSG00000109233.1	Gm44866	lincRNA	1.0				G
ENSMUSG00000109299.1	Gm45164	lincRNA	2.0		1.0		GS
ENSMUSG00000108616.1	Gm35040	lincRNA	3.0		1.0	1.0	GSZ
ENSMUSG00000117994.1	Gm5820	lincRNA			1.0		S
ENSMUSG00000111058.1	Gm36033	lincRNA	1.0				G
ENSMUSG00000116061.1	Gm49472	lincRNA	2.0	2.0			GH
ENSMUSG00000115006.1	Gm49054	lincRNA				1.0	Z
ENSMUSG00000112968.1	Gm48530	lincRNA	1.0	2.0		4.0	GHZ
ENSMUSG00000114991.1	1700128I11Rik	lincRNA		1.0			H
ENSMUSG00000114957.1	Gm47316	lincRNA				2.0	Z
ENSMUSG00000113049.1	Gm48544	lincRNA				1.0	Z
ENSMUSG00000114866.1	Gm40922	lincRNA				1.0	Z
ENSMUSG00000114807.1	Gm32090	lincRNA	1.0				G
ENSMUSG00000114794.1	Gm47782	lincRNA				1.0	Z
ENSMUSG00000114789.1	Gm31577	lincRNA			1.0		S
ENSMUSG00000114774.1	Gm35281	lincRNA	1.0	1.0			GH
ENSMUSG00000113252.1	Gm33489	lincRNA				2.0	Z
ENSMUSG00000042976.6	9930038B18Rik	lincRNA	2.0	1.0			GH
ENSMUSG00000113302.1	Gm32219	lincRNA		5.0			H
ENSMUSG00000113329.1	4930555G21Rik	lincRNA				1.0	Z
ENSMUSG00000113334.1	D030007L05Rik	lincRNA		1.0	1.0		HS
ENSMUSG00000114618.1	Gm41183	lincRNA				1.0	Z
ENSMUSG00000114433.1	Gm48488	lincRNA	1.0			4.0	GZ
ENSMUSG00000113710.1	Gm38577	lincRNA	2.0		2.0	6.0	GSZ
ENSMUSG00000113716.1	Gm47518	lincRNA			1.0		S
ENSMUSG00000114304.1	Gm48099	lincRNA		1.0			H
ENSMUSG00000113733.1	Gm34785	lincRNA	2.0			2.0	GZ
ENSMUSG00000113780.1	Gm33195	lincRNA	1.0				G
ENSMUSG00000113830.1	1700127F24Rik	lincRNA	1.0				G
ENSMUSG00000114273.1	Gm34585	lincRNA				1.0	Z
ENSMUSG00000113884.1	Gm2270	lincRNA			1.0		S
ENSMUSG00000113904.1	Gm32351	lincRNA	1.0			1.0	GZ
ENSMUSG00000114188.1	Gm40849	lincRNA	2.0			3.0	GZ
ENSMUSG00000113970.1	Gm7550	lincRNA				1.0	Z
ENSMUSG00000114017.1	Gm40662	lincRNA			1.0		S
ENSMUSG00000112843.1	Gm46224	lincRNA				1.0	Z
ENSMUSG00000112679.1	Gm40603	lincRNA			1.0		S
ENSMUSG00000115060.1	Gm49306	lincRNA		2.0			H
ENSMUSG00000115100.1	Gm34934	lincRNA	1.0				G
ENSMUSG00000111285.1	Gm47051	lincRNA				1.0	Z
ENSMUSG00000116029.1	Gm41414	lincRNA	2.0				G
ENSMUSG00000111387.1	Gm48803	lincRNA	1.0	2.0			GH
ENSMUSG00000111419.1	Gm47568	lincRNA			1.0		S
ENSMUSG00000116010.1	Gm36026	lincRNA	2.0				G
ENSMUSG00000111691.1	Gm47002	lincRNA			1.0		S
ENSMUSG00000111726.1	Gm40513	lincRNA	4.0			1.0	GZ
ENSMUSG00000111830.1	4930568E12Rik	lincRNA				1.0	Z
ENSMUSG00000111866.1	E130101E03Rik	lincRNA	1.0		1.0		GS
ENSMUSG00000115835.1	Gm41253	lincRNA	2.0	1.0		1.0	GHZ
ENSMUSG00000115822.1	Gm33450	lincRNA	1.0				G
ENSMUSG00000111950.1	Gm48893	lincRNA				2.0	Z
ENSMUSG00000115751.1	4930503F20Rik	lincRNA	1.0		1.0		GS
ENSMUSG00000115750.1	Gm49282	lincRNA			1.0		S
ENSMUSG00000111116.1	Gm48065	lincRNA			1.0	4.0	SZ
ENSMUSG00000115749.1	Gm41289	lincRNA		1.0			H
ENSMUSG00000112071.1	5430401H09Rik	lincRNA			1.0		S
ENSMUSG00000115691.1	Gm48914	lincRNA		1.0			H
ENSMUSG00000115617.1	Gm48975	lincRNA		1.0			H
ENSMUSG00000115615.1	Gm49200	lincRNA		1.0			H
ENSMUSG00000115464.1	Gm49019	lincRNA		2.0			H
ENSMUSG00000115424.1	D130079A08Rik	lincRNA			1.0		S
ENSMUSG00000115339.1	Gm48913	lincRNA		2.0			H
ENSMUSG00000115335.1	Gm41279	lincRNA		1.0			H
ENSMUSG00000115289.1	Gm49164	lincRNA			1.0		S
ENSMUSG00000115266.1	4930557F08Rik	lincRNA			1.0	1.0	SZ
ENSMUSG00000112172.1	Gm32172	lincRNA				1.0	Z
ENSMUSG00000112283.1	Gm36719	lincRNA	1.0				G
ENSMUSG00000112430.1	Gm30624	lincRNA		2.0			H
ENSMUSG00000112476.1	Gm32365	lincRNA		3.0			H
ENSMUSG00000115735.1	Gm49180	lincRNA	1.0	1.0		1.0	GHZ
ENSMUSG00000107859.1	Gm30731	lincRNA				5.0	Z
ENSMUSG00000114053.1	Gm35330	lincRNA				1.0	Z
ENSMUSG00000106505.1	Gm32693	lincRNA	1.0				G
ENSMUSG00000107070.1	Gm35191	lincRNA		1.0	1.0		HS
ENSMUSG00000106756.1	Gm32780	lincRNA	1.0				G
ENSMUSG00000106795.3	Gm43050	lincRNA	1.0				G
ENSMUSG00000105961.1	Gm40123	lincRNA				1.0	Z
ENSMUSG00000106808.1	Gm42745	lincRNA		1.0			H
ENSMUSG00000104898.1	Gm30043	lincRNA		1.0			H
ENSMUSG00000107279.1	Gm43450	lincRNA	1.0				G
ENSMUSG00000104909.1	Gm43617	lincRNA			1.0		S
ENSMUSG00000107248.1	Gm43851	lincRNA	1.0				G
ENSMUSG00000105638.1	4930408K08Rik	lincRNA				1.0	Z
ENSMUSG00000118280.1	Gm41804	lincRNA	3.0			4.0	GZ
ENSMUSG00000118394.1	Gm50475	lincRNA	2.0			4.0	GZ
