Flipon	Coordinates	cCRE (+-200bp)
g4	chr1:152955416-152955450	pELS@EM10E0454653, pELS@EM10E0454654, pELS@EM10E0454655
g4	chr1:152955520-152955541	pELS@EM10E0454653, pELS@EM10E0454654, pELS@EM10E0454655
g4	chr1:153090402-153090453	pELS (CTCF-bound)@EM10E0454735
g4	chr1:153186317-153186339	PLS@EM10E0454794, PLS@EM10E0454795
g4	chr1:153653079-153653116	PLS@EM10E0454982, pELS (CTCF-bound)@EM10E0454983
g4	chr1:153733710-153733738	dELS (CTCF-bound)@EM10E0455035
g4	chr1:155244139-155244166	pELS@EM10E0455503, PLS (CTCF-bound)@EM10E0455504
g4	chr1:155244576-155244605	PLS@EM10E0455505
g4	chr1:155416910-155416935	pELS (CTCF-bound)@EM10E0455555
g4	chr1:155737508-155737532	DNase-H3K4me3@EM10E0455635, DNase-H3K4me3@EM10E0455636
g4	chr1:155737890-155737916	DNase-H3K4me3@EM10E0455636
g4	chr1:155742149-155742195	PLS@EM10E0455643, pELS@EM10E0455644
g4	chr1:155742996-155743024	pELS@EM10E0455645, DNase-H3K4me3@EM10E0455646
g4	chr1:156303645-156303670	PLS@EM10E0455809, PLS@EM10E0455808
g4	chr1:156303736-156303757	PLS@EM10E0455809, PLS@EM10E0455808
g4	chr1:157412108-157412134	PLS (CTCF-bound)@EM10E0456227, PLS (CTCF-bound)@EM10E0456228
g4	chr1:157412220-157412250	PLS (CTCF-bound)@EM10E0456227, PLS (CTCF-bound)@EM10E0456228
g4	chr1:158362467-158362503	PLS (CTCF-bound)@EM10E0456349, PLS@EM10E0456350
g4	chr1:161142747-161142772	PLS (CTCF-bound)@EM10E0456851, PLS@EM10E0456852
g4	chr1:161170652-161170677	DNase-H3K4me3 (CTCF-bound)@EM10E0456858
g4	chr1:163312640-163312671	pELS (CTCF-bound)@EM10E0457412, pELS@EM10E0457413
g4	chr1:164457639-164457667	pELS@EM10E0457706
g4	chr1:164458059-164458107	pELS (CTCF-bound)@EM10E0457707, PLS (CTCF-bound)@EM10E0457708
g4	chr1:164899037-164899062	pELS (CTCF-bound)@EM10E0457832, pELS (CTCF-bound)@EM10E0457833
g4	chr1:165281805-165281850	dELS@EM10E0457953
g4	chr1:165282101-165282124	dELS@EM10E0457954, dELS@EM10E0457953
g4	chr1:165282179-165282217	dELS@EM10E0457954, dELS@EM10E0457953
g4	chr1:165630151-165630173	dELS@EM10E0458048
g4	chr1:165634041-165634069	pELS@EM10E0458053
g4	chr1:165634101-165634134	pELS@EM10E0458053
g4	chr1:165841032-165841056	dELS@EM10E0458218
g4	chr1:166238492-166238524	PLS@EM10E0458366
g4	chr1:166238868-166238890	PLS@EM10E0458366
g4	chr1:166309573-166309602	pELS@EM10E0458407, PLS (CTCF-bound)@EM10E0458408
g4	chr1:167001342-167001363	PLS@EM10E0458491, PLS@EM10E0458492
g4	chr1:167673026-167673060	DNase-H3K4me3@EM10E0458709
g4	chr1:167688559-167688595	pELS@EM10E0458712, pELS@EM10E0458713
g4	chr1:167689182-167689207	pELS@EM10E0458713, PLS@EM10E0458714
g4	chr1:167803281-167803302	dELS@EM10E0458740, dELS@EM10E0458741
g4	chr1:167803394-167803413	dELS@EM10E0458740, dELS@EM10E0458741
g4	chr1:168101563-168101588	DNase-H3K4me3@EM10E0458785
g4	chr1:168431390-168431420	PLS (CTCF-bound)@EM10E0458962
g4	chr1:168431696-168431771	PLS (CTCF-bound)@EM10E0458962, PLS@EM10E0458963
g4	chr1:170589912-170589940	PLS (CTCF-bound)@EM10E0459341, pELS (CTCF-bound)@EM10E0459342
g4	chr1:171102645-171102691	dELS (CTCF-bound)@EM10E0459591, dELS (CTCF-bound)@EM10E0459592, dELS (CTCF-bound)@EM10E0459593
g4	chr1:171370149-171370172	PLS@EM10E0459782, PLS (CTCF-bound)@EM10E0459783
g4	chr1:171370480-171370504	PLS (CTCF-bound)@EM10E0459783
g4	chr1:171375728-171375753	dELS@EM10E0459788
g4	chr1:171384482-171384521	DNase-H3K4me3@EM10E0459796
g4	chr1:171384540-171384563	DNase-H3K4me3@EM10E0459796
g4	chr1:171384883-171384911	DNase-H3K4me3@EM10E0459796
g4	chr1:171437996-171438028	pELS@EM10E0459820, pELS@EM10E0459821
g4	chr1:172297340-172297364	pELS (CTCF-bound)@EM10E0460195, pELS@EM10E0460196, pELS@EM10E0460197
g4	chr1:172340857-172340879	pELS@EM10E0460250, PLS@EM10E0460251
g4	chr1:172341176-172341200	PLS@EM10E0460251
g4	chr1:172341247-172341310	PLS@EM10E0460251, pELS@EM10E0460252
g4	chr1:172482282-172482315	PLS (CTCF-bound)@EM10E0460316
g4	chr1:173367332-173367362	pELS@EM10E0460477, pELS (CTCF-bound)@EM10E0460478
g4	chr1:173367544-173367569	pELS (CTCF-bound)@EM10E0460478, PLS@EM10E0460479
g4	chr1:173367619-173367644	pELS (CTCF-bound)@EM10E0460478, PLS@EM10E0460479
g4	chr1:173367764-173367793	pELS (CTCF-bound)@EM10E0460478, PLS@EM10E0460479
g4	chr1:175492190-175492215	pELS@EM10E0460672, PLS (CTCF-bound)@EM10E0460673, PLS@EM10E0460674
g4	chr1:175492630-175492667	PLS@EM10E0460674, pELS (CTCF-bound)@EM10E0460675
g4	chr1:175492765-175492808	PLS@EM10E0460674, pELS (CTCF-bound)@EM10E0460675
g4	chr1:176274771-176274800	pELS (CTCF-bound)@EM10E0460776
g4	chr1:176275125-176275159	pELS (CTCF-bound)@EM10E0460776, PLS@EM10E0460777, PLS@EM10E0460778
g4	chr1:176275317-176275352	PLS@EM10E0460777, PLS@EM10E0460778
g4	chr1:176275469-176275489	pELS@EM10E0460779, PLS@EM10E0460778
g4	chr1:178528403-178528439	pELS@EM10E0461264, pELS@EM10E0461265, pELS@EM10E0461266
g4	chr1:178528661-178528686	pELS@EM10E0461266
g4	chr1:178530309-178530329	pELS@EM10E0461271, pELS (CTCF-bound)@EM10E0461272
g4	chr1:179106288-179106318	dELS (CTCF-bound)@EM10E0461432
g4	chr1:179668038-179668066	pELS@EM10E0461621, PLS (CTCF-bound)@EM10E0461622
g4	chr1:179668555-179668592	PLS (CTCF-bound)@EM10E0461622, pELS@EM10E0461623, pELS@EM10E0461624
g4	chr1:179959708-179959738	pELS@EM10E0461700, pELS@EM10E0461701
g4	chr1:179959914-179959948	pELS@EM10E0461701
g4	chr1:179959960-179959988	pELS@EM10E0461701
g4	chr1:180483073-180483104	pELS@EM10E0461971, pELS@EM10E0461972
g4	chr1:180483501-180483520	PLS@EM10E0461973
g4	chr1:180483545-180483582	PLS@EM10E0461973
g4	chr1:181352311-181352340	PLS@EM10E0462393
g4	chr1:181352762-181352793	PLS@EM10E0462393, PLS (CTCF-bound)@EM10E0462394
g4	chr1:182019260-182019277	pELS (CTCF-bound)@EM10E0462548, pELS (CTCF-bound)@EM10E0462549
g4	chr1:182019714-182019736	pELS (CTCF-bound)@EM10E0462549, PLS@EM10E0462550, PLS@EM10E0462551
g4	chr1:182020024-182020082	PLS@EM10E0462551, pELS@EM10E0462552
g4	chr1:182020287-182020304	PLS@EM10E0462551, pELS@EM10E0462552
g4	chr1:182020388-182020409	PLS@EM10E0462551, pELS@EM10E0462552
g4	chr1:182748722-182748747	DNase-H3K4me3@EM10E0462838
g4	chr1:182764025-182764057	PLS (CTCF-bound)@EM10E0462841, pELS (CTCF-bound)@EM10E0462842
g4	chr1:182764849-182764896	PLS@EM10E0462843, PLS (CTCF-bound)@EM10E0462844
g4	chr1:184811338-184811396	PLS@EM10E0463378
g4	chr1:184998979-184999021	pELS@EM10E0463449, pELS@EM10E0463450
g4	chr1:184999055-184999080	pELS@EM10E0463449, pELS@EM10E0463450
g4	chr1:184999262-184999297	pELS@EM10E0463450, PLS (CTCF-bound)@EM10E0463451
g4	chr1:184999347-184999382	pELS@EM10E0463450, PLS (CTCF-bound)@EM10E0463451
g4	chr1:184999479-184999528	pELS@EM10E0463450, PLS (CTCF-bound)@EM10E0463451
g4	chr1:185454858-185454891	PLS@EM10E0463572, pELS@EM10E0463573
g4	chr1:185454967-185454984	PLS@EM10E0463572, pELS@EM10E0463573
g4	chr1:185455012-185455029	PLS@EM10E0463572, pELS@EM10E0463573
g4	chr1:185491368-185491398	DNase-H3K4me3@EM10E0463597
g4	chr1:186665228-186665254	dELS@EM10E0463782
g4	chr1:186833584-186833607	dELS@EM10E0463821, dELS@EM10E0463822
g4	chr1:187605642-187605664	DNase-H3K4me3@EM10E0463922
g4	chr1:187608905-187608924	pELS@EM10E0463930, PLS (CTCF-bound)@EM10E0463931
g4	chr1:187608999-187609023	pELS@EM10E0463930, PLS (CTCF-bound)@EM10E0463931, pELS (CTCF-bound)@EM10E0463932
g4	chr1:189343890-189343912	PLS (CTCF-bound)@EM10E0464147, PLS (CTCF-bound)@EM10E0464148
g4	chr1:189728229-189728247	PLS@EM10E0464215, PLS (CTCF-bound)@EM10E0464216
g4	chr1:190169556-190169581	PLS@EM10E0464405
g4	chr1:190170511-190170543	PLS@EM10E0464408, PLS@EM10E0464409
g4	chr1:190170862-190170885	PLS@EM10E0464409, pELS@EM10E0464410
g4	chr1:190170932-190170952	PLS@EM10E0464409, pELS@EM10E0464410
g4	chr1:190173592-190173612	dELS@EM10E0464415, dELS@EM10E0464416
g4	chr1:190173680-190173701	dELS@EM10E0464415, dELS@EM10E0464416
g4	chr1:190174922-190174943	dELS (CTCF-bound)@EM10E0464418
g4	chr1:190175539-190175570	dELS@EM10E0464419, dELS@EM10E0464420
g4	chr1:190978125-190978160	pELS@EM10E0464532, pELS (CTCF-bound)@EM10E0464533
g4	chr1:190978499-190978528	pELS (CTCF-bound)@EM10E0464533, pELS@EM10E0464534
g4	chr1:191419953-191419990	dELS@EM10E0464787, dELS@EM10E0464788
g4	chr1:192191242-192191273	pELS@EM10E0465095, pELS@EM10E0465096
g4	chr1:192796815-192796875	dELS@EM10E0465242, dELS@EM10E0465243
g4	chr1:192834868-192834897	pELS (CTCF-bound)@EM10E0465272
g4	chr1:192855189-192855240	PLS (CTCF-bound)@EM10E0465285, pELS (CTCF-bound)@EM10E0465286
g4	chr1:192855402-192855424	pELS (CTCF-bound)@EM10E0465286, PLS@EM10E0465287
g4	chr1:192855811-192855832	PLS@EM10E0465287, pELS@EM10E0465288
g4	chr1:193035765-193035787	PLS@EM10E0465325, pELS@EM10E0465326
g4	chr1:193035858-193035889	PLS@EM10E0465325, pELS@EM10E0465326
g4	chr1:193036021-193036050	PLS@EM10E0465325, pELS@EM10E0465326
g4	chr1:193273232-193273267	PLS@EM10E0465424, PLS (CTCF-bound)@EM10E0465425
g4	chr1:194619732-194619759	pELS (CTCF-bound)@EM10E0465692, PLS (CTCF-bound)@EM10E0465693
g4	chr1:194620121-194620153	PLS (CTCF-bound)@EM10E0465693, pELS (CTCF-bound)@EM10E0465694
g4	chr1:194620468-194620494	pELS (CTCF-bound)@EM10E0465694, pELS (CTCF-bound)@EM10E0465695
g4	chr10:3366494-3366529	PLS@EM10E0465910, PLS@EM10E0465911
g4	chr10:3740326-3740349	PLS (CTCF-bound)@EM10E0465980
g4	chr10:3740572-3740618	PLS (CTCF-bound)@EM10E0465980, pELS (CTCF-bound)@EM10E0465981, pELS (CTCF-bound)@EM10E0465982
g4	chr10:5550850-5550882	PLS (CTCF-bound)@EM10E0466462, pELS@EM10E0466463
g4	chr10:5922395-5922412	PLS@EM10E0466520
g4	chr10:5922531-5922552	PLS@EM10E0466520, pELS@EM10E0466521
g4	chr10:7589579-7589609	pELS@EM10E0466702, PLS (CTCF-bound)@EM10E0466703
g4	chr10:8518508-8518535	pELS (CTCF-bound)@EM10E0466990
g4	chr10:9674461-9674487	pELS@EM10E0467221, pELS (CTCF-bound)@EM10E0467222
g4	chr10:9675910-9675929	pELS@EM10E0467224, pELS@EM10E0467225
g4	chr10:13061173-13061195	dELS@EM10E0467653, dELS@EM10E0467654, DNase-H3K4me3@EM10E0467655
g4	chr10:14545718-14545740	pELS (CTCF-bound)@EM10E0468072
g4	chr10:18318537-18318562	pELS (CTCF-bound)@EM10E0468522, pELS (CTCF-bound)@EM10E0468523
g4	chr10:18318910-18318935	pELS (CTCF-bound)@EM10E0468523, PLS@EM10E0468524
g4	chr10:19850099-19850125	pELS@EM10E0469003
g4	chr10:19850327-19850357	pELS@EM10E0469003
g4	chr10:19850541-19850573	pELS (CTCF-bound)@EM10E0469004
g4	chr10:19851096-19851126	pELS (CTCF-bound)@EM10E0469004, pELS@EM10E0469005, PLS (CTCF-bound)@EM10E0469006
g4	chr10:19851136-19851167	pELS@EM10E0469005, PLS (CTCF-bound)@EM10E0469006
g4	chr10:19851889-19851915	DNase-H3K4me3 (CTCF-bound)@EM10E0469007
g4	chr10:20148923-20148957	PLS (CTCF-bound)@EM10E0469129, PLS (CTCF-bound)@EM10E0469130
g4	chr10:20149099-20149137	PLS (CTCF-bound)@EM10E0469130, pELS@EM10E0469131
g4	chr10:20149226-20149289	PLS (CTCF-bound)@EM10E0469130, pELS@EM10E0469131, pELS (CTCF-bound)@EM10E0469132
g4	chr10:20149319-20149351	pELS@EM10E0469131, pELS (CTCF-bound)@EM10E0469132
g4	chr10:20149380-20149411	pELS@EM10E0469131, pELS (CTCF-bound)@EM10E0469132
g4	chr10:21993153-21993173	pELS (CTCF-bound)@EM10E0469830
g4	chr10:21993811-21993834	pELS (CTCF-bound)@EM10E0469832, PLS@EM10E0469833
g4	chr10:22151579-22151611	DNase-H3K4me3@EM10E0469880, DNase-H3K4me3 (CTCF-bound)@EM10E0469881
g4	chr10:22158379-22158399	PLS (CTCF-bound)@EM10E0469883
g4	chr10:22158860-22158885	PLS (CTCF-bound)@EM10E0469883, DNase-H3K4me3@EM10E0469884
g4	chr10:22159728-22159755	DNase-H3K4me3@EM10E0469886
g4	chr10:22159979-22160003	DNase-H3K4me3@EM10E0469886, DNase-H3K4me3@EM10E0469887
g4	chr10:22645071-22645093	PLS@EM10E0469923, pELS (CTCF-bound)@EM10E0469924
g4	chr10:23349945-23349971	pELS@EM10E0470068, PLS@EM10E0470069, PLS (CTCF-bound)@EM10E0470070
g4	chr10:23350236-23350260	PLS (CTCF-bound)@EM10E0470070
g4	chr10:23796964-23796995	PLS@EM10E0470144
g4	chr10:24223493-24223515	PLS (CTCF-bound)@EM10E0470224
g4	chr10:24596486-24596509	pELS (CTCF-bound)@EM10E0470316, pELS@EM10E0470317
g4	chr10:25200253-25200287	PLS (CTCF-bound)@EM10E0470504
g4	chr10:26078588-26078608	PLS@EM10E0470688, pELS@EM10E0470689
g4	chr10:26078725-26078767	pELS@EM10E0470689, PLS (CTCF-bound)@EM10E0470690
g4	chr10:29535906-29535934	PLS (CTCF-bound)@EM10E0471045, pELS@EM10E0471046
g4	chr10:29536093-29536122	PLS (CTCF-bound)@EM10E0471045, pELS@EM10E0471046
g4	chr10:30842524-30842549	pELS@EM10E0471170, PLS (CTCF-bound)@EM10E0471171
g4	chr10:30842712-30842728	pELS@EM10E0471170, PLS (CTCF-bound)@EM10E0471171
g4	chr10:30843073-30843111	PLS (CTCF-bound)@EM10E0471171, pELS (CTCF-bound)@EM10E0471172
g4	chr10:31445522-31445544	pELS (CTCF-bound)@EM10E0471212
g4	chr10:31445823-31445846	pELS (CTCF-bound)@EM10E0471212, PLS (CTCF-bound)@EM10E0471213
g4	chr10:31608642-31608677	pELS (CTCF-bound)@EM10E0471242, pELS@EM10E0471243
g4	chr10:31609721-31609748	pELS (CTCF-bound)@EM10E0471246
g4	chr10:32890048-32890069	PLS@EM10E0471258, pELS (CTCF-bound)@EM10E0471259, PLS@EM10E0471260
g4	chr10:32890140-32890169	pELS (CTCF-bound)@EM10E0471259, PLS@EM10E0471260
g4	chr10:36506792-36506809	PLS (CTCF-bound)@EM10E0471460, PLS (CTCF-bound)@EM10E0471461
g4	chr10:39926979-39927002	PLS (CTCF-bound)@EM10E0472106, pELS@EM10E0472107
g4	chr10:40191880-40191910	dELS@EM10E0472218, dELS@EM10E0472219
g4	chr10:40191961-40192006	dELS@EM10E0472219
g4	chr10:40884211-40884258	pELS (CTCF-bound)@EM10E0472489, pELS@EM10E0472490
g4	chr10:41426150-41426182	DNase-H3K4me3@EM10E0472602
g4	chr10:41426198-41426225	DNase-H3K4me3@EM10E0472602
g4	chr10:42018121-42018136	PLS (CTCF-bound)@EM10E0472854, PLS@EM10E0472855
g4	chr10:42205342-42205369	dELS@EM10E0472957
g4	chr10:42579902-42579922	dELS@EM10E0473121, dELS (CTCF-bound)@EM10E0473122
g4	chr10:42582544-42582574	pELS@EM10E0473128
g4	chr10:42582813-42582838	pELS@EM10E0473128, pELS@EM10E0473129
g4	chr10:42583724-42583751	PLS (CTCF-bound)@EM10E0473131, PLS@EM10E0473132
g4	chr10:42583919-42583948	PLS (CTCF-bound)@EM10E0473131, PLS@EM10E0473132
g4	chr10:42584726-42584747	pELS@EM10E0473134, pELS@EM10E0473135
g4	chr10:42591629-42591654	dELS (CTCF-bound)@EM10E0473142, dELS@EM10E0473143
g4	chr10:42592109-42592135	dELS@EM10E0473143, dELS@EM10E0473144
g4	chr10:42614065-42614110	dELS@EM10E0473151, dELS@EM10E0473152
g4	chr10:42632256-42632285	dELS@EM10E0473160, dELS@EM10E0473161, dELS@EM10E0473162
g4	chr10:42635838-42635869	dELS@EM10E0473170, dELS@EM10E0473171
g4	chr10:42636036-42636068	dELS@EM10E0473171, dELS@EM10E0473172
g4	chr10:42950523-42950553	dELS@EM10E0473279
g4	chr10:43021460-43021488	dELS@EM10E0473317
g4	chr10:43021954-43021982	dELS@EM10E0473317, dELS@EM10E0473318
g4	chr10:43022115-43022159	dELS@EM10E0473318
g4	chr10:43173875-43173899	pELS (CTCF-bound)@EM10E0473364, pELS (CTCF-bound)@EM10E0473365
g4	chr10:43174203-43174226	pELS (CTCF-bound)@EM10E0473365, pELS (CTCF-bound)@EM10E0473366
g4	chr10:43174287-43174316	pELS (CTCF-bound)@EM10E0473365, pELS (CTCF-bound)@EM10E0473366, PLS@EM10E0473367
g4	chr10:43174593-43174654	PLS@EM10E0473367, pELS (CTCF-bound)@EM10E0473368
g4	chr10:43175296-43175318	pELS@EM10E0473369, pELS@EM10E0473370
g4	chr10:43175338-43175363	pELS@EM10E0473369, pELS@EM10E0473370
g4	chr10:45289445-45289466	PLS@EM10E0474081, pELS@EM10E0474082
g4	chr10:45336060-45336102	PLS@EM10E0474088
g4	chr10:45485814-45485841	dELS (CTCF-bound)@EM10E0474115, dELS (CTCF-bound)@EM10E0474116
g4	chr10:49788636-49788664	pELS (CTCF-bound)@EM10E0474252, PLS (CTCF-bound)@EM10E0474253
g4	chr10:50894666-50894689	PLS@EM10E0474301, PLS@EM10E0474302
g4	chr10:51590232-51590255	DNase-H3K4me3@EM10E0474372, PLS@EM10E0474373
g4	chr10:51677715-51677740	DNase-H3K4me3@EM10E0474381, PLS@EM10E0474382
g4	chr10:52022320-52022364	DNase-H3K4me3@EM10E0474394, PLS@EM10E0474395
g4	chr10:52022591-52022618	PLS@EM10E0474395
g4	chr10:52027336-52027365	DNase-H3K4me3@EM10E0474400, DNase-H3K4me3@EM10E0474401
g4	chr10:52028023-52028054	DNase-H3K4me3@EM10E0474402
g4	chr10:52691524-52691549	pELS (CTCF-bound)@EM10E0474508, pELS@EM10E0474509, pELS@EM10E0474510
g4	chr10:53750677-53750708	pELS@EM10E0474688, pELS@EM10E0474689
g4	chr10:53750982-53751008	pELS@EM10E0474689, PLS@EM10E0474690
g4	chr10:53751167-53751191	PLS@EM10E0474690
g4	chr10:58813960-58813982	pELS (CTCF-bound)@EM10E0475149
g4	chr10:60106665-60106714	PLS@EM10E0475662, pELS (CTCF-bound)@EM10E0475663
g4	chr10:60106959-60106984	pELS (CTCF-bound)@EM10E0475663
g4	chr10:60107278-60107298	pELS@EM10E0475664, pELS@EM10E0475665
g4	chr10:60107658-60107681	pELS@EM10E0475664, pELS@EM10E0475665
g4	chr10:60686711-60686749	DNase-H3K4me3@EM10E0475924, DNase-H3K4me3@EM10E0475925
g4	chr10:60687369-60687394	DNase-H3K4me3@EM10E0475927, DNase-H3K4me3 (CTCF-bound)@EM10E0475928
g4	chr10:60885873-60885905	dELS@EM10E0476038, dELS@EM10E0476039
g4	chr10:61272887-61272915	pELS@EM10E0476192, pELS@EM10E0476193
g4	chr10:61273112-61273147	pELS@EM10E0476193, PLS (CTCF-bound)@EM10E0476194
g4	chr10:61273424-61273463	PLS (CTCF-bound)@EM10E0476194, PLS@EM10E0476195
g4	chr10:61273473-61273508	PLS (CTCF-bound)@EM10E0476194, PLS@EM10E0476195
g4	chr10:61383393-61383409	pELS@EM10E0476246, PLS (CTCF-bound)@EM10E0476247
g4	chr10:61418218-61418241	PLS@EM10E0476269, pELS@EM10E0476270
g4	chr10:61783383-61783408	pELS@EM10E0476424
g4	chr10:61783416-61783439	pELS@EM10E0476424, pELS (CTCF-bound)@EM10E0476425
g4	chr10:61783504-61783533	pELS@EM10E0476424, pELS (CTCF-bound)@EM10E0476425
g4	chr10:61811856-61811891	dELS@EM10E0476429
g4	chr10:61936829-61936852	dELS@EM10E0476479, dELS@EM10E0476480
g4	chr10:61978558-61978585	pELS (CTCF-bound)@EM10E0476491, pELS@EM10E0476492, pELS@EM10E0476493
g4	chr10:61979167-61979188	PLS@EM10E0476494
g4	chr10:61979517-61979561	PLS@EM10E0476494, DNase-H3K4me3 (CTCF-bound)@EM10E0476495
g4	chr10:62111114-62111137	PLS (CTCF-bound)@EM10E0476531
g4	chr10:62132890-62132911	DNase-H3K4me3@EM10E0476538, PLS (CTCF-bound)@EM10E0476539
g4	chr10:62132938-62132966	DNase-H3K4me3@EM10E0476538, PLS (CTCF-bound)@EM10E0476539
g4	chr10:62133349-62133384	PLS (CTCF-bound)@EM10E0476539, DNase-H3K4me3 (CTCF-bound)@EM10E0476540
g4	chr10:62230974-62230995	pELS@EM10E0476579, PLS@EM10E0476580
g4	chr10:62243218-62243239	dELS (CTCF-bound)@EM10E0476587
g4	chr10:62258469-62258490	CTCF-only (CTCF-bound)@EM10E0476590
g4	chr10:62258498-62258539	CTCF-only (CTCF-bound)@EM10E0476590
g4	chr10:62726130-62726167	PLS (CTCF-bound)@EM10E0476784
g4	chr10:62726218-62726243	PLS (CTCF-bound)@EM10E0476784
g4	chr10:64876237-64876264	dELS@EM10E0477127, dELS@EM10E0477128
g4	chr10:68354397-68354424	dELS@EM10E0477871
g4	chr10:69398804-69398836	PLS (CTCF-bound)@EM10E0478136
g4	chr10:69399180-69399203	PLS (CTCF-bound)@EM10E0478136, pELS (CTCF-bound)@EM10E0478137
g4	chr10:69399257-69399282	PLS (CTCF-bound)@EM10E0478136, pELS (CTCF-bound)@EM10E0478137
g4	chr10:69399758-69399788	pELS@EM10E0478138, pELS@EM10E0478139
g4	chr10:69570997-69571022	dELS@EM10E0478185
g4	chr10:70245197-70245219	PLS (CTCF-bound)@EM10E0478487
g4	chr10:70440572-70440592	pELS (CTCF-bound)@EM10E0478554, PLS (CTCF-bound)@EM10E0478555
g4	chr10:70441141-70441193	PLS (CTCF-bound)@EM10E0478555, pELS@EM10E0478556
g4	chr10:70598751-70598797	pELS (CTCF-bound)@EM10E0478599, pELS@EM10E0478598
g4	chr10:70599753-70599783	pELS (CTCF-bound)@EM10E0478601
g4	chr10:71159333-71159348	pELS@EM10E0478751, pELS@EM10E0478752
g4	chr10:71159777-71159805	PLS@EM10E0478753
g4	chr10:73099249-73099301	dELS (CTCF-bound)@EM10E0478916, dELS (CTCF-bound)@EM10E0478917
g4	chr10:74967206-74967231	PLS (CTCF-bound)@EM10E0478973, PLS (CTCF-bound)@EM10E0478974
g4	chr10:74995537-74995558	dELS@EM10E0478993
g4	chr10:74995609-74995638	dELS@EM10E0478993
g4	chr10:75061305-75061328	pELS@EM10E0479019
g4	chr10:75556434-75556465	dELS (CTCF-bound)@EM10E0479269, dELS@EM10E0479270
g4	chr10:75559882-75559941	pELS@EM10E0479274, PLS@EM10E0479275
g4	chr10:75560184-75560211	PLS@EM10E0479275, PLS@EM10E0479276
g4	chr10:76623465-76623486	PLS (CTCF-bound)@EM10E0479673, PLS@EM10E0479674
g4	chr10:76623705-76623723	PLS (CTCF-bound)@EM10E0479673, PLS@EM10E0479674
g4	chr10:76623757-76623781	PLS (CTCF-bound)@EM10E0479673, PLS@EM10E0479674
g4	chr10:77165812-77165832	pELS@EM10E0479888, pELS@EM10E0479889
g4	chr10:77166389-77166425	PLS@EM10E0479890
g4	chr10:77166535-77166570	PLS@EM10E0479890
g4	chr10:77191405-77191440	dELS@EM10E0479896, dELS@EM10E0479897
g4	chr10:77902834-77902861	PLS (CTCF-bound)@EM10E0480179, pELS@EM10E0480180, pELS@EM10E0480181
g4	chr10:77902910-77902931	pELS@EM10E0480180, pELS@EM10E0480181
g4	chr10:77903069-77903109	pELS@EM10E0480180, pELS@EM10E0480181, pELS@EM10E0480182
g4	chr10:77969542-77969567	PLS@EM10E0480191
g4	chr10:77969672-77969698	PLS@EM10E0480191
g4	chr10:79533679-79533734	PLS@EM10E0480584
g4	chr10:79533907-79533946	PLS@EM10E0480584, pELS@EM10E0480585
g4	chr10:79611761-79611792	DNase-H3K4me3@EM10E0480599
g4	chr10:79611992-79612010	DNase-H3K4me3@EM10E0480599
g4	chr10:79612713-79612738	DNase-H3K4me3 (CTCF-bound)@EM10E0480600, DNase-H3K4me3@EM10E0480601
g4	chr10:79637567-79637594	pELS@EM10E0480609, PLS (CTCF-bound)@EM10E0480610
g4	chr10:79716552-79716572	PLS@EM10E0480672
g4	chr10:79716779-79716817	PLS@EM10E0480672, pELS (CTCF-bound)@EM10E0480673
g4	chr10:79717364-79717388	pELS (CTCF-bound)@EM10E0480673
g4	chr10:79735663-79735719	dELS (CTCF-bound)@EM10E0480683
g4	chr10:79755164-79755187	PLS (CTCF-bound)@EM10E0480693
g4	chr10:79780243-79780273	dELS (CTCF-bound)@EM10E0480712, dELS (CTCF-bound)@EM10E0480713
g4	chr10:79822856-79822890	PLS@EM10E0480753
g4	chr10:79874416-79874446	PLS@EM10E0480800
g4	chr10:79882437-79882465	dELS@EM10E0480809
g4	chr10:79918450-79918474	pELS@EM10E0480840, PLS@EM10E0480841
g4	chr10:79921264-79921295	DNase-H3K4me3 (CTCF-bound)@EM10E0480845
g4	chr10:79971034-79971059	PLS@EM10E0480894, pELS@EM10E0480895
g4	chr10:80136784-80136822	pELS@EM10E0481054, pELS@EM10E0481055
g4	chr10:80138116-80138133	pELS@EM10E0481057, pELS@EM10E0481058
g4	chr10:80138148-80138172	pELS@EM10E0481057, pELS@EM10E0481058
g4	chr10:80138896-80138926	pELS@EM10E0481060, pELS@EM10E0481061
g4	chr10:80139037-80139060	pELS@EM10E0481061, PLS@EM10E0481062
g4	chr10:80139110-80139128	pELS@EM10E0481061, PLS@EM10E0481062
g4	chr10:80179909-80179938	pELS (CTCF-bound)@EM10E0481142, pELS@EM10E0481143
g4	chr10:80299049-80299078	dELS (CTCF-bound)@EM10E0481230
g4	chr10:80329247-80329277	PLS@EM10E0481256
g4	chr10:80329453-80329475	PLS@EM10E0481256
g4	chr10:80342472-80342506	DNase-H3K4me3@EM10E0481270
g4	chr10:80342557-80342596	DNase-H3K4me3@EM10E0481270, dELS (CTCF-bound)@EM10E0481271
g4	chr10:80342607-80342646	DNase-H3K4me3@EM10E0481270, dELS (CTCF-bound)@EM10E0481271
g4	chr10:80345185-80345210	dELS (CTCF-bound)@EM10E0481276
g4	chr10:80345290-80345317	dELS (CTCF-bound)@EM10E0481276
g4	chr10:80348881-80348907	PLS (CTCF-bound)@EM10E0481280, pELS (CTCF-bound)@EM10E0481281
g4	chr10:80348937-80348960	pELS (CTCF-bound)@EM10E0481281
