"Flipon"	"Coordinates"	"miRNA (+)"	"miRNA (-)"	"miRNA (intersection)"
"g4"	"chr10:42584726-42584747"	""	""	""
"g4"	"chr10:42591629-42591654"	""	""	""
"g4"	"chr10:42592109-42592135"	""	""	""
"g4"	"chr10:42614065-42614110"	""	""	""
"g4"	"chr10:42632256-42632285"	""	""	""
"g4"	"chr10:42635838-42635869"	""	""	""
"g4"	"chr10:42636036-42636068"	""	""	""
"g4"	"chr10:42895455-42895491"	""	""	""
"g4"	"chr10:42950523-42950553"	"miR-423 (2)"	""	""
"g4"	"chr10:43021460-43021488"	""	"miR-296 (1)"	""
"g4"	"chr10:43021954-43021982"	""	""	""
"g4"	"chr10:43022115-43022159"	""	"miR-1249 (1)"	""
"g4"	"chr10:43173875-43173899"	"miR-339 (1)"	""	""
"g4"	"chr10:43174203-43174226"	""	""	""
"g4"	"chr10:43174287-43174316"	""	""	""
"g4"	"chr10:43174593-43174654"	"miR-485 (1)"	""	""
"g4"	"chr10:43175296-43175318"	"miR-296 (1)"	""	""
"g4"	"chr10:43175338-43175363"	""	""	""
"g4"	"chr10:43265163-43265190"	""	"miR-331 (1)"	""
"g4"	"chr10:43604260-43604282"	"miR-329/362 (1)"	""	""
"g4"	"chr10:4362194-4362227"	"miR-150 (1), miR-483 (1)"	""	""
"g4"	"chr10:44104645-44104685"	""	""	""
"g4"	"chr10:44584732-44584750"	""	""	""
"g4"	"chr10:44694283-44694331"	""	"miR-532 (2)"	""
"g4"	"chr10:44700964-44700983"	""	"miR-185 (1)"	""
"g4"	"chr10:44956605-44956643"	""	"miR-532 (1)"	""
"g4"	"chr10:45255370-45255410"	""	""	""
"g4"	"chr10:45289445-45289466"	""	""	""
"g4"	"chr10:45336060-45336102"	""	"miR-532 (1)"	""
"g4"	"chr10:45404990-45405005"	""	"miR-532 (1)"	""
"g4"	"chr10:45485814-45485841"	""	""	""
"g4"	"chr10:4551254-4551289"	""	""	""
"g4"	"chr10:4585314-4585342"	""	""	""
"g4"	"chr10:46030177-46030200"	"miR-330 (1)"	""	""
"g4"	"chr10:46161343-46161389"	""	""	""
"g4"	"chr10:46888236-46888265"	""	""	""
"g4"	"chr10:47299151-47299176"	"miR-185 (1)"	""	""
"g4"	"chr10:4761310-4761368"	"miR-328 (1)"	"miR-491 (1)"	""
"g4"	"chr10:48210974-48210997"	""	""	""
"g4"	"chr10:4862836-4862869"	""	""	""
"g4"	"chr10:48700346-48700376"	""	""	""
"g4"	"chr10:49329887-49329904"	""	""	""
"g4"	"chr10:49687287-49687309"	"miR-296 (1)"	""	""
"g4"	"chr10:49788636-49788664"	""	""	""
"g4"	"chr10:49917226-49917257"	""	"miR-122 (1)"	""
"g4"	"chr10:50260065-50260131"	"miR-448 (1)"	"miR-501/502 (1)"	""
"g4"	"chr10:50283254-50283273"	""	"miR-185 (1)"	""
"g4"	"chr10:50386657-50386702"	""	""	""
"g4"	"chr10:50520463-50520497"	""	""	""
"g4"	"chr10:50520675-50520700"	"miR-185 (1)"	""	""
"g4"	"chr10:50751048-50751114"	"miR-328 (1)"	""	""
"g4"	"chr10:50757058-50757090"	""	"miR-486 (1)"	""
"g4"	"chr10:50785924-50785943"	""	""	""
"g4"	"chr10:50820895-50820954"	""	"miR-874 (1)"	""
"g4"	"chr10:50894666-50894689"	"miR-490 (1)"	"miR-204/211 (1)"	""
"g4"	"chr10:50934343-50934366"	""	""	""
"g4"	"chr10:50934504-50934523"	""	""	""
"g4"	"chr10:51078831-51078862"	""	""	""
"g4"	"chr10:51217961-51217988"	""	"miR-491 (1)"	""
"g4"	"chr10:51309647-51309665"	""	"miR-491 (1)"	""
"g4"	"chr10:51397753-51397803"	""	"miR-329/362 (1)"	""
"g4"	"chr10:51562060-51562079"	""	""	""
"g4"	"chr10:51562088-51562112"	""	""	""
"g4"	"chr10:51590232-51590255"	""	""	""
"g4"	"chr10:51677715-51677740"	""	"miR-744 (2)"	""
"g4"	"chr10:51738417-51738459"	""	"miR-122 (1)"	""
"g4"	"chr10:51880865-51880900"	"miR-491 (1)"	""	""
"g4"	"chr10:52012951-52012984"	""	""	""
"g4"	"chr10:52022320-52022364"	""	""	""
"g4"	"chr10:52022591-52022618"	""	"miR-744 (1)"	""
"g4"	"chr10:52027336-52027365"	""	""	""
"g4"	"chr10:52028023-52028054"	""	""	""
"g4"	"chr10:52076135-52076166"	""	""	""
"g4"	"chr10:52087268-52087288"	""	"miR-491 (1)"	""
"g4"	"chr10:52098551-52098571"	""	""	""
"g4"	"chr10:52105751-52105824"	""	""	""
"g4"	"chr10:52480678-52480704"	""	"miR-1306 (1), miR-532 (1)"	""
"g4"	"chr10:52480732-52480765"	""	"miR-1306 (1)"	""
"g4"	"chr10:52691524-52691549"	""	""	""
"g4"	"chr10:52867697-52867725"	""	""	""
"g4"	"chr10:53066647-53066673"	""	""	""
"g4"	"chr10:53066854-53066879"	"miR-185 (1)"	""	""
"g4"	"chr10:53240399-53240452"	""	"miR-874 (1)"	""
"g4"	"chr10:53328342-53328395"	""	""	""
"g4"	"chr10:53435940-53435963"	""	""	""
"g4"	"chr10:53436299-53436327"	""	"miR-296 (1)"	""
"g4"	"chr10:53457290-53457323"	""	""	""
"g4"	"chr10:53516183-53516212"	"miR-204/211 (1), miR-296 (1)"	""	""
"g4"	"chr10:53556461-53556487"	""	""	""
"g4"	"chr10:53557020-53557055"	""	""	""
"g4"	"chr10:53750677-53750708"	"miR-615 (1)"	""	""
"g4"	"chr10:53750982-53751008"	""	""	""
"g4"	"chr10:53751167-53751191"	""	""	""
"g4"	"chr10:53840292-53840320"	""	""	""
"g4"	"chr10:53840338-53840365"	""	""	""
"g4"	"chr10:53840517-53840541"	"miR-330 (1)"	""	""
"g4"	"chr10:53869744-53869768"	""	""	""
"g4"	"chr10:54159585-54159637"	"miR-122 (2)"	"miR-342 (1)"	""
"g4"	"chr10:54298854-54298903"	""	""	""
"g4"	"chr10:54478701-54478767"	"miR-328 (1)"	""	""
"g4"	"chr10:54514361-54514384"	""	""	""
"g4"	"chr10:54825818-54825833"	""	""	""
"g4"	"chr10:54985570-54985620"	"miR-329/362 (1)"	""	""
"g4"	"chr10:5550850-5550882"	""	"miR-34/449 (1)"	""
"g4"	"chr10:55580969-55581035"	""	"miR-328 (1)"	""
"g4"	"chr10:56169714-56169739"	"miR-532 (1)"	""	""
"g4"	"chr10:5623477-5623510"	""	""	""
"g4"	"chr10:56833460-56833510"	""	"miR-491 (1)"	""
"g4"	"chr10:5684390-5684440"	"miR-532 (1)"	""	""
"g4"	"chr10:57019585-57019609"	""	""	""
"g4"	"chr10:57205359-57205413"	""	"miR-532 (1)"	""
"g4"	"chr10:57224650-57224683"	"miR-140 (1)"	"miR-874 (1)"	""
"g4"	"chr10:57431859-57431887"	""	""	""
"g4"	"chr10:5779422-5779471"	"miR-491 (1)"	""	""
"g4"	"chr10:58221125-58221167"	""	"miR-188 (1)"	""
"g4"	"chr10:58226697-58226719"	""	""	""
"g4"	"chr10:58719655-58719722"	"miR-328 (1)"	""	""
"g4"	"chr10:58813960-58813982"	"miR-296 (1)"	""	""
"g4"	"chr10:5922395-5922412"	""	""	""
"g4"	"chr10:5922531-5922552"	""	""	""
"g4"	"chr10:5964566-5964616"	""	""	""
"g4"	"chr10:59870055-59870080"	"miR-1306 (1)"	""	""
"g4"	"chr10:5988712-5988738"	"miR-532 (1)"	""	""
"g4"	"chr10:60032691-60032715"	""	""	""
"g4"	"chr10:60106665-60106714"	"miR-491 (1)"	""	""
"g4"	"chr10:60106959-60106984"	"miR-299 (1), miR-491 (1)"	""	""
"g4"	"chr10:60107278-60107298"	""	""	""
"g4"	"chr10:60107658-60107681"	""	"miR-670 (1)"	""
"g4"	"chr10:60145605-60145630"	"miR-185 (1)"	""	""
"g4"	"chr10:60321383-60321404"	"miR-873 (1)"	""	""
"g4"	"chr10:60321543-60321575"	""	"miR-10 (1), miR-339 (1)"	""
"g4"	"chr10:60326187-60326207"	""	""	""
"g4"	"chr10:60326268-60326296"	""	""	""
"g4"	"chr10:60400696-60400726"	""	""	""
"g4"	"chr10:60583103-60583134"	""	""	""
"g4"	"chr10:60654295-60654316"	""	""	""
"g4"	"chr10:60663321-60663347"	""	""	""
"g4"	"chr10:60686711-60686749"	""	""	""
"g4"	"chr10:60687369-60687394"	""	"miR-330 (1), miR-760 (1)"	""
"g4"	"chr10:60701112-60701143"	""	"miR-491 (1)"	""
"g4"	"chr10:60798576-60798594"	""	""	""
"g4"	"chr10:60885873-60885905"	""	""	""
"g4"	"chr10:61212647-61212673"	""	""	""
"g4"	"chr10:61213065-61213101"	""	"miR-744 (1)"	""
"g4"	"chr10:61271317-61271351"	""	""	""
"g4"	"chr10:61272887-61272915"	""	""	""
"g4"	"chr10:61273112-61273147"	""	"miR-330 (1)"	""
"g4"	"chr10:61273424-61273463"	"miR-744 (2)"	""	""
"g4"	"chr10:61273473-61273508"	""	""	""
"g4"	"chr10:61327698-61327722"	""	""	""
"g4"	"chr10:61383393-61383409"	""	""	""
"g4"	"chr10:61418218-61418241"	""	""	""
"g4"	"chr10:61526489-61526511"	""	"miR-491 (1)"	""
"g4"	"chr10:61595403-61595423"	""	""	""
"g4"	"chr10:61595511-61595537"	"miR-296 (1)"	""	""
"g4"	"chr10:61595554-61595579"	""	"miR-214 (1)"	""
"g4"	"chr10:61783383-61783408"	""	""	""
"g4"	"chr10:61783416-61783439"	""	""	""
"g4"	"chr10:61783504-61783533"	""	"miR-504 (1)"	""
"g4"	"chr10:61811856-61811891"	""	""	""
"g4"	"chr10:61936829-61936852"	""	""	""
"g4"	"chr10:61978558-61978585"	"miR-296 (1)"	""	""
"g4"	"chr10:61979167-61979188"	""	""	""
"g4"	"chr10:61979517-61979561"	""	""	""
"g4"	"chr10:62109194-62109213"	""	""	""
"g4"	"chr10:62111114-62111137"	""	""	""
"g4"	"chr10:62129452-62129474"	"miR-296 (1), miR-331 (1)"	""	""
"g4"	"chr10:62132890-62132911"	""	""	""
"g4"	"chr10:62132938-62132966"	""	""	""
"g4"	"chr10:62133349-62133384"	"miR-423 (1)"	"miR-329/362 (1)"	""
"g4"	"chr10:62230974-62230995"	""	""	""
"g4"	"chr10:62243218-62243239"	""	""	""
"g4"	"chr10:62258469-62258490"	""	""	""
"g4"	"chr10:62258498-62258539"	""	""	""
"g4"	"chr10:62726130-62726167"	"miR-744 (2)"	""	""
"g4"	"chr10:62726218-62726243"	""	""	""
"g4"	"chr10:6340778-6340811"	""	""	""
"g4"	"chr10:64752121-64752149"	""	"miR-491 (1)"	""
"g4"	"chr10:64876237-64876264"	""	""	""
"g4"	"chr10:65115714-65115734"	""	""	""
"g4"	"chr10:65193196-65193215"	""	""	""
"g4"	"chr10:65363482-65363528"	"miR-491 (1)"	""	""
"g4"	"chr10:66225867-66225910"	"miR-122 (1)"	"miR-532 (1)"	""
"g4"	"chr10:66278843-66278868"	""	""	""
"g4"	"chr10:66442563-66442600"	""	"miR-491 (1)"	""
"g4"	"chr10:66919669-66919699"	""	"miR-185 (1)"	""
"g4"	"chr10:6751048-6751072"	""	""	""
"g4"	"chr10:67772780-67772804"	""	"miR-185 (1)"	""
"g4"	"chr10:67772839-67772858"	""	""	""
"g4"	"chr10:68354397-68354424"	""	""	""
"g4"	"chr10:69180491-69180525"	""	""	""
"g4"	"chr10:69398804-69398836"	"miR-34/449 (1)"	""	""
"g4"	"chr10:69399180-69399203"	""	""	""
"g4"	"chr10:69399257-69399282"	""	"miR-665 (1)"	""
"g4"	"chr10:69399758-69399788"	""	"miR-491 (1)"	""
"g4"	"chr10:69406574-69406601"	""	""	""
"g4"	"chr10:69507159-69507197"	""	""	""
"g4"	"chr10:69507205-69507225"	""	""	""
"g4"	"chr10:69507242-69507266"	""	""	""
"g4"	"chr10:69570997-69571022"	"miR-185 (1)"	""	""
"g4"	"chr10:69815931-69815967"	"miR-328 (1)"	""	""
"g4"	"chr10:70070982-70071009"	""	""	""
"g4"	"chr10:70245197-70245219"	""	""	""
"g4"	"chr10:70312830-70312858"	""	""	""
"g4"	"chr10:70440572-70440592"	""	""	""
"g4"	"chr10:70441141-70441193"	"miR-339 (1)"	""	""
"g4"	"chr10:70598751-70598797"	""	""	""
"g4"	"chr10:70599753-70599783"	"miR-324 (1)"	""	""
"g4"	"chr10:70687599-70687618"	"miR-185 (1)"	""	""
"g4"	"chr10:70687643-70687679"	"miR-185 (1)"	""	""
"g4"	"chr10:7075368-7075393"	""	""	""
"g4"	"chr10:71030649-71030671"	""	""	""
"g4"	"chr10:71159333-71159348"	""	""	""
"g4"	"chr10:71159777-71159805"	""	""	""
"g4"	"chr10:71423828-71423845"	""	""	""
"g4"	"chr10:71534639-71534690"	""	""	""
"g4"	"chr10:71534816-71534831"	""	""	""
"g4"	"chr10:71830681-71830718"	"miR-874 (1)"	""	""
"g4"	"chr10:71863397-71863451"	""	""	""
"g4"	"chr10:71908554-71908608"	""	""	""
"g4"	"chr10:71908688-71908713"	""	""	""
"g4"	"chr10:7193609-7193658"	""	"miR-10 (1), miR-532 (1)"	""
"g4"	"chr10:72622900-72622963"	""	""	""
"g4"	"chr10:7288811-7288857"	""	"miR-874 (1)"	""
"g4"	"chr10:72931932-72931998"	"miR-328 (1)"	""	""
"g4"	"chr10:73099249-73099301"	"miR-532 (1)"	""	""
"g4"	"chr10:73100418-73100434"	""	""	""
"g4"	"chr10:7310333-7310358"	""	""	""
"g4"	"chr10:7310374-7310394"	""	""	""
"g4"	"chr10:73173191-73173240"	"miR-532 (1)"	""	""
"g4"	"chr10:73197176-73197217"	""	""	""
"g4"	"chr10:73757239-73757255"	""	""	""
"g4"	"chr10:73812351-73812378"	""	""	""
"g4"	"chr10:74008682-74008715"	""	""	""
"g4"	"chr10:74238732-74238749"	""	""	""
"g4"	"chr10:74460103-74460149"	""	"miR-188 (1)"	""
"g4"	"chr10:74547585-74547607"	""	""	""
"g4"	"chr10:74967206-74967231"	""	"miR-149 (1)"	""
"g4"	"chr10:74995537-74995558"	""	""	""
"g4"	"chr10:74995609-74995638"	""	"miR-665 (1)"	""
"g4"	"chr10:75061305-75061328"	""	""	""
"g4"	"chr10:75370212-75370239"	""	""	""
"g4"	"chr10:75419445-75419514"	""	""	""
"g4"	"chr10:75556434-75556465"	""	"miR-339 (1)"	""
"g4"	"chr10:75559882-75559941"	"miR-125 (1)"	"miR-24 (1), miR-423 (1)"	""
"g4"	"chr10:75560184-75560211"	""	"miR-324 (1)"	""
"g4"	"chr10:75609398-75609438"	"miR-744 (1)"	"miR-1249 (1), miR-339 (1), miR-346 (1)"	""
"g4"	"chr10:75613809-75613857"	""	""	""
"g4"	"chr10:75614114-75614136"	""	""	""
"g4"	"chr10:75640144-75640172"	"miR-188 (1)"	""	""
"g4"	"chr10:7589579-7589609"	"miR-874 (1)"	""	""
"g4"	"chr10:76264392-76264432"	""	""	""
"g4"	"chr10:76293419-76293452"	""	"miR-22 (1)"	""
"g4"	"chr10:76293469-76293492"	""	"miR-22 (1)"	""
"g4"	"chr10:76293646-76293699"	""	"miR-22 (2)"	""
"g4"	"chr10:76623465-76623486"	""	""	""
"g4"	"chr10:76623705-76623723"	""	""	""
"g4"	"chr10:76623757-76623781"	""	""	""
"g4"	"chr10:76679730-76679751"	""	""	""
"g4"	"chr10:76679778-76679805"	"miR-150 (1)"	""	""
"g4"	"chr10:76784962-76784982"	""	""	""
"g4"	"chr10:76785161-76785190"	""	""	""
"g4"	"chr10:77113317-77113356"	""	"miR-331 (1)"	""
"g4"	"chr10:77137077-77137096"	""	""	""
"g4"	"chr10:77165812-77165832"	""	""	""
"g4"	"chr10:77166389-77166425"	""	""	""
"g4"	"chr10:77166535-77166570"	""	""	""
"g4"	"chr10:77191405-77191440"	""	""	""
"g4"	"chr10:77256615-77256641"	""	""	""
"g4"	"chr10:77256658-77256683"	""	""	""
"g4"	"chr10:77256721-77256756"	"miR-185 (1)"	""	""
"g4"	"chr10:77294590-77294620"	""	"miR-491 (1)"	""
"g4"	"chr10:77664186-77664224"	""	""	""
"g4"	"chr10:77853659-77853691"	"miR-873 (1)"	""	""
"g4"	"chr10:77902834-77902861"	"miR-423 (1)"	""	""
"g4"	"chr10:77902910-77902931"	""	""	""
"g4"	"chr10:77903069-77903109"	"miR-299 (1), miR-744 (1)"	""	""
"g4"	"chr10:77920909-77920937"	""	""	""
"g4"	"chr10:77969542-77969567"	""	""	""
"g4"	"chr10:77969672-77969698"	""	""	""
"g4"	"chr10:77980873-77980901"	""	""	""
"g4"	"chr10:78091835-78091860"	""	""	""
"g4"	"chr10:78257339-78257364"	""	""	""
"g4"	"chr10:78533276-78533324"	"miR-491 (1)"	""	""
"g4"	"chr10:78665598-78665622"	"miR-491 (1)"	""	""
"g4"	"chr10:78758024-78758045"	""	""	""
"g4"	"chr10:78932326-78932351"	""	""	""
"g4"	"chr10:78979834-78979857"	""	""	""
"g4"	"chr10:79038664-79038687"	""	""	""
"g4"	"chr10:79518962-79519000"	""	""	""
"g4"	"chr10:79533679-79533734"	""	""	""
"g4"	"chr10:79533907-79533946"	""	""	""
"g4"	"chr10:79611761-79611792"	""	""	""
"g4"	"chr10:79611992-79612010"	""	""	""
"g4"	"chr10:79612713-79612738"	""	""	""
"g4"	"chr10:79613140-79613165"	""	"miR-22 (1)"	""
"g4"	"chr10:79626460-79626479"	""	""	""
"g4"	"chr10:79637567-79637594"	"miR-615 (1)"	"miR-744 (1)"	""
"g4"	"chr10:79641449-79641476"	""	""	""
"g4"	"chr10:79641693-79641752"	""	""	""
"g4"	"chr10:79641881-79641912"	""	""	""
"g4"	"chr10:79642017-79642036"	""	""	""
"g4"	"chr10:79642121-79642137"	""	""	""
"g4"	"chr10:79716552-79716572"	""	"miR-423 (1)"	""
"g4"	"chr10:79716779-79716817"	""	""	""
"g4"	"chr10:79717364-79717388"	""	""	""
"g4"	"chr10:79735663-79735719"	""	""	""
"g4"	"chr10:79736052-79736080"	""	""	""
"g4"	"chr10:79736684-79736727"	"miR-184 (1)"	""	""
"g4"	"chr10:79755164-79755187"	""	""	""
"g4"	"chr10:79780243-79780273"	""	"miR-339 (1)"	""
"g4"	"chr10:79819612-79819633"	""	""	""
"g4"	"chr10:79822856-79822890"	"miR-296 (1)"	""	""
"g4"	"chr10:79843420-79843452"	""	""	""
"g4"	"chr10:79874416-79874446"	""	"miR-744 (1)"	""
"g4"	"chr10:79882437-79882465"	""	""	""
"g4"	"chr10:79891622-79891666"	"miR-485 (1), miR-744 (1)"	"miR-532 (1)"	""
"g4"	"chr10:79891737-79891763"	"miR-339 (1)"	""	""
"g4"	"chr10:79918450-79918474"	""	""	""
"g4"	"chr10:79921264-79921295"	""	"miR-143 (1)"	""
"g4"	"chr10:79971034-79971059"	""	""	""
"g4"	"chr10:80007099-80007122"	"miR-339 (1)"	""	""
"g4"	"chr10:80136784-80136822"	""	""	""
"g4"	"chr10:80138116-80138133"	""	""	""
"g4"	"chr10:80138148-80138172"	""	""	""
"g4"	"chr10:80138896-80138926"	""	""	""
"g4"	"chr10:80139037-80139060"	""	""	""
"g4"	"chr10:80139110-80139128"	""	""	""
"g4"	"chr10:80179909-80179938"	""	""	""
"g4"	"chr10:80299049-80299078"	"miR-324 (1)"	""	""
"g4"	"chr10:80314973-80315006"	""	"miR-665 (1)"	""
"g4"	"chr10:80322211-80322241"	""	""	""
"g4"	"chr10:80325186-80325212"	""	"miR-331 (1)"	""
"g4"	"chr10:80329247-80329277"	""	""	""
"g4"	"chr10:80329453-80329475"	"miR-744 (1)"	""	""
"g4"	"chr10:80335390-80335415"	""	""	""
"g4"	"chr10:80335462-80335489"	""	""	""
"g4"	"chr10:80335819-80335848"	""	""	""
"g4"	"chr10:80342472-80342506"	""	""	""
"g4"	"chr10:80342557-80342596"	"miR-330 (2)"	"miR-324 (1)"	""
"g4"	"chr10:80342607-80342646"	"miR-330 (2)"	"miR-324 (1)"	""
"g4"	"chr10:80345185-80345210"	""	"miR-138 (1)"	""
"g4"	"chr10:80345290-80345317"	""	""	""
"g4"	"chr10:80348881-80348907"	""	""	""
"g4"	"chr10:80348937-80348960"	""	"miR-194 (1)"	""
"g4"	"chr10:80349109-80349130"	""	"miR-1/206 (1), miR-299 (1)"	""
"g4"	"chr10:80356428-80356448"	""	"miR-744 (1)"	""
"g4"	"chr10:80356754-80356781"	""	""	""
"g4"	"chr10:80358388-80358417"	""	""	""
"g4"	"chr10:80358525-80358549"	""	""	""
"g4"	"chr10:80358722-80358745"	"miR-532 (1)"	""	""
"g4"	"chr10:80381100-80381135"	""	"miR-491 (2)"	""
"g4"	"chr10:80381143-80381166"	"miR-532 (1)"	""	""
"g4"	"chr10:80471425-80471458"	"miR-490 (1)"	"miR-339 (1), miR-501/502 (1)"	""
"g4"	"chr10:80488056-80488077"	""	"miR-485 (1)"	""
"g4"	"chr10:80488411-80488441"	""	"miR-485 (2)"	""
"g4"	"chr10:80488562-80488583"	""	"miR-485 (1)"	""
"g4"	"chr10:80489140-80489171"	""	""	""
"g4"	"chr10:80489321-80489346"	""	""	""
"g4"	"chr10:80489933-80489958"	""	""	""
"g4"	"chr10:80495184-80495228"	""	""	""
"g4"	"chr10:80496830-80496852"	""	""	""
"g4"	"chr10:80508610-80508629"	""	""	""
"g4"	"chr10:80508650-80508685"	""	""	""
"g4"	"chr10:80534120-80534143"	""	""	""
"g4"	"chr10:80586867-80586888"	"miR-423 (1)"	"miR-331 (1)"	""
"g4"	"chr10:80638316-80638353"	""	""	""
"g4"	"chr10:80833666-80833695"	""	""	""
"g4"	"chr10:80863327-80863367"	"miR-296 (2)"	"miR-744 (2)"	""
"g4"	"chr10:80865257-80865285"	""	"miR-551 (1)"	""
"g4"	"chr10:80865560-80865577"	""	""	""
"g4"	"chr10:80922075-80922105"	""	""	""
"g4"	"chr10:80936355-80936387"	""	"miR-423 (1)"	""
"g4"	"chr10:80952987-80953013"	""	""	""
"g4"	"chr10:81019773-81019800"	""	""	""
"g4"	"chr10:81021760-81021780"	""	""	""
"g4"	"chr10:81024978-81025014"	""	""	""
"g4"	"chr10:81031155-81031176"	"miR-365 (1)"	""	""
"g4"	"chr10:81064487-81064535"	"miR-423 (1)"	"miR-342 (1)"	""
"g4"	"chr10:81230343-81230365"	""	""	""
"g4"	"chr10:81271946-81271977"	""	""	""
"g4"	"chr10:81272141-81272163"	""	""	""
"g4"	"chr10:81272414-81272442"	""	"miR-331 (1)"	""
"g4"	"chr10:81283406-81283439"	"miR-532 (1)"	"miR-491 (1)"	""
"g4"	"chr10:81333264-81333303"	""	""	""
"g4"	"chr10:81399660-81399690"	""	""	""
"g4"	"chr10:81411734-81411758"	""	""	""
"g4"	"chr10:81452406-81452434"	""	""	""
"g4"	"chr10:81468005-81468028"	""	""	""
"g4"	"chr10:81470390-81470434"	""	""	""
"g4"	"chr10:81470769-81470794"	""	"miR-24 (1)"	""
"g4"	"chr10:81470810-81470836"	""	""	""
"g4"	"chr10:81471039-81471056"	""	""	""
"g4"	"chr10:81473238-81473268"	""	""	""
"g4"	"chr10:81473404-81473431"	""	"miR-491 (1)"	""
"g4"	"chr10:81479686-81479725"	""	""	""
"g4"	"chr10:81482012-81482040"	""	"miR-532 (1)"	""
"g4"	"chr10:81482139-81482168"	"miR-491 (1)"	""	""
"g4"	"chr10:81482376-81482407"	""	""	""
"g4"	"chr10:81544713-81544755"	""	""	""
"g4"	"chr10:81575232-81575259"	"miR-615 (1)"	""	""
"g4"	"chr10:81587364-81587418"	"miR-193 (1)"	""	""
"g4"	"chr10:81597663-81597698"	""	""	""
"g4"	"chr10:82578111-82578136"	""	"miR-876 (1)"	""
"g4"	"chr10:82578167-82578192"	"miR-1306 (1), miR-532 (1)"	""	""
"g4"	"chr10:82943943-82943967"	""	""	""
"g4"	"chr10:83337445-83337467"	""	"miR-744 (1)"	""
"g4"	"chr10:83393747-83393773"	""	""	""
"g4"	"chr10:83397881-83397911"	"miR-122 (1)"	""	""
"g4"	"chr10:83723334-83723359"	""	""	""
"g4"	"chr10:84161641-84161685"	""	""	""
"g4"	"chr10:84353228-84353286"	""	""	""
"g4"	"chr10:84755332-84755355"	""	""	""
"g4"	"chr10:84760410-84760443"	""	""	""
"g4"	"chr10:84843815-84843852"	""	""	""
"g4"	"chr10:84844066-84844085"	""	""	""
"g4"	"chr10:84878642-84878663"	""	""	""
"g4"	"chr10:8518508-8518535"	""	""	""
"g4"	"chr10:85272870-85272893"	""	""	""
"g4"	"chr10:85272901-85272958"	""	""	""
"g4"	"chr10:85331572-85331602"	""	"miR-423 (1)"	""
"g4"	"chr10:85387237-85387266"	""	""	""
"g4"	"chr10:85714073-85714137"	"miR-328 (1), miR-329/362 (1), miR-532 (1)"	"let-7/miR-98 (1)"	""
"g4"	"chr10:85927332-85927363"	""	""	""
"g4"	"chr10:86300268-86300293"	""	""	""
"g4"	"chr10:86300399-86300432"	"miR-339 (1)"	"miR-744 (2)"	""
"g4"	"chr10:86747673-86747698"	""	""	""
"g4"	"chr10:86860204-86860271"	""	"miR-485 (1)"	""
"g4"	"chr10:86888177-86888202"	""	""	""
"g4"	"chr10:87053331-87053351"	""	""	""
"g4"	"chr10:87058528-87058554"	""	""	""
"g4"	"chr10:87058565-87058593"	""	""	""
"g4"	"chr10:87493713-87493742"	""	"miR-744 (1)"	""
"g4"	"chr10:87493802-87493825"	""	""	""
"g4"	"chr10:87515927-87515959"	""	""	""
"g4"	"chr10:87769228-87769252"	""	""	""
"g4"	"chr10:88367130-88367160"	""	""	""
"g4"	"chr10:88459910-88459947"	""	""	""
"g4"	"chr10:88460127-88460175"	""	""	""
"g4"	"chr10:88460238-88460266"	""	""	""
"g4"	"chr10:88705822-88705846"	""	""	""
"g4"	"chr10:89690136-89690161"	""	""	""
"g4"	"chr10:89709191-89709215"	""	"miR-125 (1)"	""
"g4"	"chr10:89709336-89709365"	"miR-324 (1), miR-338 (1)"	"miR-490 (1)"	""
"g4"	"chr10:89872907-89872934"	""	""	""
"g4"	"chr10:89873379-89873414"	""	"miR-491 (1)"	""
"g4"	"chr10:89873589-89873606"	""	""	""
"g4"	"chr10:90135373-90135394"	""	""	""
"g4"	"chr10:90436196-90436248"	"miR-329/362 (1)"	"miR-299 (1)"	""
"g4"	"chr10:90436374-90436393"	""	""	""
"g4"	"chr10:90781337-90781367"	""	"miR-365 (1)"	""
"g4"	"chr10:9080857-9080923"	""	"miR-328 (1)"	""
"g4"	"chr10:90829369-90829388"	""	""	""
"g4"	"chr10:90829704-90829724"	""	""	""
"g4"	"chr10:90829760-90829785"	""	""	""
"g4"	"chr10:90970225-90970243"	"miR-491 (1)"	""	""
"g4"	"chr10:9108912-9108937"	""	""	""
"g4"	"chr10:91304544-91304575"	""	"miR-532 (1)"	""
"g4"	"chr10:91495672-91495723"	"miR-185 (2), miR-24 (1)"	"miR-125 (1), miR-129 (1)"	""
"g4"	"chr10:91570703-91570736"	""	""	""
"g4"	"chr10:91999332-91999383"	""	"miR-339 (4)"	""
"g4"	"chr10:91999525-91999546"	""	"miR-339 (2)"	""
"g4"	"chr10:91999567-91999594"	""	"miR-339 (2)"	""
"g4"	"chr10:91999621-91999661"	""	"miR-339 (1)"	""
"g4"	"chr10:92589410-92589446"	"miR-532 (1)"	""	""
"g4"	"chr10:92901083-92901121"	""	""	""
"g4"	"chr10:92981106-92981130"	""	""	""
"g4"	"chr10:93490233-93490270"	""	""	""
"g4"	"chr10:93640940-93640963"	""	""	""
"g4"	"chr10:93641426-93641449"	"miR-22 (1)"	""	""
"g4"	"chr10:93659246-93659264"	""	""	""
"g4"	"chr10:93834222-93834250"	""	""	""
"g4"	"chr10:93903486-93903517"	""	""	""
"g4"	"chr10:93943788-93943855"	"miR-328 (1)"	""	""
