Gene ID	Transcript ID	Gene Name	Gene Type	Flipon	Flipons per promoter
ENSMUSG00000026604.17	ENSMUST00000097442.8	Ptpn14	protein_coding	z-dna	3
ENSMUSG00000001313.12	ENSMUST00000001347.6	Rnd2	protein_coding	g4	3
ENSMUSG00000051339.10	ENSMUST00000050125.8	2900026A02Rik	protein_coding	g4	3
ENSMUSG00000042428.6	ENSMUST00000044970.6	Mgat3	protein_coding	z-dna	3
ENSMUSG00000042428.6	ENSMUST00000044970.6	Mgat3	protein_coding	g4	3
ENSMUSG00000045440.4	ENSMUST00000051857.4	Insm2	protein_coding	g4	3
ENSMUSG00000089711.1	ENSMUST00000161924.1	Gm16240	antisense	g4	3
ENSMUSG00000041703.7	ENSMUST00000039118.6	Zic5	protein_coding	g4	3
ENSMUSG00000042500.11	ENSMUST00000084289.4	Ago4	protein_coding	z-dna	3
ENSMUSG00000025497.15	ENSMUST00000167263.8	Cdhr5	protein_coding	g4	3
ENSMUSG00000048960.13	ENSMUST00000027056.11	Prex2	protein_coding	z-dna	3
ENSMUSG00000117227.1	ENSMUST00000232911.1	Gm34799	lincRNA	z-dna	3
ENSMUSG00000115280.1	ENSMUST00000228571.1	Gm7107	processed_pseudogene	z-dna	3
ENSMUSG00000051048.17	ENSMUST00000057023.11	P4ha3	protein_coding	h-dna	3
ENSMUSG00000025511.15	ENSMUST00000239217.1	Tspan4	protein_coding	g4	3
ENSMUSG00000115311.1	ENSMUST00000228927.1	Gm35823	antisense	z-dna	3
ENSMUSG00000025511.15	ENSMUST00000239217.1	Tspan4	protein_coding	z-dna	3
ENSMUSG00000097248.9	ENSMUST00000181898.1	Gm2694	lincRNA	z-dna	3
ENSMUSG00000051596.13	ENSMUST00000114099.3	Otop1	protein_coding	z-dna	3
ENSMUSG00000025318.13	ENSMUST00000026357.11	Jph3	protein_coding	g4	3
ENSMUSG00000051652.4	ENSMUST00000057608.4	Lrrc3	protein_coding	g4	3
ENSMUSG00000000782.16	ENSMUST00000109071.2	Tcf7	protein_coding	g4	3
ENSMUSG00000025025.14	ENSMUST00000236973.1	Mxi1	protein_coding	z-dna	3
ENSMUSG00000041708.12	ENSMUST00000163723.7	Mpped1	protein_coding	z-dna	3
ENSMUSG00000097414.2	ENSMUST00000181510.2	B130046B21Rik	antisense	g4	3
ENSMUSG00000097386.1	ENSMUST00000180487.1	9130213A22Rik	antisense	z-dna	3
ENSMUSG00000000942.10	ENSMUST00000101395.2	Hoxa4	protein_coding	z-dna	3
ENSMUSG00000046182.8	ENSMUST00000073935.6	Gsg1l	protein_coding	z-dna	3
ENSMUSG00000026735.2	ENSMUST00000028068.2	Ptf1a	protein_coding	z-dna	3
ENSMUSG00000052135.8	ENSMUST00000102656.3	Foxo6	protein_coding	z-dna	3
ENSMUSG00000025195.9	ENSMUST00000212592.1	Dnmbp	protein_coding	z-dna	3
ENSMUSG00000048583.16	ENSMUST00000000033.11	Igf2	protein_coding	g4	3
ENSMUSG00000025219.13	ENSMUST00000111928.7	Fgf8	protein_coding	g4	3
ENSMUSG00000041923.15	ENSMUST00000097651.9	Nol4	protein_coding	z-dna	3
ENSMUSG00000004698.11	ENSMUST00000239321.1	Hdac9	protein_coding	g4	3
ENSMUSG00000045991.19	ENSMUST00000175965.9	Onecut2	protein_coding	z-dna	3
ENSMUSG00000051934.5	ENSMUST00000063517.5	Spats2	protein_coding	z-dna	3
ENSMUSG00000001227.12	ENSMUST00000001256.10	Sema6b	protein_coding	z-dna	3
ENSMUSG00000025265.14	ENSMUST00000026296.7	Fgd1	protein_coding	g4	3
ENSMUSG00000001288.15	ENSMUST00000043172.14	Rarg	protein_coding	g4	3
ENSMUSG00000051043.16	ENSMUST00000122967.2	Gprc5c	protein_coding	g4	3
ENSMUSG00000050896.12	ENSMUST00000054514.5	Rtn4rl2	protein_coding	g4	3
ENSMUSG00000045215.17	ENSMUST00000239326.1	Asxl3	protein_coding	g4	3
ENSMUSG00000050473.5	ENSMUST00000059805.5	Slc35d3	protein_coding	g4	3
ENSMUSG00000001911.16	ENSMUST00000076715.12	Nfix	protein_coding	g4	3
ENSMUSG00000001911.16	ENSMUST00000076715.12	Nfix	protein_coding	z-dna	3
ENSMUSG00000091017.1	ENSMUST00000171798.1	Fam71a	protein_coding	z-dna	3
ENSMUSG00000043518.7	ENSMUST00000061514.7	Rai2	protein_coding	g4	3
ENSMUSG00000002393.14	ENSMUST00000002466.8	Nr2f6	protein_coding	z-dna	3
ENSMUSG00000050288.6	ENSMUST00000057893.6	Fzd2	protein_coding	g4	3
ENSMUSG00000043635.12	ENSMUST00000198151.1	Adamts3	protein_coding	g4	3
ENSMUSG00000002249.21	ENSMUST00000156862.2	Tead3	protein_coding	g4	3
ENSMUSG00000001985.9	ENSMUST00000030676.7	Grik3	protein_coding	z-dna	3
ENSMUSG00000044288.6	ENSMUST00000057188.6	Cnr1	protein_coding	z-dna	3
ENSMUSG00000116125.1	ENSMUST00000230187.1	Gm41361	antisense	z-dna	3
ENSMUSG00000043811.5	ENSMUST00000059589.5	Rtn4r	protein_coding	g4	3
ENSMUSG00000043811.5	ENSMUST00000059589.5	Rtn4r	protein_coding	z-dna	3
ENSMUSG00000025856.15	ENSMUST00000046901.13	Pdgfa	protein_coding	g4	3
ENSMUSG00000044217.17	ENSMUST00000088200.12	Aqp5	protein_coding	z-dna	3
ENSMUSG00000023949.7	ENSMUST00000233588.1	Tcte1	protein_coding	z-dna	3
ENSMUSG00000025855.13	ENSMUST00000026973.13	Prkar1b	protein_coding	z-dna	3
ENSMUSG00000096146.2	ENSMUST00000211674.1	Kcnj11	protein_coding	g4	3
ENSMUSG00000050022.16	ENSMUST00000060918.10	Amz1	protein_coding	z-dna	3
ENSMUSG00000025876.15	ENSMUST00000109994.8	Unc5a	protein_coding	z-dna	3
ENSMUSG00000049807.16	ENSMUST00000121799.7	Arhgap23	protein_coding	g4	3
ENSMUSG00000049044.16	ENSMUST00000090826.11	Rapgef4	protein_coding	z-dna	3
ENSMUSG00000044447.5	ENSMUST00000039135.5	Dock5	protein_coding	g4	3
ENSMUSG00000026208.9	ENSMUST00000027409.9	Des	protein_coding	z-dna	3
ENSMUSG00000042812.5	ENSMUST00000181504.1	Foxf1	protein_coding	g4	3
ENSMUSG00000003273.14	ENSMUST00000003360.9	Car11	protein_coding	g4	3
ENSMUSG00000095440.2	ENSMUST00000213610.1	Fignl2	protein_coding	g4	3
ENSMUSG00000042873.11	ENSMUST00000162280.1	Lhfpl4	protein_coding	g4	3
ENSMUSG00000026131.20	ENSMUST00000183034.4	Dst	protein_coding	z-dna	3
ENSMUSG00000097074.2	ENSMUST00000181230.1	4833428L15Rik	antisense	g4	3
ENSMUSG00000024074.8	ENSMUST00000112498.2	Crim1	protein_coding	z-dna	3
ENSMUSG00000001604.14	ENSMUST00000102533.10	Tcea3	protein_coding	g4	3
ENSMUSG00000097050.1	ENSMUST00000181801.1	Gm9918	protein_coding	g4	3
ENSMUSG00000025586.17	ENSMUST00000178892.2	Cpeb1	protein_coding	g4	3
ENSMUSG00000026014.15	ENSMUST00000140485.7	Raph1	protein_coding	z-dna	3
ENSMUSG00000097023.8	ENSMUST00000181511.8	Mir9-3hg	lincRNA	g4	3
ENSMUSG00000026014.15	ENSMUST00000027168.11	Raph1	protein_coding	g4	3
ENSMUSG00000025997.13	ENSMUST00000187184.6	Ikzf2	protein_coding	z-dna	3
ENSMUSG00000049556.5	ENSMUST00000114256.1	Lingo1	protein_coding	g4	3
ENSMUSG00000001802.16	ENSMUST00000118444.2	Lrp3	protein_coding	z-dna	3
ENSMUSG00000096014.1	ENSMUST00000180353.1	Sox1	protein_coding	z-dna	3
ENSMUSG00000044518.3	ENSMUST00000050940.3	Foxe3	protein_coding	g4	3
ENSMUSG00000041708.12	ENSMUST00000046168.11	Mpped1	protein_coding	g4	3
ENSMUSG00000116360.1	ENSMUST00000230109.1	9430014N10Rik	lincRNA	g4	3
ENSMUSG00000024897.9	ENSMUST00000025830.8	Apba1	protein_coding	z-dna	3
ENSMUSG00000040972.8	ENSMUST00000039331.8	Igsf21	protein_coding	g4	3
ENSMUSG00000024565.10	ENSMUST00000238808.1	Sall3	protein_coding	z-dna	3
ENSMUSG00000046761.13	ENSMUST00000170153.1	Fam83h	protein_coding	z-dna	3
ENSMUSG00000114188.1	ENSMUST00000222330.1	Gm40849	lincRNA	z-dna	3
ENSMUSG00000097440.2	ENSMUST00000180860.2	Gm6277	antisense	z-dna	3
ENSMUSG00000048376.6	ENSMUST00000059193.6	F2r	protein_coding	g4	3
ENSMUSG00000041000.8	ENSMUST00000035667.8	Trim62	protein_coding	z-dna	3
ENSMUSG00000047181.12	ENSMUST00000055947.9	Samd14	protein_coding	g4	3
ENSMUSG00000046447.3	ENSMUST00000050918.3	Camk2n1	protein_coding	z-dna	3
ENSMUSG00000047497.10	ENSMUST00000061318.8	Adamts12	protein_coding	z-dna	3
ENSMUSG00000006574.15	ENSMUST00000006749.9	Slc4a1	protein_coding	g4	3
ENSMUSG00000005917.15	ENSMUST00000006071.13	Otx1	protein_coding	z-dna	3
ENSMUSG00000046761.13	ENSMUST00000170153.1	Fam83h	protein_coding	g4	3
ENSMUSG00000024664.5	ENSMUST00000115995.3	Fads3	protein_coding	g4	3
ENSMUSG00000024501.20	ENSMUST00000121805.8	Dpysl3	protein_coding	z-dna	3
ENSMUSG00000000127.15	ENSMUST00000232945.1	Fer	protein_coding	g4	3
ENSMUSG00000093118.1	ENSMUST00000175377.1	Mir3083	miRNA	g4	3
ENSMUSG00000000552.10	ENSMUST00000229551.1	Zfp385a	protein_coding	g4	3
ENSMUSG00000046607.6	ENSMUST00000054836.6	Hrk	protein_coding	g4	3
ENSMUSG00000087103.1	ENSMUST00000137714.1	Gm13344	antisense	g4	3
ENSMUSG00000046607.6	ENSMUST00000054836.6	Hrk	protein_coding	h-dna	3
ENSMUSG00000046668.9	ENSMUST00000060722.7	Cxxc5	protein_coding	g4	3
ENSMUSG00000024619.8	ENSMUST00000025521.8	Cdx1	protein_coding	g4	3
ENSMUSG00000041596.12	ENSMUST00000044683.11	Nlrp5-ps	transcribed_unprocessed_pseudogene	z-dna	3
ENSMUSG00000118426.1	ENSMUST00000238744.1	Gm2102	processed_pseudogene	z-dna	3
ENSMUSG00000024304.14	ENSMUST00000025166.13	Cdh2	protein_coding	z-dna	3
ENSMUSG00000041605.16	ENSMUST00000120339.7	Inava	protein_coding	g4	3
ENSMUSG00000041119.12	ENSMUST00000047168.12	Pde9a	protein_coding	g4	3
ENSMUSG00000000247.11	ENSMUST00000143783.8	Lhx2	protein_coding	g4	3
ENSMUSG00000041609.16	ENSMUST00000055408.12	Bicdl1	protein_coding	z-dna	3
ENSMUSG00000053552.14	ENSMUST00000110288.8	Ebf4	protein_coding	g4	3
ENSMUSG00000048186.14	ENSMUST00000056914.6	Bend7	protein_coding	z-dna	3
ENSMUSG00000022623.17	ENSMUST00000230807.1	Shank3	protein_coding	g4	3
ENSMUSG00000024533.17	ENSMUST00000115050.9	Spire1	protein_coding	z-dna	3
ENSMUSG00000000093.6	ENSMUST00000000095.6	Tbx2	protein_coding	g4	3
ENSMUSG00000040728.15	ENSMUST00000108311.8	Esrp1	protein_coding	g4	3
ENSMUSG00000052981.6	ENSMUST00000065118.6	Ube2ql1	protein_coding	z-dna	3
ENSMUSG00000048385.9	ENSMUST00000096365.4	Scrt1	protein_coding	g4	3
ENSMUSG00000093118.1	ENSMUST00000175377.1	Mir3083	miRNA	z-dna	2
ENSMUSG00000070867.4	ENSMUST00000094894.3	Trabd2b	protein_coding	g4	2
ENSMUSG00000031376.15	ENSMUST00000033744.11	Atp2b3	protein_coding	h-dna	2
ENSMUSG00000025658.16	ENSMUST00000112513.1	Cnksr2	protein_coding	z-dna	2
ENSMUSG00000074664.3	ENSMUST00000195446.1	A830092H15Rik	antisense	g4	2
ENSMUSG00000032177.17	ENSMUST00000039413.14	Pde4a	protein_coding	g4	2
ENSMUSG00000093075.1	ENSMUST00000175334.1	Gm25948	miRNA	sidd	2
ENSMUSG00000075297.10	ENSMUST00000105522.8	H60b	protein_coding	z-dna	2
ENSMUSG00000032232.14	ENSMUST00000072899.8	Cgnl1	protein_coding	g4	2
ENSMUSG00000074771.10	ENSMUST00000121717.1	Ankef1	protein_coding	z-dna	2
ENSMUSG00000032238.17	ENSMUST00000113624.2	Rora	protein_coding	g4	2
ENSMUSG00000025582.4	ENSMUST00000026670.4	Nptx1	protein_coding	g4	2
ENSMUSG00000024713.16	ENSMUST00000025618.15	Pcsk5	protein_coding	g4	2
ENSMUSG00000091475.4	ENSMUST00000163493.3	Cerox1	processed_transcript	g4	2
ENSMUSG00000031137.17	ENSMUST00000033473.11	Fgf13	protein_coding	g4	2
ENSMUSG00000025555.14	ENSMUST00000026635.7	Farp1	protein_coding	z-dna	2
ENSMUSG00000025586.17	ENSMUST00000098331.9	Cpeb1	protein_coding	g4	2
ENSMUSG00000091636.2	ENSMUST00000169935.1	Akain1	protein_coding	g4	2
ENSMUSG00000025555.14	ENSMUST00000026635.7	Farp1	protein_coding	g4	2
ENSMUSG00000025578.9	ENSMUST00000026663.7	Cbx8	protein_coding	g4	2
ENSMUSG00000091460.2	ENSMUST00000082002.5	Gm7808	processed_pseudogene	g4	2
ENSMUSG00000031840.12	ENSMUST00000110092.3	Rab3a	protein_coding	z-dna	2
ENSMUSG00000030970.16	ENSMUST00000033269.14	Ctbp2	protein_coding	g4	2
ENSMUSG00000076010.1	ENSMUST00000102056.1	Mir615	miRNA	g4	2
ENSMUSG00000024558.12	ENSMUST00000159162.1	Mapk4	protein_coding	g4	2
ENSMUSG00000025738.8	ENSMUST00000045692.8	Fbxl16	protein_coding	z-dna	2
ENSMUSG00000025738.8	ENSMUST00000045692.8	Fbxl16	protein_coding	g4	2
ENSMUSG00000070576.4	ENSMUST00000094463.4	Mn1	protein_coding	z-dna	2
ENSMUSG00000030584.14	ENSMUST00000065181.11	Dpf1	protein_coding	z-dna	2
ENSMUSG00000093394.1	ENSMUST00000176618.1	Gm20621	sense_overlapping	g4	2
ENSMUSG00000070526.2	ENSMUST00000094339.2	Peg12	protein_coding	g4	2
ENSMUSG00000093254.1	ENSMUST00000175513.1	Mir5126	miRNA	g4	2
ENSMUSG00000032297.11	ENSMUST00000034840.9	Celf6	protein_coding	g4	2
ENSMUSG00000070526.2	ENSMUST00000094339.2	Peg12	protein_coding	z-dna	2
ENSMUSG00000032318.12	ENSMUST00000034869.10	Isl2	protein_coding	z-dna	2
ENSMUSG00000030551.14	ENSMUST00000032768.14	Nr2f2	protein_coding	g4	2
ENSMUSG00000093436.6	ENSMUST00000176807.2	Gm20646	sense_overlapping	z-dna	2
ENSMUSG00000030551.14	ENSMUST00000032768.14	Nr2f2	protein_coding	h-dna	2
ENSMUSG00000075590.4	ENSMUST00000228366.2	Nrbp2	protein_coding	g4	2
ENSMUSG00000075590.4	ENSMUST00000019516.4	Nrbp2	protein_coding	g4	2
ENSMUSG00000091311.3	ENSMUST00000165133.2	Spata31d1b	protein_coding	h-dna	2
ENSMUSG00000030852.18	ENSMUST00000207282.1	Tacc2	protein_coding	z-dna	2
ENSMUSG00000093202.2	ENSMUST00000175461.2	Mir3547	miRNA	g4	2
ENSMUSG00000030898.15	ENSMUST00000033189.5	Cckbr	protein_coding	z-dna	2
ENSMUSG00000030862.13	ENSMUST00000033149.4	Cpxm2	protein_coding	g4	2
ENSMUSG00000030862.13	ENSMUST00000033149.4	Cpxm2	protein_coding	z-dna	2
ENSMUSG00000032177.17	ENSMUST00000039413.14	Pde4a	protein_coding	z-dna	2
ENSMUSG00000030854.17	ENSMUST00000033142.12	Ptpn5	protein_coding	z-dna	2
ENSMUSG00000075324.13	ENSMUST00000131615.8	Fign	protein_coding	z-dna	2
ENSMUSG00000030731.13	ENSMUST00000118831.7	Syt3	protein_coding	g4	2
ENSMUSG00000075335.3	ENSMUST00000156827.1	4930588K23Rik	lincRNA	z-dna	2
ENSMUSG00000030774.13	ENSMUST00000206984.1	Pak1	protein_coding	h-dna	2
ENSMUSG00000032259.8	ENSMUST00000075764.7	Drd2	protein_coding	g4	2
ENSMUSG00000030770.15	ENSMUST00000033030.13	Parva	protein_coding	z-dna	2
ENSMUSG00000093238.1	ENSMUST00000175497.1	Mir9-3	miRNA	h-dna	2
ENSMUSG00000030770.15	ENSMUST00000033030.13	Parva	protein_coding	g4	2
ENSMUSG00000091705.8	ENSMUST00000074806.11	H2-Q2	protein_coding	g4	2
ENSMUSG00000071234.3	ENSMUST00000222422.1	Syndig1l	protein_coding	g4	2
ENSMUSG00000024713.16	ENSMUST00000025618.15	Pcsk5	protein_coding	z-dna	2
ENSMUSG00000072574.4	ENSMUST00000227180.1	Gm17184	transcribed_unprocessed_pseudogene	z-dna	2
ENSMUSG00000092705.1	ENSMUST00000174964.1	Gm24513	miRNA	z-dna	2
ENSMUSG00000025104.13	ENSMUST00000026094.5	Hdgfl3	protein_coding	z-dna	2
ENSMUSG00000073532.3	ENSMUST00000238080.1	Gm7276	bidirectional_promoter_lncRNA	z-dna	2
ENSMUSG00000031930.11	ENSMUST00000212543.1	Wwp2	protein_coding	g4	2
ENSMUSG00000073565.5	ENSMUST00000116639.3	Prr16	protein_coding	z-dna	2
ENSMUSG00000073652.10	ENSMUST00000097699.2	Apol7d	antisense	z-dna	2
ENSMUSG00000031665.7	ENSMUST00000034090.7	Sall1	protein_coding	g4	2
ENSMUSG00000031952.5	ENSMUST00000034430.5	Chst5	protein_coding	g4	2
ENSMUSG00000073722.3	ENSMUST00000097801.3	4931408C20Rik	protein_coding	sidd	2
ENSMUSG00000031955.10	ENSMUST00000166232.3	Bcar1	protein_coding	g4	2
ENSMUSG00000024899.7	ENSMUST00000235594.1	Papss2	protein_coding	g4	2
ENSMUSG00000025743.14	ENSMUST00000070478.3	Sdc3	protein_coding	g4	2
ENSMUSG00000025221.16	ENSMUST00000161886.8	Kcnip2	protein_coding	g4	2
ENSMUSG00000031603.14	ENSMUST00000034014.13	Fgf20	protein_coding	g4	2
ENSMUSG00000071847.13	ENSMUST00000163716.2	Apcdd1	protein_coding	z-dna	2
ENSMUSG00000072214.7	ENSMUST00000231956.1	Septin5	protein_coding	z-dna	2
ENSMUSG00000073514.4	ENSMUST00000097495.4	Dok6	protein_coding	g4	2
ENSMUSG00000071719.2	ENSMUST00000096363.2	Tmem28	protein_coding	z-dna	2
ENSMUSG00000073433.11	ENSMUST00000121959.2	Arhgdig	protein_coding	g4	2
ENSMUSG00000092652.1	ENSMUST00000174911.1	Mir3104	miRNA	g4	2
ENSMUSG00000073154.10	ENSMUST00000161820.7	9330158H04Rik	lincRNA	z-dna	2
ENSMUSG00000031790.8	ENSMUST00000034243.6	Mmp15	protein_coding	z-dna	2
ENSMUSG00000073209.4	ENSMUST00000101589.4	Klf14	protein_coding	g4	2
ENSMUSG00000072825.11	ENSMUST00000222711.1	Cep170b	protein_coding	z-dna	2
ENSMUSG00000031748.16	ENSMUST00000034198.14	Gnao1	protein_coding	g4	2
ENSMUSG00000024922.2	ENSMUST00000025861.2	Ovol1	protein_coding	g4	2
ENSMUSG00000031748.16	ENSMUST00000034198.14	Gnao1	protein_coding	z-dna	2
ENSMUSG00000072825.11	ENSMUST00000101018.10	Cep170b	protein_coding	g4	2
ENSMUSG00000031872.14	ENSMUST00000213077.1	Bean1	protein_coding	g4	2
ENSMUSG00000072692.7	ENSMUST00000100847.4	Rpl37rt	transcribed_processed_pseudogene	g4	2
ENSMUSG00000031740.8	ENSMUST00000034187.8	Mmp2	protein_coding	g4	2
ENSMUSG00000092503.1	ENSMUST00000173738.1	Gm20484	lincRNA	h-dna	2
ENSMUSG00000092492.1	ENSMUST00000173049.1	B230208B08Rik	processed_transcript	g4	2
ENSMUSG00000092492.1	ENSMUST00000173049.1	B230208B08Rik	processed_transcript	z-dna	2
ENSMUSG00000073988.13	ENSMUST00000098244.1	Ttpa	protein_coding	z-dna	2
ENSMUSG00000031596.15	ENSMUST00000098816.9	Slc7a2	protein_coding	g4	2
ENSMUSG00000074637.7	ENSMUST00000099151.5	Sox2	protein_coding	g4	2
ENSMUSG00000032023.7	ENSMUST00000034521.7	Jhy	protein_coding	g4	2
ENSMUSG00000092963.1	ENSMUST00000175222.1	Gm22238	miRNA	g4	2
ENSMUSG00000031502.11	ENSMUST00000033898.9	Col4a1	protein_coding	z-dna	2
ENSMUSG00000032064.17	ENSMUST00000117646.7	Dixdc1	protein_coding	z-dna	2
ENSMUSG00000092963.1	ENSMUST00000175222.1	Gm22238	miRNA	z-dna	2
ENSMUSG00000031486.15	ENSMUST00000033876.13	Adgra2	protein_coding	g4	2
ENSMUSG00000031486.15	ENSMUST00000033876.13	Adgra2	protein_coding	z-dna	2
ENSMUSG00000092998.1	ENSMUST00000175257.1	Mir5099	miRNA	z-dna	2
ENSMUSG00000074607.11	ENSMUST00000109428.8	Tox2	protein_coding	z-dna	2
ENSMUSG00000024968.14	ENSMUST00000066646.11	Rcor2	protein_coding	g4	2
ENSMUSG00000091890.2	ENSMUST00000205693.1	A830073O21Rik	TEC	z-dna	2
ENSMUSG00000032101.6	ENSMUST00000034612.6	Ddx25	protein_coding	z-dna	2
ENSMUSG00000032135.15	ENSMUST00000098852.2	Mcam	protein_coding	g4	2
ENSMUSG00000091735.2	ENSMUST00000164834.2	Gpr62	protein_coding	z-dna	2
ENSMUSG00000032135.15	ENSMUST00000098852.2	Mcam	protein_coding	z-dna	2
ENSMUSG00000032177.17	ENSMUST00000003395.9	Pde4a	protein_coding	z-dna	2
ENSMUSG00000031503.13	ENSMUST00000033899.13	Col4a2	protein_coding	z-dna	2
ENSMUSG00000092216.3	ENSMUST00000172815.3	Gm19345	protein_coding	g4	2
ENSMUSG00000024897.9	ENSMUST00000025830.8	Apba1	protein_coding	g4	2
ENSMUSG00000025427.15	ENSMUST00000182024.1	Rnf165	protein_coding	g4	2
ENSMUSG00000031586.17	ENSMUST00000033995.13	Rbpms	protein_coding	z-dna	2
ENSMUSG00000074121.3	ENSMUST00000058879.7	Ntf5	protein_coding	g4	2
ENSMUSG00000071679.4	ENSMUST00000112843.1	Rtl4	protein_coding	g4	2
ENSMUSG00000071604.5	ENSMUST00000096164.5	Fam189a2	protein_coding	z-dna	2
ENSMUSG00000031563.8	ENSMUST00000057561.8	Wwc2	protein_coding	g4	2
ENSMUSG00000092781.1	ENSMUST00000175040.1	Mir3057	miRNA	g4	2
ENSMUSG00000025407.7	ENSMUST00000026474.4	Gli1	protein_coding	g4	2
ENSMUSG00000031561.16	ENSMUST00000110346.8	Tenm3	protein_coding	z-dna	2
ENSMUSG00000074235.4	ENSMUST00000148066.1	Gm10649	bidirectional_promoter_lncRNA	z-dna	2
ENSMUSG00000092807.1	ENSMUST00000175066.1	Mir199b	miRNA	g4	2
ENSMUSG00000031543.18	ENSMUST00000173248.7	Ank1	protein_coding	z-dna	2
ENSMUSG00000025427.15	ENSMUST00000182024.1	Rnf165	protein_coding	z-dna	2
ENSMUSG00000024784.13	ENSMUST00000113526.1	Gpha2	protein_coding	g4	2
ENSMUSG00000074346.6	ENSMUST00000143893.1	Kcnd3os	antisense	z-dna	2
ENSMUSG00000024761.3	ENSMUST00000025669.3	Gm16437	processed_pseudogene	sidd	2
ENSMUSG00000073805.5	ENSMUST00000171394.2	Insyn2a	protein_coding	z-dna	2
ENSMUSG00000027716.13	ENSMUST00000029271.4	Trpc3	protein_coding	z-dna	2
ENSMUSG00000030513.14	ENSMUST00000098391.10	Pcsk6	protein_coding	z-dna	2
ENSMUSG00000028527.18	ENSMUST00000106945.7	Ak4	protein_coding	g4	2
ENSMUSG00000028631.7	ENSMUST00000030376.7	Kcnq4	protein_coding	g4	2
ENSMUSG00000028600.15	ENSMUST00000106708.7	Podn	protein_coding	g4	2
ENSMUSG00000026883.17	ENSMUST00000135741.7	Dab2ip	protein_coding	z-dna	2
ENSMUSG00000028584.3	ENSMUST00000052458.2	Lrrc38	protein_coding	z-dna	2
ENSMUSG00000070509.15	ENSMUST00000139780.2	Rgma	protein_coding	g4	2
ENSMUSG00000026888.14	ENSMUST00000028252.13	Grb14	protein_coding	g4	2
ENSMUSG00000028565.18	ENSMUST00000075448.12	Nfia	protein_coding	g4	2
ENSMUSG00000026961.6	ENSMUST00000028337.6	Lrrc26	protein_coding	z-dna	2
ENSMUSG00000084883.2	ENSMUST00000136175.2	Ccdc85c	protein_coding	z-dna	2
ENSMUSG00000028528.17	ENSMUST00000106933.1	Dnajc6	protein_coding	g4	2
ENSMUSG00000028497.12	ENSMUST00000030221.2	Hacd4	protein_coding	g4	2
ENSMUSG00000025789.9	ENSMUST00000026896.9	St8sia2	protein_coding	z-dna	2
ENSMUSG00000026970.16	ENSMUST00000028347.12	Rbms1	protein_coding	g4	2
ENSMUSG00000028488.15	ENSMUST00000107184.7	Sh3gl2	protein_coding	z-dna	2
ENSMUSG00000027002.13	ENSMUST00000028386.11	Nckap1	protein_coding	z-dna	2
ENSMUSG00000028487.18	ENSMUST00000102820.8	Bnc2	protein_coding	z-dna	2
ENSMUSG00000028476.13	ENSMUST00000030198.6	Reck	protein_coding	z-dna	2
ENSMUSG00000028469.15	ENSMUST00000030191.14	Npr2	protein_coding	g4	2
ENSMUSG00000027016.17	ENSMUST00000111831.7	Zfp385b	protein_coding	z-dna	2
ENSMUSG00000087006.3	ENSMUST00000148314.2	Gm13889	protein_coding	g4	2
ENSMUSG00000028463.14	ENSMUST00000030183.9	Car9	protein_coding	g4	2
ENSMUSG00000027168.21	ENSMUST00000090397.12	Pax6	protein_coding	g4	2
ENSMUSG00000028634.17	ENSMUST00000084306.4	Hivep3	protein_coding	g4	2
ENSMUSG00000084384.3	ENSMUST00000117893.1	Gm12251	processed_pseudogene	sidd	2
ENSMUSG00000084384.3	ENSMUST00000117893.1	Gm12251	processed_pseudogene	z-dna	2
ENSMUSG00000028654.13	ENSMUST00000106252.8	Mycl	protein_coding	g4	2
ENSMUSG00000082932.3	ENSMUST00000124729.3	Cyp2j8	protein_coding	z-dna	2
ENSMUSG00000029005.4	ENSMUST00000030862.4	Draxin	protein_coding	g4	2
ENSMUSG00000029003.11	ENSMUST00000084129.8	Mad2l2	protein_coding	g4	2
ENSMUSG00000028949.13	ENSMUST00000030791.11	Smarcd3	protein_coding	g4	2
ENSMUSG00000028949.13	ENSMUST00000030791.11	Smarcd3	protein_coding	z-dna	2
ENSMUSG00000026751.14	ENSMUST00000112883.7	Nr5a1	protein_coding	g4	2
ENSMUSG00000087657.8	ENSMUST00000148931.2	Gm16764	antisense	z-dna	2
ENSMUSG00000026764.15	ENSMUST00000028102.13	Kif5c	protein_coding	g4	2
ENSMUSG00000026805.14	ENSMUST00000050776.8	Barhl1	protein_coding	g4	2
ENSMUSG00000087571.1	ENSMUST00000154188.1	Gm15202	antisense	z-dna	2
ENSMUSG00000028804.20	ENSMUST00000184063.2	Csmd2	protein_coding	g4	2
ENSMUSG00000028785.13	ENSMUST00000030572.9	Hpca	protein_coding	g4	2
ENSMUSG00000083282.3	ENSMUST00000119694.2	Ctsf	protein_coding	g4	2
ENSMUSG00000028782.14	ENSMUST00000121049.7	Adgrb2	protein_coding	g4	2
ENSMUSG00000028758.12	ENSMUST00000105821.2	Kif17	protein_coding	z-dna	2
ENSMUSG00000028707.15	ENSMUST00000124071.8	Dmbx1	protein_coding	g4	2
ENSMUSG00000028664.14	ENSMUST00000105846.8	Ephb2	protein_coding	z-dna	2
ENSMUSG00000087524.1	ENSMUST00000146049.1	Gm14285	antisense	z-dna	2
ENSMUSG00000084128.10	ENSMUST00000115979.8	Esrp2	protein_coding	z-dna	2
ENSMUSG00000087515.1	ENSMUST00000137349.1	Gm13554	antisense	sidd	2
